"","address","price","area","noroom","description","Ingatlan állapota","Építés éve","Komfort","Energiatanúsítvány","Emelet","Épület szintjei","Lift","Belmagasság","Futés","Légkondicionáló","Rezsiköltség","Akadálymentesített","Fürdo és WC","Tájolás","Kilátás","Erkély mérete","Kertkapcsolatos","Tetotér","Parkolás","Panelprogram","Parkolóhely ára"
"1","VIII. kerület, Bezerédj utca 10.","37,9 millió Ft","43 m²","1 + 1 fél","Eladó frissen, saját részre felújított belvárosi gyöngyszem, muemlék védett épületben. A világos, Ny-i tájolású 3. emeleti lakás jelenlegi kialakítása: 1 szoba, állógaléria+ gardróbhelyiség, konyha, WC-s fürdoszoba és rengeteg tárolási lehetoség. A felújítás érintette egyebek mellett  a víz, villanyvezetékeket, hideg-, és melegburkolatokat. A fürdoszobát magas minoségu, idotálló szaniterek, törölközoszárítós radiátor, páraelszívás és új Ariston villanyboiler jellemzi. A villanykapcsolók mindenhol érintopaneles Livoro típusúak, ledes hangulatvilágítás emeli a komfortot. További extrák: riasztó, Midea klíma, konyha és a szoba közt üveges tolóajtó. Az egyedileg készíttetett, gépesített konyha 2M Ft értékben az ár részét képezi: Bosch süto, Candy indukciós fozolap, Cata mikró, Candy hutogép, Teka gránit mosogató, becsapódás gátlós fiókók és ajtók tartoznak hozzá. A védofólia még le sem került a bútorról. Tehermentes, azonnal költözheto, rendezett, házban, igényes lakóközösséggel. Közlekedés: Blaha Lujza tér (M2) , II. János Pál Pápa tér (M4) és Keleti pályaudvar pár perces sétával elérheto. Kikapcsolódásra kiválóan alkalmas a felújított II. János Pál Pápa tér, ahol fás park, játszótér és kutyafuttató egyaránt megtalálható. Erkel Színház, Europeum Bevásárlóközpont, Teleki téri Piac egyaránt gyalogosan elérhetoek.","felújított","1950 elott","nincs megadva","nincs megadva","3","4","nincs","3 m-nél magasabb","gáz (konvektor)","van","nincs megadva","nincs megadva","egy helyiségben","nyugat","udvari","nincs megadva","nincs megadva","nincs megadva","utca, közterület",NA,NA
"2","IX. kerület, Pápay István utca","62,9 millió Ft","116 m²","3 + 1 fél","Dupla bejáratos, nagy polgári lakás Középso-Ferencvárosban!Eladó sorba került ez a 116 négyzetméteres, 2. emeleti, 3,5 szobás, dupla bejáratos, cirkós, utcai, világos, csendes, szeparált, étkezos konyhás lakás a Pápai István utcában!Egy 5. emeletes rendezett ház 2. emeletén található lakásunk.Nemrégiben a liftet újították fel, hamarosan pedig a ház bejárati kapuját fogják megszépíteni.Az ingatlan alapvetoen jó állapotban van, de a vezetékek korszerusítésre szorulnak.Egyedi a kialakítása, ennek köszönhetoen két bejárata van, akár a két külön lakás megvalósítása is megoldható.Észak-Nyugati tájolású, a jó állapotú fa ablakok a Pápai István utcára néznek.A futést cirkó biztosítja az egész lakásban.A közös költség 25.500,-Ft, mely a klasszikus költségeken felül a ház felújítási alapját is magában foglalja.Elsosorban azoknak ajánlom akik biztos helyen akarják tudni a pénzüket, akár befektetésnek, akár otthonuknak tudják elképzelni ezt a lakást.Ezúton tájékoztatjuk, hogy Ön mint érdeklodo, a hirdetésben megjelölt telefonszám felhívásával hozzájárul személyes adatai – így különösen neve és telefonszáma -, a hirdetést feladó Real Estate Solutions Kft. általi - biztonságos és körültekinto - kezeléséhez, nyilvántartásához. E körben, az alábbi linken megismerheti az adatkezelési tájékoztatót. – We hereby inform you that You as an interested party, by calling the phone number mentioned in the advertisement, contribute to be your personal data – especially your name and phone number – handled and recorded safe and circumspectively by Real Estate Solutions Kft. as advertiser. Hereby, you can learn our Privacy","jó állapotú","nincs megadva","nincs megadva","nincs megadva","2","6","van","3 m-nél magasabb","gáz (cirko)","nincs","nincs megadva","igen","külön helyiségben","északnyugat","utcai","nincs megadva","nem","nem tetotéri","utca, közterület - fizetos övezet",NA,NA
"3","VI. kerület, Teréz körút","32,9 millió Ft","20 m²","1 + 1 fél","A pezsgo 6. kerületben kínálunk eladásra egy teljesköruen felújított berendezett azonnal költözheto tündéri kis lakást. A 20 m2-es alapterületet egy 12 m2-es állógalériával bovítették, így kellemes intim hálórész és dolgozó rész került kialakításra. A ház jó állapotú, kellemes lakóközösséggel bír. Befektetok figyelmébe és saját lakóhelyet keresok számára is jó szívvel ajánlom a környék frekventáltsága miatt. Amennyiben felkeltette érdeklodését várom megtisztelo hívását.","újszeru","1950 és 1980 között","nincs megadva","nincs megadva","3","nincs megadva","nincs megadva","nincs megadva","elektromos","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","udvari","nincs megadva","nincs megadva","nincs megadva","nincs megadva",NA,NA
"4","IV. kerület, Rózsa utca","34,49 millió Ft","55 m²","1 + 2 fél","ÚJPESTEN, KÖZPONTI HELYEZKEDÉSNÉL KÍNÁLUNK, TÍZ EMELETES TÁRSASHÁZ, HARMADIK EMELETÉN 55-NM-ES KIMONDOTTAN VILÁGOS, KÜLÖN ÁLLÓ 2 SZOBÁS+ NAPPALIS, GARDRÓB HELYSÉGES JÓ FEKVÉSU, FELÚJÍTOTT VÁROSRA NÉZO LAKÁST, DUPLA LIFTES HÁZBAN!Finanszírozás:Irodánk díjmentesen segít Önnek kiválasztani a legmegfelelobb hitelkonstrukciót amennyiben szükség van rá. Csók igényelheto a lakásra!Az ingatlan IV. kiváló infrastruktúrával, gondozott, os fás parkokkal körülvett helyen, a Rózsa utcában, szeretett környezetben, jó társasházi képviselettel és kulturált lakóközösséggel rendelkezo társasház harmadik emeletén. A társasház jó állapotú, lépcsoháza tiszta és rendezett, kulturált, és összetartó lakóközösséggel bír, megtakarítással rendelkezik.Muszaki:A lakás mind muszakilag, mind esztétikailag fel van újítva. A lakásba lépve tágas tér fogadja, komfortos érzést biztosítva. Jobbra található az ablakos konyha, bútorral, gépészettel.Mellette nappali, dupla ablakokkal egész nap a napfény járja át. Kilátás zöldello fákra.A szobából is, de a közlekedon keresztül is található egymás mellett két hálószoba. Fürdoszoba kádas, harmonikus színek jellemzi. Különálló toalett, gardrób helység jó elrendezés, praktikus elosztás a nagyobb Családok számára kiváló lehetoség. Szobákban jó minoségu parketta, többi helységben járólap van. Falak festettek. Nyílászárók, új muanyag szigetelt. Bejárati ajtó több ponton záródó biztonsági ajtó.A lakás teljes bútorzattal is megvásárolható.Az ingatlanban történo villany-, és a vízfogyasztás egyedileg mérheto. Futése távfutés.A lakáson belül több telekommunikációs (DIGI) szolgáltató is jelen van.A közös költség : 15.130 Ft/hóA futése átalányban: 6000FtKörnyék:Vásárlási lehetoség (piac), bevásárlóközpontok (Pólus Center, Ázsia Center), közintézmények (iskola, óvoda, orvosi rendelo, gyógyszertár, kisebb élelmiszerboltok) a lakás közvetlen közelében vagy legfeljebb pár percnyi távolságra mind-mind megtalálhatók. Metró szintén pár percre van.Környezete:Újpest városrész határát északon Megyer felé a Rév utca – Váci út – Fóti út, délkeleten Istvántelek felé az Árpád út – Istvántelki út – Elem utca – Bécsi utca vonala képezi, kelet és dél felé a IV. kerület határa, nyugat felé pedig a Duna. Újpest-központ a budapesti M3-as metró északi végállomása a IV. kerületben, mely az Árpád út és az István út keresztezodése alatt található. A szerelvények Újpest-városkapu megállótól érkeznek ide. Az állomást 1990. december 14-én adták át. A megálló szélsoperonos, a vonatok egymás mellett állnak meg. Az állomást 2017. november 4. és 2019. március 29. között a metróvonal felújítása miatt lezárták.[1]Újpest egyike az 1950-ben Budapesthez csatolt megyei városoknak.[2] A 19. század közepén jött létre egy Rákospalota határába tartozó és Pesttel határos területen. 1840-ben Rákospalotától elválva alakult önálló községgé, majd 1907-ben rendezett tanácsú várossá. Területe 1950-ig többször bovült Rákospalota rovására. 1950-ben, Nagy-Budapest létrejöttekor ismét kiigazították az Újpestbol alakult IV. kerület és a Rákospalotát magába foglaló XV. kerület határát, Istvántelek területét az elobbihez átcsatolva.Közlekedés:alatt, valamint a Belváros is 15-20 perc alatt kényelmesen elérheto.Ajánlom:Mindenkinek, akik szeretnének egy könnyen birtokba veheto, per és tehermentes, Rendezett Tulajdonjogi viszonyok mellett megvásárolni egy lakást, központi helyen, de mégis parkos környezetben.Kérem hívjon bizalommal, és megnézzük!","felújított","1981 és 2000 között","összkomfortos","nincs megadva","3","10","van","nincs megadva","házközponti","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nyugat","nincs megadva","nincs megadva","nincs megadva","nem tetotéri","utca, közterület - ingyenes","részt vett",NA
"5","VI. kerület, Izabella utca","42,9 millió Ft","47 m²","3","Nappali és 2 hálószobás, teljesen felújított lakás, kituno közlekedésnél a Nyugati térhez közel. A ház külso homlokzata, a lépcsoház és a kapualj felújított, a következo felújítás az elektromos hálózat felújítása lesz. A lakáson belül minden fel lett újítva, muszakilag és esztétikailag is. A lakás légkondicionálóval felszerelt.  Elosztása tökéletes, nappali+konyhával, és két külön bejáratú hálószoba. A  lakás elott található egy 2m széles kb, 5 m hosszú folyosó ami teraszként funkcionál. Más lakás errol a folyosóról nem nyílik. A lakás ablakai elott nem jár el senki.Jó lakóközösségu, csendes ház.A hirdetésben szereplo adatok tájékoztató jelleguek.","felújított","1950 elott","nincs megadva","nincs megadva","1","nincs megadva","nincs","3 m-nél magasabb","elektromos","nincs megadva","nincs megadva","nincs megadva","nincs megadva","kelet","udvari","nincs megadva","nincs megadva","nincs megadva","utca, közterület",NA,NA
"6","XIX. kerület, Viola utca 21.","54,9 millió Ft","60 m²","2","Kispest kedvelt kertvárosi régiójában, az Ady Endre utcára meroleges Viola utcában, magas muszaki tartalommal rendelkezo 38,06 -79,91 négyzetméter alapterületu lakások leköthetoek 2021negyedik negyedévi átadással a Viola Társasházban, 5% ÁFÁ-val, akár CSOK támogatással!Projekt aktuális állása(06.08): Tetoszerkezet készül és a 2. emelet belso falazása zajlik.A társasház épülése nyomon követheto az Violatársasház Facebook oldalán.A liftes társasház földszint plusz három emeletbol tevodik össze a tetotér beépítésével. A földszinten gépkocsi beállók és egy közös használatú kert, az emeleteken pedig szintenként négy lakás kerül kialakításra. A lakásokhoz opcionális jelleggel megvásárolhatók a teremgarázsban kialakított parkolóhelyek, amelyek igény szerint elektromos autótöltéssel kerülnek átadásra. Az épület 30-as porotherm téglafalazattal és 15 centiméteres szigeteléssel és monolit födémmel kerül megépítésre.A lakások kimagasló muszaki tartalommal bírnak, a futésrol és melegvíz ellátásról a lakásonként egyedileg kialakított hoszivattyús rendszerek gondoskodnak. A megújuló energiának köszönhetoen a lakások AA energetikai besorolással rendelkeznek, ezáltal fenntartási költségük a XXI. század elvárásai alapján roppant alacsony. A Viola Társasház nappalijaiban padlófutés, fürdoszobákban e-futopatronnal ellátott törülközoszárítók, a hálószobákban és többi helyiségekben pedig lapradiátorok gondoskodnak a holeadásról. Az épületben egyedülálló energiatakarékos elektromos hálózat kerül kiépítésre. A lakásokhoz igény szerint klíma kiállás kiépítése kérheto.Minden ingatlan rendelkezik erkély, terasz vagy kertkapcsolattal, továbbá elektromos redonyök kerülnek beszerelésre a homlokzati nyílászárókra. A Viola Társasház fekvésének és a nagyméretu háromrétegu, dupla légkamrás ablakainak köszönhetoen a lakások kituno fényviszonyokkal és benapozottsággal rendelkeznek. Az eladási ár a fentebb felsorolt extrákon felül tartalmazza a hideg és melegburkolatok árát 6.000.-HUF/négyzetméter árig.A környék infrastruktúrája és szolgáltató parkja kiváló. Határ út metró állomás 42-es villamossal 9 perc, Kispest Kossuth tér 5 perc, a KÖKI pedig 8 perc alatt érheto el a 68-as busszal. Fontosnak tartjuk a környék teljesköru rehabilitációját, ez jelenleg is zajlik, a 2021 szeptember 30-i birtokbaadásra pedig maradéktalanul befejezodik.Amennyiben felkeltettem érdeklodését, kérem keressen bizalommal a hét bármely napján!Vevoink számára szolgáltatásunk ingyenes!Irodánk további szolgáltatásai:- díjmentes, teljesköru, bankfüggetlen hitelügyintézés birtokbaadásig,- díjmentes vállalati finanszírozás, vállalati hitelügyintézés, finanszírozás kivitelezok számára,- teljesköru jogi képviselet (adásvételek, megosztók, túlterhelt ingatlanok, toketartozás csökkentése...),- biztosítások,- energetikai tanúsítvány.Az ingatlan és az otthon közötti út élményéért dolgozunk!","nincs megadva","2020","összkomfortos","AA","2","3","van","3 m-nél alacsonyabb","hoszivattyú, padlófutés","nincs megadva","nincs megadva","igen","külön helyiségben","délnyugat","udvari","22.84 m²","nem","nem tetotéri","nincs megadva",NA,NA
"7","VI. kerület, Podmaniczky utca","49,9 millió Ft","87 m²","3","Városi panorámás,  3 szobás lakás, eladó a Podmaniczky utcában.A lakásban, szeparált konyha, 3 szoba, fürdoszoba, található.A lakást 11 éve teljesköruen felújították. A ház homlokzata felújított. Irányár: 49,900.000,-Ft (135000 EUR)Bovebb tájékoztatásért és idopont egyeztetés céljából kérem hívjon bátran, akár hétvégén is.Környék: Eiffel tér, Nyugati tér, Kodály körönd, Hosök tere","közepes állapotú","nincs megadva","összkomfortos","nincs megadva","4","4","van","3 m-nél magasabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nyugat","utcai","nincs megadva","nincs megadva","nem tetotéri","nincs megadva",NA,NA
"8","VIII. kerület, Kiss József utca","79,6 millió Ft","83 m²","2","Eladásra kínálok a VIII. kerületben egy gyönyöru polgári hangulatú, felújított lakást.A lakásról:- 83 nm- 2 szobás- Külön fürdoszoba és WC- nagy belmagasság (3,8 m)- A lakás burkolatai is nemrég lettek cserélve (magas minoségu olasz csempe, ipari kopásállóságú parketta)- Minoségi olasz tervezésu bútorokkal berendezve.A lakás teljes köru esztétikai és muszaki felújításon esett át, villany és vízvezetékek cseréje is megtörtént.- Modern kondenzációs gázkazán- Elektromos redony- Ho és hangszigetelt bejárati ajtó- 3 rétegu új fa ablakok- Videotelefonos kapucsengo, mozgásérzékelokkel ellátott riasztórendszerA környékrol:Az infrastruktúra kiváló, a keleti pályaudvar csupán csak pár percnyi sétára található, ennek köszönhetoen bármilyen tömegközlekedési eszköz pár percalatt elérheto.A közelben élelmiszer boltok (Aldi, Lidl, Spar) gyógyszertár, bevásárlóközpont, pékség megtalálható.","felújított","1950 és 1980 között","duplakomfortos","nincs megadva","1","4","nincs","3 m-nél magasabb","gáz (cirko)","nincs","nincs megadva","nem","külön és egyben is","északnyugat","utcai","nincs megadva","nem","nem tetotéri","utca, közterület - fizetos övezet",NA,NA
"9","Siófok, Belváros","56,9 millió Ft","131 m²","5","Siófok belvárosában kertes társasházi lakás melléképületekkel (2 lakható apartmannal), 350 m2-es külön bejáratú telekrésszel eladó! Egy ingatlan 3 lakható, bérbe adható lakóegységgel! LIDO HOME SIÓFOK eladásra kínálja a 06661 azonosító alatt nyilvántartott, Siófok frekventált, belvárosi részén található, stílusos, 3 lakásos villában található lakást, amelynek jellemzoi az alábbiak:  - saját, kizárólagos használatú, lekerített telekrész mérete 350 m2, ahová parkolás akár több autóval is lehetséges  - a lakás alapterülete 67 m2, amelynek helyiségei: eloszoba, 2 hálószoba (mindketto galériával beépítve), konyha, kamra, fürdoszoba, fedett bejárati terasz  - a lakás felújított, jó muszaki állapotú, futése gázkonvektoros, illetve egy kandalló is beépítésre került  - külso homlokzata Dryvit hoszigetelést kapott, új hoszigetelt fa ablakok is beépítve  - hátsó kertben található egy különálló, 34 m2-es, újszeru állapotú, könnyuszerkezetes, hoszigetelt melléképület (apartman), benne amerikai konyhás nappali, hálószoba, fürdoszoba WC-vel  - futése és melegvíz ellátása gáz cirkó készülékrol muködik  - másik melléképület ~30 m2-es, amely közepes állapotú, gázkonvektoros futéssel rendelkezik, külso homlokzata szintén szigetelt  - a kert végében találunk még egy kb. 12 m2-es, fa szerkezetu kerti szerszám tárolót is Jó adottságú, akár befektetésre is alkalmas ingatlant ajánlok figyelmébe a belváros, a Fo tér közelében (300 - 400 m), a vízparthoz, a Siófoki kikötohöz is közel!  Megtekintése telefonos egyeztetést követoen rugalmasan, akár hétvégén is megoldható! Amennyiben a LIDO HOME által ajánlott, 06661 sorszámú ingatlan felkeltette figyelmét, várom hívását a megadott telefonszámon, akár este vagy hétvégén is!  Vásárolna, de nincs rá elegendo kerete! Kollégám teljes köru és bank semleges hiteltanácsadással áll rendelkezésére! Nálunk Ön az elso! LIDO HOME - Ingatlanok egy életen át!","jó állapotú","1950 és 1980 között","összkomfortos","nincs megadva","földszint","földszintes","nincs megadva","nincs megadva","gáz (konvektor)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","kertre néz","nincs megadva","igen","nincs megadva","udvari beálló",NA,NA
"10","Eger, Felsováros","17,5 millió Ft","52 m²","2","Egerben,  felsövárosban ,  zöldövezetben  ,  2 szobás , ( Különnyílós) 52 m2-es , X .em.-i  nagy erkélyes   (6 m2 es )   muanyag nyílászárós,  , hofok szabályzóval felszerelt   lakás , hoszigetelt  ,  2 liftes   ,  jó lakóközösségu  társasházban ,   mozgáskorlátozottnak  akadály mentesitett  fobejárattal ,   azonnal költözhetoen , készpénzes vevonek  , eladó.Ár: 18,2 Mft helyett 17,5  Mft ért.e-mail címre több képet küldok .Befektetésnek is, szobakiadásra  kiválóan alkalmas ,  az ingatlan per és tehermentes.Idopont egyeztetés alapján ,természetesen önhöz is alkalmazkodva , megtekintheto .Köszönöm megtisztelo érdeklodését!Szép napot !!! Ir. Ár: 18,2  Mft   helyett 17,5 Mft ért","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","távfutés egyedi méréssel","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","6 m²","nincs megadva",NA,"nincs megadva",NA,NA
