"","address","price","area","noroom","description","Ingatlan állapota","Építés éve","Komfort","Energiatanúsítvány","Emelet","Épület szintjei","Lift","Belmagasság","Futés","Légkondicionáló","Rezsiköltség","Akadálymentesített","Fürdo és WC","Tájolás","Kilátás","Erkély mérete","Kertkapcsolatos","Tetotér","Panelprogram","Parkolás","Parkolóhely ára"
"425","VII. kerület, Erzsébet körút","33 millió Ft","50 m²","2 + 1 fél","Eladó VII. Erzsébet körúton, egy 50nm-es, belso két szintes, nappali+2 fél szobás, földszinti, belso udvarra nézo lakás. Az ingatlan korábban üzlethelyiségként, irodaként is funkcionált. A lakás tulajdoni lap szerint is 50nm-es, cirkó futéses. Lakásként azonnal kiadható, illetve igény szerint irodának, üzletnek is kialakítható. Az ingatlan tehermentes, és akár azonnal költözheto. Irányár: 36MFtAz ingatlan rugalmasan megtekintheto!","jó állapotú","1950 elott","nincs megadva","nincs megadva","földszint","nincs megadva","van","nincs megadva","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","délnyugat","nincs megadva","nincs megadva","nincs megadva","nem tetotéri",NA,"nincs megadva",NA
"426","XII. kerület, Dániel út","59,5 millió Ft","56 m²","2","Eladásra kínálok a Dániel úton egy átlagos állapotú, 2 szobás 1. emeleti,  zöldövezeti lakást, mely abszolút csendes, és délnyugati fekvésének köszönhetoen nagyon világos. A konyhához tartozik egy önálló kamra is. A futésrol gázkonvektor, illetve elektromos márványkandalló gondoskodik. A fürdoszoba és wc külön helyiségben található. A lakáshoz tartozik egy 8 nm-es önálló, száraz pince. Kerti nyitott beálló igényelheto havi 3000 ft-ért. A kertben játszótér, focipálya, ping-pong asztal szolgálja a kis- és nagyobb gyermekek szórakozását. A környék infrastruktúrája kiváló, a tömegközlekedés jó, busszal 10 perc alatt a Széll Kálmán térre lehet érni (22. 22A, 155, 291 busz, 61, 5, 56A villamos) A környék élelmiszer boltokkal is jól ellátott. A lakás közelében bölcsode, óvoda, iskolák, egyetem van, egészségügyi intézmények - János Kórház, orvosi rendelok, gyógyszertárak - szintén pár perces távolságra találhatók.  Az erdon át pár perces sétával érheto el a Libego.Jöjjön el és szeressen bele Ön is.Ez az ingatlan a Huség csomag megbízási portfólióhoz tartozik.","közepes állapotú","1950 és 1980 között","összkomfortos","nincs megadva","1","nincs megadva","nincs","3 m-nél alacsonyabb","gáz (konvektor)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","dél","kertre néz","8 m²","nincs megadva","nem tetotéri",NA,"nincs megadva",NA
"427","VI. kerület, Ó utca","35,9 millió Ft","34 m²","1 + 1 fél","Színház-negyedben, a Hard Rock Hotelnél!A 34m2-es, 1,5 szobás emeleti lakás udvarra néz, DNY-i tájolásának köszönhetoen rendkívül VILÁGOS.A kis szobában ÁLLÓGALÉRIA lett kialakítva, minimális ráfordítással egy tökéletes, hangulatos kis otthon alakítható ki belole. A társasházat csendes és rendes lakók lakják, jelenleg egy 4. szint ráépítés zajlik az épületben, amelynek köszönhetoen az egész épület megújul, és LIFTET is fog kapni. A Színház-negyed a kerület legimpozánsabb része, igazi pezsgo városi hangulatot áraszt, KIVÁLÓ az elátottsága is, 2 perc sátára megtalálható a Magyar Állami Operaház, a Budapesti Operettszínház, a Thália Színház, Louis Vuitton,  SPAR, éttermek, pubok, szórakozóhelyek, és még sok minden más.Kiváló befektetésnek is, és elso lakásnak is, fiatal egyetemistáknak, vagy pároknak.Megtekintené a lakást? Keressen Bátran és megmutatom Önnek!","közepes állapotú","1950 elott","nincs megadva","nincs megadva","2","nincs megadva","nincs megadva","nincs megadva","házközponti egyedi méréssel","nincs megadva","nincs megadva","nincs megadva","nincs megadva","délnyugat","nincs megadva","nincs megadva","nincs megadva","nem tetotéri",NA,"nincs megadva",NA
"428","VI. kerület, Podmaniczky utca","29,99 millió Ft","38 m²","1","Megvételre kínálok a Vi.kereületben egy azonnal költozheto garzont!A LAKÁS:-38 nm-es ,világos-tehermentes-azonnal birtokba vehetoA HÁZ-1890-ben épült ,4 emeletes társasház-külso homlozatot pár éva felújították-jelenleg a belso homlokzat felújítás fog következni-lifttel rendelkezikA KÖRNYÉK-. Az ingatlan központi elhelyezkedésének köszönheto könnyen megközelítheto valamint számos étterem,bolt,iskolák,üzletek is csak egy karnyújtásnyira található.Kifejezetten ideális választás befektetésként és elso lakás vásárlóknak egyaránt.Hívjon és nézze meg!.","jó állapotú","1950 elott","nincs megadva","nincs megadva","4","nincs megadva","van","nincs megadva","gáz (konvektor)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","délnyugat","nincs megadva","nincs megadva","nincs megadva","nem tetotéri",NA,"nincs megadva",NA
"429","VII. kerület, Murányi utca","29,9 millió Ft","38 m²","1","ELADÁSRA KÍNÁLUNK EGY MÁSODIK EMELETI INGATLANT, RENDEZETT TÁRSASHÁZBAN A VÁROSLIGET SZOMSZÉDSÁGÁBAN!","jó állapotú","1950 elott","nincs megadva","nincs megadva","2","nincs megadva","nincs megadva","nincs megadva","gáz (konvektor)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","délnyugat","nincs megadva","nincs megadva","nincs megadva","nem tetotéri",NA,"nincs megadva",NA
"430","VII. kerület, Nefelejcs utca","30,9 millió Ft","40 m²","2","VII. kerület Ligetváros részén eladó egy 40nm-es, nagyon kellemes hangulatú galériázottlakás, egy jó állapotú téglaépület 2. emeletén!","közepes állapotú","1950 elott","nincs megadva","nincs megadva","2","nincs megadva","nincs megadva","nincs megadva","gáz (konvektor)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","délkelet","nincs megadva","nincs megadva","nincs megadva","nem tetotéri",NA,"nincs megadva",NA
"431","Szeged, Tarján","28 millió Ft","44 m²","2","Csendet, nyugalmat kedvelok figyelem!Szeged-Fodorkert peremén 44 m2-es 1 egész +1 fél szobás 1.emeleti társasházi TÉGLA lakás 5. szintes épületben eladó. Az ingatlan konvektoros futésu , igény szerint átalakítható, a hálószobák külön bejáratúak, csendes parkra néznek. Parkolás a ház elott fás árnyas helyen lehetséges. A környék rendezett, szépen parkosított, fákkal beültetett, melyek biztosítják a tiszta levegot és a kellemes hangulatot. Orvosi rendelo, gyógyszertár, iskola és élelmiszerboltok néhány percre vannak a lakástól. A ház mögött kiépített parkoló található, ahol ingyenesen parkolhatunk. Tömegközlekedés kiváló. Remek befektetés egyetemisták számára! A lakás November 15. után megtekintheto!!","jó állapotú","1950 és 1980 között","összkomfortos","nincs megadva","1","nincs megadva","nincs","nincs megadva","gáz (konvektor)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","délkelet","nincs megadva","nincs megadva","nincs megadva","nem tetotéri",NA,"nincs megadva",NA
"432","Veszprém, Belváros","30,5 millió Ft","42 m²","1 + 1 fél","Ajánlom figyelmükbe az alábbi harmadik emeleten található társasházi lakást. Az ingatlan Veszprém belvárosában, a Cserhát lakótelepen található. A folyamatosan karbantartott, újított lakás másfeles elosztással bír. Erkéllyel rendelkezik, K-i tájolású. A nyílászárók cseréje még nem történt meg. Konyháját és fürdoszobáját cserélték. Jelenleg bérlo lakja, aki maradna, amennyieben Ön befektetési szándékkal vásárolna ingatlant.","jó állapotú","1950 és 1980 között","nincs megadva","nincs megadva","3","4","nincs megadva","nincs megadva","távfutés egyedi méréssel","nincs megadva","nincs megadva","nincs megadva","egy helyiségben","kelet","utcai","4 m²","nincs megadva","nincs megadva",NA,"utca, közterület",NA
"433","Pécs, Kertváros","18,49 millió Ft","28 m²","1","Pécs kertvárosi részén eladó egy teljes köruen felújított, IV/1. em-i, 28nm-es garzon lakás. A kivitelezés modern stílusban, kiváló minoségu anyagokból készül. A felújítás a következoket tartalmazza: új muanyag  nyílászárók, víz-és villany vezetékhálózat, burkolatok, szaniterek, minoségi konyha bútor gépekkel, friss festés. A lakás ideális lakhatás és kiadás céljára is egyaránt. Az ingatlan azonnal költözheto!Referencia szám: LK039045","felújított","1981 és 2000 között","nincs megadva","nincs megadva","1","nincs megadva","nincs megadva","nincs megadva","távfutés egyedi méréssel","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nyugat","nincs megadva","nincs megadva","nincs megadva","nem tetotéri","nincs megadva","nincs megadva",NA
"434","Veszprém, Belváros","28,9 millió Ft","42 m²","1 + 1 fél","Veszprém belvárosában, a Cserhát lakótelepen ajánlom figyelmükbe az alábbi ingatlant. Elso emeleti fekvésének köszönhetoen remek alternatíva akár fiatalabb, akár idosebb korosztálynak is. A társasházi lakás részleges felújításon ment keresztül. Hideg és melegburkolatai cserére kerültek, nyílászárói még az eredetiek. Erkéllyel rendelkezik, mely K-i irányba néz. Másfeles elosztása miatt a nappalin kívül adott egy kisebb hálószoba is.","jó állapotú","1950 és 1980 között","nincs megadva","nincs megadva","1","4","nincs megadva","nincs megadva","távfutés egyedi méréssel","nincs megadva","nincs megadva","nincs megadva","egy helyiségben","kelet","utcai","4 m²","nincs megadva","nincs megadva",NA,"utca, közterület",NA
"435","Hatvan, Kisfaludy utca","42,9 millió Ft","67 m²","4","Hatvan város Ó-Hatvani városrészében, a Kisfaludy utcában eladásra kínálunk egy most épülo 2022-es átadású földszintes lakásokat. A két lakás egymástól független , nappali+3 hálós 66,5 m2-es, melyekhez kizárólagos használatú telekrészek tartoznak. A hagyományos építési módú, BB energetikai besorolású lakások futése gáz kombicirkó, elektromos ellátása 3x16A. Zöldhitel, állami támogatás a vásárláshoz igénybe veheto. Az udvari lakáshoz nagy telekrész tartozik. Amennyiben felkeltettük érdeklodését, várjuk hívását. HL7-1230","jó állapotú","2022","összkomfortos","BB","földszint","földszintes","nincs megadva","nincs megadva","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","igen","nincs megadva",NA,"nincs megadva",NA
"436","Gyor, Gyárváros","22,5 millió Ft","51 m²","3","Gyor, Gyárváros francia erkélyes lakás!Eladó, Gyorben az Ipar utcában az ETOPARK-kal szemben 4 emeletes tömb zárószintjén egy 51nm-es, 2szoba+nappalis, francia erkélyes lakás.Szobák még az eredeti faparkettásak a többi helyiség járólapos.Futése gázkonvektorról történik.Melegvíz ellátást gázbojler biztosítja.Tetoszigetelés,  fa nyílászárók,  francia erkély,  saját tároló ( pincében ) zárt lépcsoház, kaputelefon, keleti tájolás.Parkolás a közelben üzletek egy karnyújtásnyira.Tehermentes!További információért hívjon!Francsics Szilvia","jó állapotú","1950 és 1980 között","nincs megadva","nincs megadva","4","nincs megadva","nincs","nincs megadva","gáz (konvektor)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","kelet","nincs megadva","nincs megadva","nincs megadva","nem tetotéri",NA,"nincs megadva",NA
"437","Hatvan, Kisfaludy utca","41 millió Ft","67 m²","4","Hatvan város Ó-Hatvani városrészében, a Kisfaludy utcában eladásra kínálunk egy most épülo 2022-es átadású földszintes lakásokat. A két lakás egymástól független , nappali+3 hálós 66,5 m2-es, melyekhez kizárólagos használatú telekrészek tartoznak. A hagyományos építési módú, BB energetikai besorolású lakások futése gáz kombicirkó, elektromos ellátása 3x16A. Zöldhitel, állami támogatás a vásárláshoz igénybe veheto. Amennyiben felkeltettük érdeklodését, várjuk hívását. HL7-1229","jó állapotú","2022","összkomfortos","BB","földszint","földszintes","nincs megadva","nincs megadva","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","külön és egyben is","nincs megadva","nincs megadva","nincs megadva","igen","nincs megadva",NA,"nincs megadva",NA
"438","II. kerület, Káplár utca","54,9 millió Ft","66 m²","2","LOKÁCIÓ:- A népszeru Lövoház sétálóutcától, Buda Váci utcájától  pár lépésre; - A Millenáris park közvetlen vonzáskörzetében;- Központi elhelyezkedésének köszönhetoen kiváló a közlekedése;- A Széll Kálmán tér közelsége: M2 mellett több busz, 4-6,17 villamos elérheto;- A közelben minden megtalálható, amire a mindennapi életben szükségünk lehet;- Bevásárlási lehetoség, Mammut, Posta, Fény utcai piac, éttermek, drogériák, gyógyszertár, iskolák.- Sportolás: Marczibányi Sportcentrum, Lite Wellness Klub, Városmajor park.A HÁZ:- Szépen rendben és karbantartott tégla társasház;- Lift van;- Kiváló közös képviselettel rendelkezik;- Nyugodt, csendes lakóközösség.A LAKÁS:- 5 emeletes ház földszintjén található;- 66 négyzetméter, 2 szoba melyek egymásból nyílnak;- Nyílászárók: muanyag;- Tájolás: délkelet, ezáltal világos, napfényes;- Futés: házközponti egyedi mérés nélkül;- Fürdoszoba és WC külön;- Állapot: jó.- Önálló pince van.TOVÁBBI INFORMÁCIÓK:- Birtokbaadási határido: maximum 1 hónap;- Közös költség 25.000Ft/hó mely tartalmazza: futés,felújítási alap, szemétszállítás, takarítás, világítás, csatorna díj;- Parkolás az utcán megoldható.","jó állapotú","1950 és 1980 között","összkomfortos","nincs megadva","földszint","nincs megadva","van","3 m-nél magasabb","házközponti","nincs megadva","nincs megadva","nincs megadva","nincs megadva","délkelet","utcai","nincs megadva","nincs megadva","nem tetotéri",NA,"nincs megadva",NA
"439","I. kerület, Hattyú utca","54,9 millió Ft","72 m²","2","LOKÁCIÓ:- A Széna tér és a patinás Hattyú utca sarkán található;- Központi elhelyezkedésének köszönhetoen kiváló a közlekedése;- A Széll Kálmán tér közelsége: M2 mellett több busz, 4-6,17 villamos elérheto;- A közelben minden megtalálható, amire a mindennapi életben szükségünk lehet;- Bevásárlási lehetoség, Mammut, Posta, éttermek, drogériák, gyógyszertár, iskolák.A HÁZ:- Szépen rendben és karbantartott tégla társasház;- A teto beépítve és kiváló állapotban;- Lift van;- Kiváló közös képviselettel rendelkezik;- Nyugodt, csendes, normális lakóközösség.A LAKÁS:- 4 emeletes ház harmadik emeletén található;- 72 négyzetméter, 2 szobás;- Nyílászárók.fa;- Tájolás: északnyugat, ezáltal nagyon szép világos, napfényes;- Futés: gázkonvektor;- Fürdoszoba és WC külön;- Állapot: felújítandó.TOVÁBBI INFORMÁCIÓK:- Birtokbaadási határido: maximum 1,5 hónap;- Közös költség 20.000Ft/hó mely tartalmazza: vízfogyasztás, felújítási alap, szemétszállítás, takarítás, világítás, csatorna díj;- Parkolás az utcán megoldható.Ez az ingatlan a „HUSÉG” megbízási portfólióhoz tartozik, ezzel kapcsolatban tájékozódjon a weboldalunkon, vagy kérjen tájékoztatást telefonon.Tetszik Önnek az ingatlan? Kérdése van?Hívjon bizalommal és minden kérdésére válaszolok.Eladna valamit a vásárlás elott? Jelenlegi ingatlanja értékesítésében is állok rendelkezésére.Hitelre van szüksége a vásárláshoz? Hitelszakérto csapatunk ingyenes ügyintézéssel éshiteltanácsadással segítik! Ajánlatunk nem csak a nálunk vásárolt ingatlanok esetén érvényes!Hívjon még ma és mi megoldjuk az ingatlanügyeit!Ez az ingatlan a Huség csomag megbízási portfólióhoz tartozik.","felújítandó","1950 elott","összkomfortos","nincs megadva","3","nincs megadva","van","3 m-nél magasabb","gáz (konvektor)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","északnyugat","utcai","nincs megadva","nincs megadva","nem tetotéri",NA,"nincs megadva",NA
"440","Szombathely, Belváros","13,9 millió Ft","25 m²","1","Szombathely belvárosához közel, a Savaria plaza környékén kínálom eladásra ezt a házrész jellegu, garzonlakást.Az egy szobás ingatlan, egy 4 lakásos társasház földszintjén, utcafronton helyezkedik el. Az ingatlan felújítása során új tetoszerkezetet, új hoszigetelt redonyös ablakokat, hoszigetelt bejárati ajtót, új gáz-cirkó futést kapott, radiátoros holeadással. Az épület falazatát injektálással szigetelték és a homlokzat színezése is megújult. A szoba aljzatszigetelését is elvégezték valamint a víz villany vezetékek felújítása és a burkolatok cseréje is megtörtént.A lakáshoz tartozik az ingatlan közös udvarán egy tároló helyiség is, mely akár kerékpár tárolására is alkalmas. Élelmiszerboltok, orvosi rendelo, gyógyszertár 1 perc sétával elérhetoek az ingatlantól.A garzonlakás kiváló elhelyezkedése és alacsony fenntarthatósága által ideális befektetést és kényelmes lakhatást biztosít egyedülállók vagy akár párok részére is.Bovebb információ és megtekintés céljából hívjon bizalommal!","felújított","1950 és 1980 között","összkomfortos","nincs megadva","földszint","földszintes","nincs megadva","nincs megadva","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","kelet","nincs megadva","nincs megadva","nincs megadva","nincs megadva",NA,"nincs megadva",NA
"441","Kazincbarcika, Borsod-Abaúj-Zemplén megye","17,5 millió Ft","75 m²","3","Kazincbarcikán eladó egy 75 NÉGYZETMÉTERES, 3 szobás, ELSO emeleti,nagy erkélyes, tégla lakás. Ritka paraméterekkel rendelkezik az ingatlan, kiváló elosztása, és méretei miatt. A lakás napfényes, csendes, zöldövezetben helyezkedik el. Egy kis felújitással nagyon tágas, barátságos otthon varázsolható belole. Ritka az ilyen ajánlat,tekintse meg minél hamarabb!","közepes állapotú","nincs megadva","összkomfortos","nincs megadva","1","4","nincs","3 m-nél alacsonyabb","nincs megadva","nincs","nincs megadva","nem","nincs megadva","nincs megadva","kertre néz","4 m²","nem","nincs megadva",NA,"utca, közterület - ingyenes",NA
"442","XII. kerület, Márvány utca","77,8 millió Ft","105 m²","4","A XII. kerületben a Királyhágó tér szomszédságában eladó egy 3+1 szobás, 105 nm-es, magasföldszinti, világos, jó állapotú, cirkó futéses ingatlan.Kiváló lokáció és közlekedés(102,105-ös buszok, a 17,59,61-es villamosok két perc sétára állnak meg a MOM Park is elérheto 6-7 perc alatt)!Az 1925-ben épült 52 lakásos társasház rendkívül szép állapotban van a rendszeres karbantartásnak köszönhetoen. A lakás 11 éve teljes köru felújításon esett át(vezetékek, nyílászárók, futésrendszer) korszerusítése mind megtörtént.A három közel 20 nm-es szoba a  nyugati tájolás és a lakás adottsága miatt a magasföldszint ellenére is világos, a nagy méretu konyha és fürdoszoba egyaránt nagy  ablakkal rendelkezik.A vételár részét képezi egy 6 nm-es saját zárható pincerész. A 28 ezer forintos közös költség a korlátlan vízfogyasztást is tartalmazza a szokásos dolgok mellett. Jöjjön és gyozodjön meg róla személyesen!","jó állapotú","1950 elott","összkomfortos","nincs megadva","földszint","nincs megadva","van","3 m-nél magasabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nyugat","utcai","nincs megadva","nincs megadva","nem tetotéri",NA,"nincs megadva",NA
"443","XI. kerület, Kelenföld","49,9 millió Ft","60 m²","3","TELJESKÖRUEN FELÚJÍTOTT, NAPFÉNYES, 60NM-ES, 2+1 SZOBÁS LAKÁS ELADÓ KELENFÖLDÖN, KIVÁLÓ LOKÁCIÓBAN!!!Referencia szám: LK028814","felújított","1950 és 1980 között","nincs megadva","nincs megadva","1","nincs megadva","nincs megadva","nincs megadva","gázkazán","nincs megadva","nincs megadva","nincs megadva","nincs megadva","dél","nincs megadva","nincs megadva","nincs megadva","nem tetotéri",NA,"nincs megadva",NA
"444","XI. kerület, Kelenföld","49,7 millió Ft","60 m²","2",".Kedvelt környék-Családias, zöld környezet-Jó elosztás-Befektetésnek is!!XI. kerület kedvelt részén, a Dorottya-udvar közelében eladó egy 60nm-es, kiváló elosztású, 2 szobás, ablakos konyhás, loggiás, magasföldszinti lakás TÉGLA HÁZBAN! Beosztás: A csendes, zöldfás utcára nézo 20 nm-es szobából nyílik az erkély, ami DNy-i tájolású, világos. A másik 16 nm-es szoba és az ablakos konyha-étkezo pedig a ház mögötti parkos fás területre néz. Ide inkább délelott süt be a nap.A konyhából nyílik egy 1,5 nm-es ablakos kamra is. A fürdoszoba zuhanyzós, ahová egy beépített gardróbos közlekedon át juthatunk. A melegvíz ellátás modern villanybojlerrel megoldott.A két szoba egymásból és külön-külön is nyílik. A lakás három szobássá alakítható akár úgy, hogy a gardróbból konyhát kialakítva amerikai konyhás nappalit varázsolunk. A házban emeletenként 3 lakás van. Belmagasság 2,7m. Minden közmu egyedi méros.  Az épület jól karbantartott. Lépcsoháza kulturált. Elso és hátsó kertje is gondozott.  A lakáshoz pinceszinten 5nm tároló is tartozik.Környezet: Óvoda, iskola, rendelo, gyógyszertár, boltok pár perces sétatávolságra. Közlekedés: Több buszjárat található a Karolina úton és a  Nagyszolos utcában. Az ingatlan tehermentes! Rugalmasan megtekintheto.Referencia szám: LK070734","jó állapotú","1950 és 1980 között","nincs megadva","nincs megadva","földszint","nincs megadva","nincs megadva","nincs megadva","gáz (konvektor)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","délnyugat","nincs megadva","nincs megadva","nincs megadva","nem tetotéri",NA,"nincs megadva",NA
"445","XI. kerület, Lágymányos - Muegyetem környéke","54,5 millió Ft","69 m²","2","Eladásra kínálok Budapest XI. kerületében a Muszaki Egyetem és a Móricz Zsigmond körtér vonzáskörében, panorámás kilátással a Szabadság Hídra és a Bazilika kupolájára egy 69 m2-es, felújítandó lakást.Az ingatlan egy jó állapotú, liftes ház 3. emeletén található.Erkélyes, utcai nézetu, napfényes. Az épület szép zöldkertet zár körbe.A házban jelenleg is zajlik a teljes gázvezeték cseréje.Elhelyezkedésének köszönhetoen a közlekedés és infrastruktúra kiváló.Amennyiben felkeltettem érdeklodését kérem keressen!Referencia szám: LK036284","felújítandó","1950 és 1980 között","nincs megadva","nincs megadva","3","nincs megadva","van","nincs megadva","távfutés egyedi méréssel","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nyugat","nincs megadva","nincs megadva","nincs megadva","nem tetotéri",NA,"nincs megadva",NA
"446","IX. kerület, Középso-Ferencváros - Malmok","47,9 millió Ft","68 m²","2","Kizárólag a Duna House kínálatában!Eladó a 9. kerületben, két saroknyira a Ferenc körúttól, rendezett utcában egy elso emeleti, 68 m2-es 2 szobás, utcai nézetu lakás!A társasház 1898-ban épült, kis lakásszámú, átlagos állapotú. Lift nincs, a lakás az elso emeleten található. A zárható ajtóval rendelkezo függofolyosóról nyílik a lakás bejárata. A lakásban kb. 10 évvel ezelott felújították a villanyvezetékeket, a gáz cirkó pedig 5 évvel ezelott lett kicserélve. A folyosóról belépve az elotérbe jutunk, itt kapott helyet a konyha és az étkezo, valamint a felette lévo tér be lett galériázva. Innen nyílik a kamra és a fürdo, továbbhaladva pedig a világos nappaliba érkezünk, ahonnan a háló nyílik. A szobák utcai nézetuek, kifejezetten világosak, a ház elotti néhány fa pedig zöld kilátást biztosít.Ajánljuk befektetoknek, hiszen az egyetemek közelsége miatt nagyon könnyen kiadható a lakás. 47900000 FtReferencia szám: LK065592","jó állapotú","1950 elott","összkomfortos","nincs megadva","1","nincs megadva","nincs","3 m-nél magasabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","délnyugat","utcai","nincs megadva","nincs megadva","nem tetotéri",NA,"nincs megadva",NA
"447","XI. kerület, Albertfalvai lakótelep","51,9 millió Ft","60 m²","2","11. kerületben, az Allee bevásárlóközpont közelében vált eladóvá ez a 60 nm-es, 2 szobás, erkélyes lakás. Az ingatlan egy 7 emeletes, tégla építésu, liftes társasház 2. emeletén helyezkedik el.  A lakásban a 2 teljes értéku és külön nyíló szobán kívül egy tágas étkezos konyha (melyben egy kamra is van),  az eloszoba, egy fürdoszoba és egy különálló WC kapott helyet. A nyílászárók még eredeti fa ablakok, de mivel duplán vannak, így jól szigetelnek, mindegyik redonnyel ellátott.  A lakás fekvésének köszönhetoen egész nap kap napfényt, hiszen a nappali keleti, míg a másik szoba és a konyha nyugati tájolású.  A társasház folyamatosan megújul,  rendbeszedték a kéményeket, felújították az erkélyeket, kicserélték a gáz és az elektromos vezetékeket és az ereszcsatornákat is.Referencia szám: LK095728","jó állapotú","1950 és 1980 között","nincs megadva","nincs megadva","2","nincs megadva","van","nincs megadva","távfutés","nincs megadva","nincs megadva","nincs megadva","nincs megadva","kelet","nincs megadva","nincs megadva","nincs megadva","nem tetotéri",NA,"nincs megadva",NA
"448","XI. kerület, Lágymányos - Muegyetem környéke","55,99 millió Ft","68 m²","2","NAGYPOLGÁRI LAKÁS – REMEK LOKÁCIÓ Szeretném figyelmébe ajánlani ezt a kétszobás, napfényes, panorámás, igazi nagypolgári lakást, amiben rengeteg lehetoség rejlik. Lakás 69 négyzetméter alapterülettel rendelkezik, és a két nagyméretu szobás(14,7 nm és 25,3 nm) elrendezés könnyen 3 szobássá alakítható át, így kihasználva a terekben rejlo lehetoségeket.Eloszobában és a folyosón helyet kapott két nagyméretu gardrób szerkény, illetve a folyosóról nyílik egy különálló gardrób helyiség, ennek köszönhetoen mindennek helyet találunk a lakásban.Ingatlan melegét gázcirkó biztosítja, amit esztétikus és minoségi lapradiátorokon keresztül juttat a lakásba, mindezt oly gazdaságos módon teszi, hogy nagypolgári jellege ellenére rendkívül alacsony rezsiköltséggel rendelkezik a lakás. Ingatlan kiváló állapotának és jó elosztásának köszönhetoen a leendo tulajdonosnak csupán a beköltözést kell megtervezni. Az ingatlan teljes mértékben per és tehermentes, biztosítva a gondtalan adásvételt.A lakás kituno lokációs adottságokkal rendelkezik, hisz gyalog távolságra van többféle villamos(19,41,47,49,56) és buszmegálló(918), közelben van M4 megálló és több bevásárlási lehetoség, mint például az újonnan megnyílt Etele pláza, Allee bevásárlóközpont. Közelben található a Feneketlen-tó és több remek kikapcsolódási lehetoség. Ennek köszönhetoen az ingatlan értékállósága is kiemelkedo, így befektetésnek is ajánlom.Amennyiben felkeltettem érdeklodését, várom hívását megtekintési szándékával a hét bármelyik napján.Referencia szám: LK052039","jó állapotú","1950 és 1980 között","nincs megadva","nincs megadva","2","nincs megadva","nincs megadva","nincs megadva","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","északkelet","nincs megadva","nincs megadva","nincs megadva","nem tetotéri",NA,"nincs megadva",NA
"449","III. kerület, Óbuda-Óváros","42,5 millió Ft","68 m²","3","III. kerület közkedvelt Szolo utcájában keresi új tulajdonosát ez a 7. emeleti, 68 nm-es, 3 szobás, jó állapotú panel lakás.Kiváló lokáció, közlekedés és lakóközösség mindez egy helyen.Az ingatlan felújítása 6 éve megtörtént a víz-és villanyvezetékek, radiátorok korszerusítése megtörtént, az ablakokra redony és szúnyogháló került.Ami nagy elony, hogy a tágas méretu konyhán is van ablak ami nem túl gyakori ezen a környéken.A közös költség és a panel program 28.000 ft összesen, ezen felül minden egyedi fogyasztás után fizetendo.Családoknak, pároknak, befektetésnek egyaránt kituno választás.","jó állapotú","1950 és 1980 között","nincs megadva","nincs megadva","7","nincs megadva","van","3 m-nél alacsonyabb","távfutés egyedi méréssel","nincs megadva","nincs megadva","nincs megadva","nincs megadva","kelet","utcai","nincs megadva","nincs megadva","nem tetotéri","nincs megadva","nincs megadva",NA
"450","Vác, Cserhát utca","33,5 millió Ft","64 m²","1 + 2 fél","Vác közkedvelt részén, Deákváron eladó egy 2000-ben épült, 1 + 2 félszobás téglalakás egy társasház 4. emeletén. A 64 négyzetméteres, franciaerkélyes lakás cirkófutéses, klímás. A nappaliban és a konyhában muanyag, redonnyel ellátott nyílászárók lettek beépítve. Tágas konyha, kamra, külön bejáratú WC teszik az ingatlant vonzóvá. A két félszoba tetszés szerint egybenyitható, bovítheto. A lakás fölötti padlásrész extra szigeteléssel van ellátva. A lakásból páratlanul szép kilátás nyílik a környezo hegyekre. A lakás per-és tehermentes. Elore egyeztetett idopontban napközben is megtekintheto.","jó állapotú","1981 és 2000 között","komfortos","nincs megadva","4","4","nincs","3 m-nél alacsonyabb","gáz (cirko)","van","nincs megadva","nem","külön helyiségben","nyugat","panorámás","nincs megadva","nem","tetotéri",NA,"utca, közterület - ingyenes",NA
