"","address","price","area","noroom","description","Ingatlan állapota","Építés éve","Komfort","Energiatanúsítvány","Emelet","Épület szintjei","Lift","Belmagasság","Futés","Légkondicionáló","Rezsiköltség","Akadálymentesített","Fürdo és WC","Tájolás","Kilátás","Erkély mérete","Kertkapcsolatos","Tetotér","Panelprogram","Parkolás","Parkolóhely ára"
"1","Pécs, Baranya megye","17,2 millió Ft","50 m²","2","Pécs-Kertvárosban a Fazekas Mihály utcában eladó egy nappali+ 1 hálószobás, erkélyes, 50 m2 alapterületu lakás. A liftes társasház 4.emeletén található az ingatlan. Az épület szigetelt, a radiátorokon egyéni futés mérok vannak. A lakáshoz önálló tároló is tartozik! Közelben a Nevelési Központ, boltok, rendelo, iskola, óvoda, stb.További részletekért hívjon, akár hétvégén is!Referencia szám: LK070425","közepes állapotú","1950 és 1980 között","nincs megadva","nincs megadva","4","nincs megadva","van","nincs megadva","távfutés egyedi méréssel","nincs megadva","nincs megadva","nincs megadva","nincs megadva","kelet","nincs megadva","nincs megadva","nincs megadva","nem tetotéri","nincs megadva","nincs megadva",NA
"2","Szentlorinc, Baranya megye","17,95 millió Ft","59 m²","3","Szentlorincen az Ifjúság útján eladó 4 emeletes társasház 4.emeletén 59 nm-es, szigetelt, szép állapotú lakás. Az ingatlan tehermentes, rövid idon belül birtokba veheto. Nyílászárók cseréje megtörtént. A lakáshoz egy 4nm-es erkély, illetve 2 tároló is tartozik.További információkért hívjon bizalommal!Referencia szám: LK085370","jó állapotú","1981 és 2000 között","nincs megadva","nincs megadva","4","nincs megadva","nincs megadva","nincs megadva","távfutés egyedi méréssel","nincs megadva","nincs megadva","nincs megadva","nincs megadva","délkelet","nincs megadva","nincs megadva","nincs megadva","nem tetotéri","nincs megadva","nincs megadva",NA
"3","Komló, Baranya megye","16,7 millió Ft","54 m²","2","Komló - Kökönyös részén egy 54 m2 - es,  azonnal költözheto állapotú, teljesköruen felújított,  2. emeleti, 2 külön nyíló szobás, gázkonvektor futéssel rendelkezo, szép lakás berendezéssel együtt eladó! A lakáshoz közös és saját tároló is tartozik. 100 m-es körzetben minden szükséges dolog megtalálható: orvosi rendelo, iskolák, óvoda, üzletek, posta, gyógyszertár, helyi és távolsági buszmegállók!  További információért keressen bizalommal!Referencia szám: LK024715","felújított","1950 és 1980 között","nincs megadva","nincs megadva","2","nincs megadva","nincs megadva","nincs megadva","gáz (konvektor)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","dél","nincs megadva","nincs megadva","nincs megadva","nem tetotéri",NA,"nincs megadva",NA
"4","Nyíregyháza, Szalag utca","30,5 millió Ft","54 m²","1 + 2 fél","LAKÁS ELADÓ !Nyíregyháza Örökösföld övezetében a Szalag utcában eladásra kínálunk egy 2.emeleti, 54 nm-es, nappali+2 szobás, erkélyes, klimás, Ytong falazatú, társasházi lakást.A lakás jellemzoi:- Örökösföld övezetében található,- Ytong falazatú,- gáz-cirkó futéses,- keleti fekvésu,- erkélyes,- klimás,- redonyös, reluxás,- wc és fürdoszoba együtt van,- muanyag nyílászárós,- 2005-ben épült,- vételárat képezi a lakásban lévo beépített szekrények,- saját használatú tároló tartozik hozzá.Az ingatlanhoz teremgarázs vásárolható, mely kb.14 nm-es, az ára 3.8 Mft.Az ingatlan megbeszélés szerint költözheto.Kérem tekintse meg! Várom hívását.","nincs megadva","2001 és 2010 között","összkomfortos","nincs megadva","2","2","nincs","nincs megadva","gáz (cirko)","van","nincs megadva","nincs megadva","egy helyiségben","nincs megadva","nincs megadva","4.5 m²","nincs megadva","nem tetotéri",NA,"nincs megadva",NA
"5","Nagyatád, Aradi utca","12 millió Ft","53 m²","1 + 1 fél","Nagyatád központjában, frekventált, mégis csendes, pakosított területen eladó egy III. emeleti, másfél szobás, 53 nm-es lakás, melyhez 2 nm-es zárható tároló, ill. pince rész tartozik.A lakás nyugati fekvésu lakóterei, illetve erkélye a Szent István Parkra néz.A parkolás a ház elotti vagy mögötti területen ingyenes.Sportcsarnok, piactér, bevásárlási lehetoség, óvoda, iskola, hivatalok 1-5 percen belüli környezetben.Konvektoros futés, csendes szomszédok, nyugodt lakókörnyezet.Az ár irányár. - Érdeklodéseket CSAK TELEFONON tudok fogadni!","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","3 m²","nincs megadva","nincs megadva",NA,"nincs megadva",NA
"6","XV. kerület, Pázmány Péter utca","68 millió Ft","92 m²","3","XV. kerület frekventált részén a Pázmány Péter utcában eladó egy1. emeleti, napfényes, 3 szobás, 92m-es dupla erkéllyel rendelkezo újszeru, tégla lakás.A 2007-ben épült négy lakásos társasház legnagyobb lakása az elso emeleten, az egész szintet elfoglalja. Egy szinten 92nm két nagy erkéllyel.A lakás rendkívül világos és tágas, a hosszú, széles eloszoba miatt körbejárható. Mindkét hálószobához tartozik fürdoszoba, egy zuhanykabinos és egy sarokkádas. A közel 50nm-es konyha-étkezo-nappali egy légtérben igazi ritkaság és elválasztott közösségi teret teremt a csendes udvarra nézo hálószobáktól.A kivételes minoségu konyhabútor egyedi igények szerint és modern konyhai gépekkel (részletek lent) készült. Az ablakokon szúnyogháló és redony, a lakásban hatalmas egyedi beépített szekrények szolgálják az itt lakók kényelmét. A lakáshoz tartozik egy nagyméretu autó parkolására alkalmas fedett automata garázskapuval zárt autóbeálló, valamint egy közös használatú tároló. Pár perc alatt a belváros, az M3 autópálya és a környékbeli óvodák, iskolák és bevásárlási lehetoségek is elérhetok. A lakás ára tartalmazza:Sinfonie Plus 3 ajtós, középen bronztükrös tolóajtós szekrény krómfogóval, trüffel tölgyszínben (33624068)- sarokszekrény, bronztükrös trüffel tölgy korpusz krómfogóval (102240)- Sinfonie Plus 2 normál tükrös tolóajtós szekrény krómszegéllyel, trüffel tölgy dekor korpusz(22524068)- Sinfonie Plus, 1 ajtós nyíló szekrény trüffel tölgy (4524060)- Whirpool Power Clean mosogatógép- Whirpool indukciós Flexi Cook, Schott Ceran fozolap- Electrolux beépített gozsüto- Gorenje teleszkópos páraelszívó- magasfényu fehér és matt szürke, egyedi konyhabútor, csapágyas kamraszekrénnyel- beépített gasztro rozsdamentes fém elokészíto asztal (12060)- Grohe szaniterek- Összes fényforrás LED Egyedi igényekre szabott lakáshitelekkel állunk rendelkezésére. Bankfüggetlen hitelcentrumunk az országban elérheto összes bank és hitelintézet ajánlatát versenyezteti az Ön számára díjmentesen. Munkatársaink nagy szakmai tapasztalattal várják Önt az elore egyeztetett idopontban akár a normál munkaido után is. Bovebb információért és a megtekintéssel kapcsolatban hívjon bizalommal!","felújított","2001 és 2010 között","nincs megadva","nincs megadva","1","nincs megadva","nincs","3 m-nél alacsonyabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nyugat","utcai","8 m²","nincs megadva","nem tetotéri",NA,"nincs megadva",NA
"7","XIII. kerület, Apály utca","73,9 millió Ft","62 m²","3","Okos otthon eladó Budapest legkiemelkedobb környékén, a 13. kerületben A XIII. kerület szívében, Angyalföldön, eladó egy magas minoségben kivitelezett, légkondicionált amerikai konyhás nappalis, 2 hálószobás, teraszos, napfényes, dél-keleti tájolású, 5. emeleti lakás! Az ablakok a belso kertre néznek, mindegyik elektromos redonnyel felszerelt. A lakás kiváló elrendezésu, a tervezok törekedtek a legjobb helykihasználás elérésére, valamint a harmónia és az összhang megteremtésére.A konyha teljesen felszerelt, mosogatógép, villanytuzhely, indukciós fozolap, és elszívó várja az új tulajdonost. A berendezést a minoség jellemzi, a bútorok és kiegészítok a legnagyobb gondossággal lettek kiválasztva.A lakás energetikai tanúsítvány szerinti besorolása: CCA társasház, belépteto rendszerrel felszerelt, dupla liftes, tégla építésu.A közös költség 25.000 Ft/hó, amely tartalmazza a közös helyiségek takarítását, lifthasználatot, szemétszállítást.Minden egyéb fogyasztás elszámolása egyedi méroóra alapján történik. A rezsi költség kb.: 15.000.-Ft/ hó.A lakás vételára magában foglalja a beépített konyhabútort, illetve a lakás további berendezési tárgyait: gardrób, kanapé, étkezo, mosógép stb.Megvásárolható továbbá egy, a lakással egy szinten lévo 4,4 nm-es tároló, és egy elektromos autó töltésére alkalmas mélyparkoló a mögötte lévo 3 nm-es tárolóval.A környék kimagasló infrastruktúrával rendelkezik számtalan bevásárlási lehetoséggel és kiváló tömegközlekedéssel: az 1-es villamos 5 perc sétával, a 3-as metró, a 14-es villamos, valamint a 79-es és 75-ös trolik 3 perc sétával elérhetok. Autóval az M3-as autópálya 5 percre van.A lakás jól megközelítheto, befektetésnek, fiataloknak, idoseknek egyaránt ideális!Kérdés esetén forduljanak hozzám bizalommal, akár hétvégén is!","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","15  Ft/hó","nincs megadva","nincs megadva","nincs megadva","nincs megadva","7 m²","nincs megadva","nincs megadva",NA,"nincs megadva",NA
"8","XIV. kerület, Nagyzugló - Kerepesi úti lakótelep","46,9 millió Ft","64 m²","3","Nagyzugló zöldövezeti, kiváló közlekedéssel ellátott részén, teljes köruen felújított 3 szobás panorámás lakás várja új tulajdonosát!Az Örs vezér tere közelében található napfényes, 66,7 nm -es, nagy amerikai -konyhás nappalis, 2 hálószobás, kamrás- ablakos konyhás, erkélyes, külön WC-s, kádas fürdoszobás, szépen és esztétikusan kivitelezett 4. emeleti lakás eladó.A liftes társasház az 1960-as években épült, szép állapotban megtartotta eredeti stílusjegyeit, boltíves árkádokkal és átjárókkal tarkított épület Zugló kedves, családbarát, parkos részén található, kiváló közlekedéssel és infrastruktúrával jellemezheto térségben. Itt minden szolgáltató könnyu sétával elérheto, legyen az bevásárlás, szórakozás, ügyintézés vagy éppen oktatási intézmény. Ezért kiváló választás családosaknak és mindazoknak, akik értékorzo, jól ellátott helyen keresnek maguknak otthont.Személyes megtekintésért egyeztessen idopontot! Tegyen mielobb ajánlatot, nehogy lekéssen róla!Referencia szám: LK015586","felújított","1950 és 1980 között","nincs megadva","nincs megadva","4","nincs megadva","van","nincs megadva","házközponti","nincs megadva","nincs megadva","nincs megadva","nincs megadva","dél","nincs megadva","nincs megadva","nincs megadva","nem tetotéri",NA,"nincs megadva",NA
"9","Pécs, Baranya megye","35 millió Ft","110 m²","4","Eladó Pécs történelmi belvárosában, az Ágoston tér közelében, 238 négyzetméteres telken egy közel 120 négyzetméter alapterületu, saját lépcsoházas, háromszintes, három lakásos polgári házban  egy 2003-ban épült tetotéri,110 nm-es, nappali+ 3 szobás, saját tárolós, gáz-cirkó futéses,  teraszos jó állapotú lakás.Referencia szám: LK078320","jó állapotú","2001 és 2010 között","nincs megadva","nincs megadva","1","nincs megadva","nincs megadva","nincs megadva","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","dél","nincs megadva","nincs megadva","nincs megadva","nem tetotéri",NA,"nincs megadva",NA
"10","VII. kerület, Külso-Erzsébetváros","69 millió Ft","66 m²","3","A VII. kerületben a Rózsa  utcában szépen felújított  polgári házban  3. emeleti, 66 m2-es ,3 szobás belso kétszintes világos lakás 9 m2 tetoterasszal eladó.Az ingatlan a Rózsa utca egyik legszebb épületében a Rózsák terénél található. A környéken a szomszédos épületek is rendezettek, felújítottak. Az egyedi kialakítású, fiatalos  lakás 10 éve a tetotér beépítése során épült, karbantartott, egy festés után azonnal költözheto. A terasz a felso szintrol közelítheto meg. Tavasztól oszig egy plusz élettér, kelloen védett, a szomszédos épületbol nem lehet rálátni. A társasház tetotér beépítése során a beruházó az épületet muszakilag és esztétikailag is felújítottaA közös költség 16 ezer forint, a rezsiköltség is kedvezo, egyéni méroórák vannak. Közlekedése kiváló, a közelben találjuk a 74, 76-os trolibuszok megállóját.5 perc a megújult Városliget. Számos kulturális, sportolási és szórakozási lehetoség van a környéken.Ajánlom fiataloknak, akiknek fontos a belváros közelsége viszont befektetésre is kiváló hiszen az elhelyezkedése és a felújított épület szépsége miatt gyorsan bérbe lehet adni, úgyhogy gyorsan megtérülo befektetés az új tulajdonosnak.Referencia szám: H437267","jó állapotú","2001 és 2010 között","nincs megadva","nincs megadva","3","nincs megadva","nincs megadva","3 m-nél magasabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","délkelet","utcai","9 m²","nincs megadva","nem tetotéri",NA,"nincs megadva",NA
