"","address","price","area","noroom","description","Ingatlan állapota","Építés éve","Komfort","Energiatanúsítvány","Emelet","Épület szintjei","Lift","Belmagasság","Futés","Légkondicionáló","Rezsiköltség","Akadálymentesített","Fürdo és WC","Tájolás","Kilátás","Erkély mérete","Kertkapcsolatos","Tetotér","Panelprogram","Parkolás","Parkolóhely ára"
"11","Kecskemét, Horog utca","31,9 millió Ft","49 m²","1 + 1 fél","Belvárosban, 2003-as lkp-ban , téglaépítésu, gázcirkós 2. em/ erkélyes lakás eladó.A lakás modern,-  fiatalos, -  minoségi koburkolat-  beépített gardróbszekrény-  újszeru modern konyha.-  alacsony rezsi, futésBelváros 5 percen belül elérheto, akár fiatal párnak, idosebb személynek egyaránt.","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","250 E Ft/hó","nincs megadva","nincs megadva","nincs megadva","nincs megadva","2 m²","nincs megadva","nincs megadva",NA,"nincs megadva",NA
"12","XI. kerület, Szentimreváros","58,7 millió Ft","74 m²","2","XI. kerület központi részén a Bartók Béla úton 5 emeletes liftes, felújított társasházban földszinti 74 nm-es 2 szobás felújítandó nagypolgári lakás!A társasház 1958-ban épült, renkívül jól karbantartott épület.A lakásba belépve egy tágas 8 nm-es eloszobába lépünk, innen jobbra nyílik az ablakos 10nm-es konyha étkezovel.A közlekedobol nyílik egy 3nm-es kamra illetve a mellékhelyiség, amelyek kis ablakosak.A folyosó végén nyílik a hatalmas 30nm-es nappali. A nappaliból jutunk a 16nm-es hálószobába.A fürdoszoba 5nm, kis ablakkal rendelkezik szelloztetés céljából, a hálószobából illetve az étkezobol nyílik.A futésrol gáz konvektor gondoskodik valamint a nappaliban található egy cserépkályha, ami jelenleg nem üzemel de könnyedén üzembe lehet helyezni.Az eloszoba, a nappali és a hálószoba parkettázott, a többi helyiségben hidegburkolat van.A belmagasság 350 cm, akár fekvo galéria kialakítására is alkalmas.Közös költség havonta 21000 ft, ami tartalmazza a víz használatot illetve a felújítási alapot is.Nyugodt, békés, csendes lakóközösség, kiváló elhelyezkedés.Az épület séta távolságában található számos étterem, bár, zöld park, bevásárlási lehetoség, iskola, óvoda, gyógyszertár.Allee bevásárló központ gyalogosan 7 percre.BKK megállók a közelben:Villamos: 6, 17, 19, 41, 47, 47B, 48, 49, 56, 56A, 61Busz: 6, 33, 114, 133E, 213, 214, 7Éjszakai: 907, 908, 918, 940, 941, 960, 972, 973, M4- Felkeltettem érdeklodését? Hívjon bizalommal és válaszolok kérdéseire.- Országos kínálatunkból megtaláljuk Önnek a legmegfelelobbet.- Amennyiben jelenlegi ingatlana értékesítésében is segítségére lehetek, kérem, forduljon hozzám bizalommal!- Az ingatlanok megvásárlását hiteltanácsadással, valamint, igény esetén, korrekt ügyvédi háttérrel segítjük!Hívjon bizalommal, érdeklodését várom!","felújítandó","1950 és 1980 között","összkomfortos","nincs megadva","földszint","nincs megadva","van","3 m-nél magasabb","gáz (konvektor)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","északnyugat","utcai","nincs megadva","nincs megadva","nem tetotéri",NA,"nincs megadva",NA
"13","VIII. kerület, Józsefváros - Palotanegyed","41,5 millió Ft","59 m²","2","ÖSSZEKÖLTÖZOK, BEFEKTETOK : itt egy remek lehetoség !Eladóvá vált a József körúton :- az ablakok csendes mellékutcára néznek !-2 szoba-felújított-cirkó és padlófutés-4, emelet liftes házban-napfényes, csendes-szépen karban tartott muemlék jellegu házban-a biztonságról kamera rendszer és dupla kapu gondoskodikKét eladó lakás van egymás mellet, külön helyralyzi számmal, de összenyitható. A két lakás összesen 142 nm, 4 szoba dupla komfortCSAK EGYÜTT ELADÓ !Kituno közlekedés, remek lokációHívjon, kérdezzen,, nézzük meg együtt !Referencia szám: H439754","jó állapotú","1950 elott","nincs megadva","nincs megadva","4","nincs megadva","van","3 m-nél magasabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","délkelet","utcai","nincs megadva","nincs megadva","nem tetotéri",NA,"nincs megadva",NA
"14","X. kerület, Kobánya - Óhegy","19,5 millió Ft","38 m²","1","Kobánya városközpont (Kápolna u.) 38 m2-es (VII. emeleti) lakásÉpület:-szerkezete: csúsztatott zsalus-emeletek száma: 7-lakásszám: 30Lokáció / infrastruktúra:-full központban-kiváló infrastruktúraLakás:-közös költség: 9.100.- Ft-távfutés: 19.00.-Ft-zárt lépcsoházból nyíló (nem a függofolyosóról)-nagyméretu beépített szekrények (eloszobában és közlekedoben)-szép konyha és fürdoszoba-külön wc-1 nagy szoba -burkolat: szobákban laminált parketta, többi helyiségben koburkolatHázaspároknak, de akár elso otthonukat keresoknek akár befektetoknek kituno választás ez a jó beosztású, festés után azonnal költözheto lakás. 19500000 FtReferencia szám: H440489","felújítandó","1950 és 1980 között","összkomfortos","nincs megadva","7","nincs megadva","van","3 m-nél alacsonyabb","távfutés","nincs megadva","nincs megadva","nincs megadva","nincs megadva","kelet","utcai","nincs megadva","nincs megadva",NA,NA,"nincs megadva",NA
"15","Pécs, Baranya megye","27,48 millió Ft","63 m²","3","Kertvárosban a Gömböc közelében eladó egy néhány éve felújított, 63nm-es, 3 szobás, 10. emeleti, panorámás panel lakás. Az ingatlan felújítása során cserélték a külso nyílászárókat és a beltéri ajtókat, L alakú konyha került beépítésre, ill. rengeteg beépített bútor gyártottak az ingatlanba, mely természetesen a vételár részét képezi. A lakás tehermentesen kerül eladásra. További információért, megtekintés végett hívjanak.Referencia szám: LK014931","felújított","1950 és 1980 között","nincs megadva","nincs megadva","10","nincs megadva","van","nincs megadva","távfutés","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nyugat","nincs megadva","nincs megadva","nincs megadva","zárószint","nincs megadva","nincs megadva",NA
"16","Pécs, Baranya megye","28,5 millió Ft","74 m²","4","Ritka lehetoség! Eladó 74 nm-es lakás  Kertvárosban! A Nagy Imre úton keresi új gazdáját az ingatlan.Az ingatlan 4/3 emeleti, tágas, világos, É-D fekvésu, nagyon jó elrendezésu, 4 külön nyíló szobával,muanyag nyílászárókkal, redonnyel, szúnyoghálóval, a bejárati ajtó cserélve, a fürdo és a konyha kb. 10 éve lett felújítva. Klímával felszerelt, szigetelt a ház, jó a lakóközösség, a közelben iskola, óvoda, boltok, buszmegálló is van. Jöjjön nézze meg! Várom a hívását!Referencia szám: LK042020","jó állapotú","1981 és 2000 között","nincs megadva","nincs megadva","3","nincs megadva","nincs megadva","nincs megadva","távfutés","nincs megadva","nincs megadva","nincs megadva","nincs megadva","dél","nincs megadva","nincs megadva","nincs megadva","nem tetotéri","nincs megadva","nincs megadva",NA
"17","Szekszárd, Bartina utca","52,5 millió Ft","120 m²","3","További információért látogasson a Fundamenta Ingatlan oldalára.Felújított polgári ház a belváros szívébenA hatalmas polgári házban 2 önálló lakást alakítottak ki, és társasházzá nyilvánították azt. Itt vált eladóvá a 2. számú lakás. Alapterülete 120 nm és 280 nm-es telekre épült. Tartozik hozzá egy utcáról nyíló garázs is. A tulajdonos megorizve az épület eredeti stílusát végezte a felújító munkálatokat. Két éve megújult a ház külseje. Fa nyílászárók és hozzájuk illo szemöldökfa, valamint az új fa ragalja a friss falakkal impozáns külsot kölcsönöz a háznak.Öt éve a teljes vezetékezést kicserélték. Két éve készült el az udvar térkövezése, és ekkor lett felállítva a pergola.A telek összközmuves, a ház összkomfortos. A melegrol gázkazánnal muködo központi futés gondoskodik. A falazata vegyes, ezért a vastag falaknak köszönhetoen klímára nincs szükség. A belso udvarrészben levo téglafalakat 10 cm-es szigetelés borítja. Az udvar és a terasz térkövezett. A belso udvarban található kiskertben grillezo hely lett kialakítva.A gyönyöru bejárati ajtón belépve az épület teljes hosszán végig futó üvegezett közlekedobe jutunk. Innen megközelítheto az összes helyiség. A falak tágas, napfényes tereket rejtenek. Az amerikai konyhás nappali minden igényt kielégít. A hatalmas fürdoszobából árad az elegancia. A szobák parkettásak, a többi helyiség kerámia lappal burkolt.A ház minden szeglete letisztult, kifinomult ízlésrol árulkodik.Ajánlom azoknak, akiknek fontos a belvárosi lét kényelme egy impozáns otthonban.","jó állapotú","nincs megadva","összkomfortos","nincs megadva","földszint","nincs megadva","nincs","nincs megadva","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","udvari","12 m²","nincs megadva","nincs megadva","nincs megadva","önálló garázs",NA
"18","Székesfehérvár, Felsováros","93,05 millió Ft","84 m²","4","Belvároshoz közeli lakóparkSzékesfehérvár belvárosának szomszédságában, 18 lakásos most épülo lakóparkban nappali + 3 szobás, fedett erkélyes és fedett terasszal, 84 m2-es második emeleti lakás eladó.Az elotérbol nyílik a fürdoszoba-WC és a különálló WC, valamint a gardrób, amelyen keresztül léphetünk be a 12 m2-es szobába. Szintén az elotérbol lehet a konyha-étkezobe és a nappaliba belépni. A nappalin át lehet megközelíteni a két külön bejáratú szobát. A fedett terasz és a fedetlen erkély a konyhából és a nappaliból is elérheto. Ezen felül a lakáshoz külön megvásárolható egy 40,5 m2-es fedetlen terasz, mely a két egymás melletti szobából rendelkezik kilépovel.Parkosított környezetben, a belso udvarok zöldfelülettel kialakítva, a lakások, teraszok erre nézoen vannak tájolva. A nappali tájolása DNY-i.A közelben található óvoda, általános és középiskola, valamint egyetem. A belvárosi sétáló utca (Fo utca) gyalogosan pár percre van. A mindennapi élethez szükséges egységek (posta, háziorvos, bevásárló helyek, buszmegállók, stb.) könnyen és gyorsan megközelíthetoek.A 2457 m2-es telekre épült modern stílusú ház Phoroterm 30K falazóelembol 10 cm hoszigeteléssel épült. Az alapozás kútalap-vasbeton-lemez, míg a födém 20 cm-es vasbeton. A lakás elválasztó falak hang-gátlóak, a nyílászárók muanyagok. A homlokzati nyílászárók 6 légkamrás hoszigetelt üvegezéssel, 3 rétegu üvegbol készültek. A lakások bejárati ajtajai prémium minoségu biztonsági ajtók. Az elotérben és a vizes helységekben csúszásmentes kerámia burkolat, a nappaliban, étkezoben és szobákban laminált parketta került lefektetésre. Minden lakásban az étkezo-nappali helyiségekben klíma beépítési helyének elokészítése kerül kialakításra.Az épület használati meleg víz igényét 1-1 db indirekt futésu 1000 L-es használati melegvíz tárolóval biztosítják, melyek a gépészeti helyiségben kapnak helyet. A melegvíz termeléshez szükséges energiát 1-1 db kondenzációs kazánnal állítják elo. Az épületbe vízlágyító berendezések kerültek beszerelésre.Külso parkolók és tárolók épülnek a társasházhoz, amik külön megvásárolhatóak.Hívjon! Menjünk nézzük meg, ezt a kihagyhatatlan ajánlatot, amíg még megvan!","nincs megadva","2020","összkomfortos","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva",NA,"nincs megadva",NA
"19","VI. kerület, Külso-Terézváros","37,3 millió Ft","38 m²","1","CSODÁS KISLAKÁS KERESI GAZDÁJÁT A BELVÁROS SZÍVÉBEN!A Budapest 6. kerület, Szinyei Merse Pál utcában a galériázott, 38 nm-es, egyszobás, konyhás, fürdoszobás kislakás a közelmúltban szépen fel lett újítva! A festést megelozoen kicserélték az elektromos és vízvezetékeket, a futéscsöveket, a gázcirkó kazánt és a nyílászárókat is.A hangulatos kis otthon beépített bútoraival komplett, kényelmes életteret kínál új lakójának, kis túlzással egy borönddel beköltözheto. A szép bútorok az igényes függönyök a vételár részét képezik.  A belváros forgataga a körút, a Nyugati Pályaudvar és a Westend egy karnyújtásra található, így ideális fiatalok, vagy befektetok részére!Hívjon fel és tekintse meg még ma!Referencia szám: LK097939","felújított","1950 elott","nincs megadva","nincs megadva","1","nincs megadva","nincs megadva","nincs megadva","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nyugat","nincs megadva","nincs megadva","nincs megadva","nem tetotéri",NA,"nincs megadva",NA
"20","XII. kerület, Maros utca","55,9 millió Ft","66 m²","3","Új tulajdonosát keresi egy magasföldszinti, 66m2-es, tégla építésu lakás a Széll Kálmán tér közvetlen közelében!A részben felújított, tágas terekkel rendelkezo ingatlan, 3 szobával, egy kis lakóközösségu gondozott társasházban található.Lakás:- ablakok cserélve (3 rétegu, szigetelt muanyag), mely teljesen kiszuri az utcazajt- konyhabútor cserélve- gázóra kikötve, de bármikor visszarakható- házközponti futés- nappali és hálószoba jelenleg félig egybenyitott, de bármikor leválasztható- kamra- toalett külön helységben- fürdoszoba két oldalról is megközelítheto, az eloszoba és az egyik szoba felol is.Környék és közlekedés: Az ingatlan a XII. kerületben, Krisztinavárosban, a Széll Kálmán tér közvetlen közelében található. A terület infrastruktúrája és közlekedése kiváló. A lakástól néhány perc sétával elérhetok buszmegállók, éjszakai buszjáratok megállója, a Széll Kálmán téri összes villamosjárat és az M2-es Metro is. Közvetlen közelben a Déli Pályaudvar, a Mammút Bevásárlóközpont, a Millenáris Park és a Városmajor is. A belváros gyorsan és kényelmesen megközelítheto autóval és tömegközlekedéssel egyaránt.Irodának vagy rendelonek is kitunoen alkalmas a jó megközelíthetoségének köszönhetoen!Ha kérdése van, vagy megtekintené, hívjon bizalommal!","közepes állapotú","1950 és 1980 között","összkomfortos","nincs megadva","félemelet","3","nincs","3 m-nél alacsonyabb","házközponti","nincs","nincs megadva","nem","külön helyiségben","északkelet","utcai","nincs megadva","nem","nem tetotéri",NA,"utca, közterület",NA
