"","address","price","area","noroom","description","Ingatlan állapota","Építés éve","Komfort","Energiatanúsítvány","Emelet","Épület szintjei","Lift","Belmagasság","Futés","Légkondicionáló","Rezsiköltség","Akadálymentesített","Fürdo és WC","Tájolás","Kilátás","Erkély mérete","Kertkapcsolatos","Tetotér","Parkolás","Panelprogram","Parkolóhely ára"
"1","XI. kerület, Lágymányos","74,5 millió Ft","99 m²","3","XI. kerület Központi részén, a Móricz Zsigmond körtéren szépen felújított nagypolgári ház harmadik emeletén 3 szobás  99 nm-es összkomfortos lakás ELADÓ! Kiváló lehetoségekkel bír a szobák tetszés szerint külön bejáratúak vagy egybenyithatók. Két szobában 4 nm-es illetve 12 nm-es galéria található.  A környék infrastrukturális ellátottsága kiemelkedoen jó, Buda kulturális központja, Allee bevásárlóközpont, egyetemek és sportolási lehetoségek, valamint a Gellért hegy és a Feneketlen-tó fantasztikus közelsége percek alatt elérheto. Szükség esetén teljes köru ügyintézéssel (kedvezményes hitelkonstrukcióval, ingatlan adásvételre szakosodott ügyvédi közremuködéssel) állok a rendelkezésére! Hívjon bizalommal. M207849Referencia szám: M207849","közepes állapotú","1950 elott","összkomfortos","nincs megadva","3","nincs megadva","van","nincs megadva","gáz (konvektor)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","utcai","nincs megadva","nincs megadva","nem tetotéri","nincs megadva",NA,NA
"2","VI. kerület, Bajcsy-Zsilinszky út","67,99 millió Ft","92 m²","3","Kiváló m2 áron eladó jól alakítható Bazilika közeli lakás.Felújított, rendezett ház 1.emeletén Hajós utcára nézo, D-Ny-i tájolású, csendes 92 m²- es ingatlan, melynek 3 tágas (36-18-15 m2) szobája van, amelyeket az új tulajdonos kedvére alakíthat.A 3,8 m belmagasság nagyon jól kihasználható, két szobája most is galériázott, melyek 6-és 8 m2-esek. Fürdoszobában tusoló és 2 db mosdó, a Wc külön helyiség, felújított. Konyhában (9 m2) a bútor jó állapotú, gépesített.Futés-rendszere újszeru, Mika kazánnal.Ablakai, ajtajai az eredetiek. (Az épület nem muemlék)Gyorsan birtokbaveheto.Referencia szám: LK643709","jó állapotú","1950 elott","összkomfortos","nincs megadva","1","nincs megadva","nincs","3 m-nél magasabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","délnyugat","utcai","nincs megadva","nincs megadva","nem tetotéri","nincs megadva",NA,NA
"3","VII. kerület, Középso-Erzsébetváros","22,4 millió Ft","23 m²","1","Eladásra kínálok a VII.kerületben egy földszinti, egy szobás, 23nm-es, felújítandó kétszintes tégla építésu társasházban csendes lakást.A társasház 1892-ben épült, 12 lakás került kialakításra.Közös költség 5700 Ft, amely magába foglalja a takarítást, szemétszállítást, közös helyiségek világítását.A lakáshoz tartozik egy közös pince helyiség is, és egy bicikli tároló is.A társasház lakóközössége csendes, barátságos.A lakás teljesköru felújításra, korszerusítésre szorul, mind esztétikailag, muszakilag.Magas belmagasságának köszönhetoen kialakítható benne egy fekvo galéria.A gáz kikötésre került, igény esetén bármikor visszakötheto.Lokáció szempontjából tökéletes az elhelyezkedése, könnyedén megközelítheto tömegközlekedéssel és gépjármuvel egyaránt.Tömegközlekedési eszközök: sétatávolságra elérheto a 4-es metró, 4-6-os villamos, és számtalan buszjárat a Blaha Lujza téren.Bevásárlási szempontból remek lehetoségek adottak, szintén sétatávolságra elérheto például az Aldi.A közelben található még a Madách színház, éttermek, bárok, kávézók, bevásárló központok, óvodák, iskolák, rendelok.Egy csendes, hangulatos sétáló utcáról léphetünk be a társasházba.Amennyiben felkeltettem érdeklodését, hívjon bizalommal!Rugalmasan mutatható, azonnal birtokba veheto.","felújítandó","1950 elott","nincs megadva","nincs megadva","földszint","nincs megadva","nincs megadva","3 m-nél magasabb","nincs","nincs megadva","nincs megadva","nincs megadva","nincs megadva","észak","udvari","nincs megadva","nincs megadva","nem tetotéri","nincs megadva",NA,NA
"4","VIII. kerület, Józsefváros - Népszínháznegyed","42,9 millió Ft","56 m²","2","ELADÓ a Népszínház utcában, a II. János Pál pápa tér közvetlen közelében egy elso emeleti 57 m2-es jó állapotban lévo 1+1 szobás lakás. A lakás egy amerikai konyhás nappaliból,a nagy belmagasság miatt egy galériázott hálószobából áll.Továbbá tartozik hozzá egy sarokkádas fürdoszoba , és egy gardróbhelység.A lakás klimatizált, futése jelenleg gáz-cirkó. Az épület helyi védelem alatt álló, Löffler Béla és Löffler Sándor által tervezett ház 1909 -1911 között épült. Közlekedése kiváló, a ház közelében a II. János Pál pápa tér (4-es metró) és a Blaha Lujza tér 4/6-os villamos. Az ingatlan PER- és TEHERMENTES, azonnal költözheto. Megtekintéssel és további információkért keressen bizalommal! Az OTP Ingatlanpont teljes köru ügyintézéssel áll az eladók és a vevok rendelkezésére. A kínálatunkból választott ingatlan finanszírozásához kedvezményes hitelkonstrukciót kínálunk. Az adásvételi szerzodés megkötéséhez igény szerint megbízható ügyvédi közremuködést biztosítunk, és segítséget nyújtunk az adásvételhez kapcsolódó ügyek intézéséhez is.","jó állapotú","1950 elott","összkomfortos","nincs megadva","1","5","van","3 m-nél magasabb","nincs megadva","nincs","nincs megadva","nincs megadva","egy helyiségben","kelet","udvari","nincs megadva","nem","nem tetotéri","utca, közterület",NA,NA
"5","X. kerület, Gyárdulo","12 millió Ft","28 m²","1","Megvételre kínálunk egy 28 nm-es egyszobás, félszuterén lakást a Fokos utcában-Teljesen felújítandó állapotú, így saját igénye alapján  alakíthatja  ki-Kobányán, a Fokos utcában helyezkedik el, kiváló közlekedéssel és infrastruktúrával.-Minden fontosabb bevásárlási és ügyintézési lehetoség elérheto sétatávolságban-Buszpályaudvar, vasútállomás és 2 fo villamosvonal helyezkedik el az ingatlan mellett-Csendes, rendes lakóközösség-6500Ft a közös költség-Lakásnak és irodának is kiváló-1/1 es tulajdonú és tehermentes a lakásKérdés esetén bizalommal forduljon hozzám.Referencia szám: H440900","felújítandó","1981 és 2000 között","nincs megadva","nincs megadva","szuterén","nincs megadva","nincs megadva","3 m-nél alacsonyabb","nincs","nincs megadva","nincs megadva","nincs megadva","nincs megadva","északnyugat","utcai","nincs megadva","nincs megadva","nem tetotéri","nincs megadva",NA,NA
"6","VII. kerület, Külso-Erzsébetváros","30,9 millió Ft","40 m²","2","Megvételre kínálunk egy 40nm-es eladó 2 szobás garzont, a Nefelejcs utcában!-Kiváló elhelyezkedéssel, a belváros szívében-A Keleti Pályaudvar közvetlen szomszédságában-Remek a közlekedéssel  és infrastruktúrával-Galériázott lakás-10.000Ft közös költséggel-Praktikus elosztású, jó helykihasználással-Költözheto állapotban van-Igényes társasházban-Békés lakóközösséggelMutatással kapcsolatban bizalommal keressen!Referencia szám: H440912","közepes állapotú","1950 és 1980 között","nincs megadva","nincs megadva","2","nincs megadva","nincs megadva","3 m-nél magasabb","gáz (konvektor)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","északnyugat","udvari","nincs megadva","nincs megadva","nem tetotéri","nincs megadva",NA,NA
"7","IV. kerület, Újpest","15,9 millió Ft","18 m²","1","Eladó Újpesten egy 1970-ben épült, de 2019-ben teljesen felújított lakóház aljában egy teraszkapcsolatos 18,63 m2 plusz 6,5 m2 teraszos (de nem kialakított) lakás.A lakás áll egy 15,63 m2 szoba és konyha részbol, és egy 3 m2 fürdoszobából. Infrastruktúrája kiváló, közelben buszok, boltok, iskolák.Befektetok, egyedülállók részére kiváló befektetés! M208040Referencia szám: M208040","felújított","1950 és 1980 között","összkomfortos","nincs megadva","földszint","nincs megadva","nincs","nincs megadva","elektromos","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","kertre néz","nincs megadva","nincs megadva","nem tetotéri","nincs megadva",NA,NA
"8","VII. kerület, Középso-Erzsébetváros","64,9 millió Ft","70 m²","3","Az Almássy téren (Budapest VII. kerület Középso-Erzsébetváros) kínálok eladásra egy nagyon praktikusan kialakított, 70 m2-es, 3. emeleti, udvari nézetu, 3 éve teljes köruen felújított lakást liftes házban.A lakás jelenlegi kialakítása szerint nappali + 2 hálószobás és 2 fürdoszobát alakítottak ki, az egyik fürdoszoba a hallból közelítheto meg. Az Almássy családról elnevezett tér a 19. században piacként funkcionált, majd a Klauzál téri vásárcsarnok megépülése után 1897-ben elvesztette ezt a feladatát. A 20. század elso felében több munkásegylet iroda is a környezo épületekbe költözött, így a tér többször vált a különbözo baloldali gyulések és tüntetések színterévé.Pont az épülettel szemben épült fel 1913-ban a Szabó Ervin és Madzsar József által alapított elso budapesti közkönyvtár, a Deák Ferenc Könyvtár, amit foként munkások vették igénybe. 1967-es lebontásáig az épület egyfajta kulturális központtá tette a teret. Ezt a funkciót ma az 1983-ban alapított Almássy téri Szabadidoközpont próbálja továbbvinni.A szépséges, függoleges motívumokkal díszített szecessziós épületet 1913-14-ben Bukovics Sándor megbízásából Sipos József tervei alapján Sándor Imre és Székely Zsigmond építette.Az épület múltjának érdekességei közé tartozik, hogy az 1910-es évek végén itt volt a Keleti Kereskedelmi Rt. foraktára. A Vasárnapi Újság 1917-es hirdetése szerint a cég a Siloform konzerválószert reklámozta, amellyel évekig friss állapotban tartható a tojás.A lakást jelenleg bérlok lakják 230.000Ft/hó bérleti díjért, így akár befektetésnek, akár saját részre kiváló választás. Elhelyezkedése is éppen megfelelo, hiszen a Nagykörút kb 5 perc sétatávolságra található.Ha nem hiszi, járjon utána! Egyedi igényekre szabott lakáshitelekkel állunk rendelkezésére. Bankfüggetlen hitel centrumunk az országban elérheto összes bank és hitelintézet ajánlatát versenyezteti az Ön számára díjmentesen. Munkatársaink nagy szakmai tapasztalattal várják Önt az elore egyeztetett idopontban akár a normál munkaido után is.","jó állapotú","1950 elott","nincs megadva","nincs megadva","3","nincs megadva","nincs megadva","3 m-nél magasabb","elektromos","nincs megadva","nincs megadva","nincs megadva","nincs megadva","kelet","udvari","nincs megadva","nincs megadva","nem tetotéri","nincs megadva",NA,NA
"9","VII. kerület, Belso-Erzsébetváros","155 millió Ft","90 m²","3","KÖRNYÉK:Belváros, Madách térKiváló közlekedésKiváló infrastruktúraÉttermek , kávézók, szórakozóhelyek, bevásárlási lehetoség, bankok, gyógyszertár karnyújtásnyiraDeák Ferenc tér, Gozsdu udvar, Vörösmarty-tér, Szent István Bazilika, Duna-part pár perc sétaÉPÜLET: Art Deco stílusKiváló állapotZárt lépcsoházLiftKívül-belül rendezett, karbantartottLAKÁS: IV. emeleti elhelyezkedésvilágos, napfényes, nagyvonalú terekTökéletes alaprajz, minden szoba külön nyílik2019-ben luxus szinten felújított Mind a három szobában légkondicionáló, az ablakokon elektromos redonyökKözös költség 58.000 Ft, ez tartalmazza a futés díját és korlátlan vízhasználatot AJÁNLOM:Mindenkinek, aki a harmonikus életteret, kényelmet és eleganciát ötvözo biztonságos befektetésre és belvárosi életérzésre vágyik.","felújított","1950 elott","nincs megadva","nincs megadva","4","nincs megadva","van","3 m-nél magasabb","házközponti","nincs megadva","nincs megadva","nincs megadva","nincs megadva","délkelet","utcai","3 m²","nincs megadva","nem tetotéri","nincs megadva",NA,NA
"10","VIII. kerület, Józsefváros - Magdolnanegyed","35,99 millió Ft","52 m²","2","* **KIZÁRÓLAG AZ OTP INGATLANPONT KÍNÁLATÁBAN ELADÓ*** Budapest VIII. kerületében a Népszínház utcában 1 sarokra a Blahától eladó, egy LIFTES , jó állapotú téglaépület 5. emeleti 52m 2-es 2 szobás lakása. Az ingatlan jó elosztású és rendkívül világos, a szobák külön nyílnak. Futése gázkonvektorral megoldott, a meleg víz ellátásért villanybojler felel. A lakás jelenlegi kialakítása megfelelo lehet diákok, párok vagy családok számára is ami azonnal költözheto, de befektetésnek is ideális választás. A nyílászárók cseréje megtörtént, és a fürdoszoba is modernizálásra került. Az 5. emeletnek köszönhetoen nem hallatszik fel az utca zaja. Tartozik a lakáshoz a saját pince is. A ház anyagi helyzete rendezett, a lépcsoház és a teto is felújításon esett át valamint kamerával ellátott. További információért várom hívását.","jó állapotú","1950 és 1980 között","összkomfortos","nincs megadva","5","6","van","3 m-nél alacsonyabb","gáz (konvektor)","nincs","nincs megadva","nincs megadva","egy helyiségben","északkelet","utcai","nincs megadva","nem","nem tetotéri","utca, közterület",NA,NA
