"","address","price","area","noroom","description","Ingatlan állapota","Építés éve","Komfort","Energiatanúsítvány","Emelet","Épület szintjei","Lift","Belmagasság","Futés","Légkondicionáló","Rezsiköltség","Akadálymentesített","Fürdo és WC","Tájolás","Kilátás","Erkély mérete","Kertkapcsolatos","Tetotér","Parkolás","Parkolóhely ára","Panelprogram"
"1","II. kerület, Víziváros","199 millió Ft","92 m²","3","Parlamentre, Várra, Gellérthegyre, PANORÁMÁS, felújított, gyönyöru lakás a BEM RAKPARTON!3 szobás, felújított, erkélyes, szuper lakás eladó teljes bútorzattal, liftes, szép házban!Ha értékálló befektetést keres, megtalálta!Remek lokáció, tömegközlekedés pár perc sétára!HÍVJON!Referencia szám: LK057436","felújított","1950 elott","nincs megadva","nincs megadva","2","nincs megadva","van","nincs megadva","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","dél","nincs megadva","nincs megadva","nincs megadva","nem tetotéri","nincs megadva",NA,NA
"2","XIII. kerület, Újlipótváros","84,9 millió Ft","73 m²","3","Újlipótváros kedvelt részén egy  100 éves, liftes muemlék tégla házban.A lakás teljes felújításon esett át, teljes víz, villany és a futés rendszer cserére került. Lakásban modern klíma gondoskodik a hutésrol. Ablakok redonnyel felszereltek. A fürdoszobában külön zuhanyzó és hidromasszázs kád került kialakításra.A társasház anyagi helyzete rendezett, állandó gondnoki jelenlét és jó lakóközösség jellemzi. A fogyasztások egyedi mérok alapján kerülnek elszámolásra.Az eladó ingatlanhoz 1db zárható tároló tartozik a pinceszinten.Megközelítése, elhelyezkedése remek. Öt perc séta alatt a Duna partra jutunk. Számos játszótér és park helyezkedik el a közelben, a házzal szemben közért és pékség is megtalálható. A ház közelében bölcsodék, óvodák, iskolák találhatók. Pár perc sétával a gyermekorvosi rendelo és gyógyszertár közelítheto meg. A 75ös troli megállója pár percre található.Parkolni az utcán lehet.Egyedi igényekre szabott lakáshitelekkel állunk rendelkezésére. Bank független hitelcentrumunk az országban elérheto összes bank és hitelintézet ajánlatát versenyezteti az Ön számára díjmentesen. Munkatársaink nagy szakmai tapasztalattal várják Önt az elore egyeztetett idopontban akár a normál munkaido után is. Amennyiben az ingatlan felkeltette érdeklodését, bovebb információval illetve megtekintéssel kapcsolatban várom megtisztelo hívását, akár hétvégén is.","jó állapotú","1950 és 1980 között","nincs megadva","nincs megadva","2","nincs megadva","van","3 m-nél magasabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","észak","udvari","nincs megadva","nincs megadva","nem tetotéri","nincs megadva",NA,NA
"3","XIII. kerület, Újlipótváros","67 millió Ft","85 m²","3","Tágas terekkel rendelkezo lakás keresi új Tulajdonosát, aki némi ráfordítással szép otthont varázsol belole…Tágas terekkel rendelkezo lakás keresi új Tulajdonosát, aki némi ráfordítással szép otthont varázsol belole…XIII. kerületben, Újlipótvárosban, 85 nm-es, 3 szobás felújítandó, nagypolgári lakás eladó!Környék:- csendes környezetben- frekventált helyen- jó közlekedési adottságokkal- tömegközlekedés szempontjából kiváló helyen található, buszmegálló, trolimegálló 1-2 perc, Jászai Mari tér (villamosmegálló) 10 perc, Nyugati pályaudvar negyed órányi séta- a környék infrastrukturális ellátottsága fantasztikus, minden megtalálható a közelben, amire a hétköznapokban szükség van, üzletek (Aldi, Lidl 4 perc, WESTEND Bevásárlóközpont 10 perc, Lehel Csarnok 12 perc), szolgáltatások, vendéglátó egységek, orvosi rendelo, gyógyszertár, bank gyalogosan elérheto- oktatási intézmények, szabadtéri szabadidos tevékenységek, nevezetességek, kulturális- és szórakoztató intézmények, parkok, kutyafuttató 5-10 percnyireÉpület:- 1920-ban épült- téglaépület- 6 emeletes- lift van- függofolyosós lépcsoház- tiszta, gondozott állapotú- jó lakóközösség- szép, virágos belso udvarLakás:- 2. emeleti- 85 nm-es alapterület- 360 cm-es belmagasság- felújítandó állapot- átlagos, jó állapotú fa nyílászárók- tágas terek- eloszoba- tágas konyha, étkezo- gardrób- ablakos toalett- ablakos kamra- kádas fürdoszoba- nappali- 2 hálószoba- modern, muanyag bejárati ajtó- futést gáz konvektor biztosítja- közös költség: 14.500 Ft- a lakás a függofolyosó végén helyezkedik el, ezért 3-4 nm-es erkélynek leválaszthatóKinek ajánlom az ingatlant?Pároknak, gyermekes családoknak a tágas tereknek köszönhetoen szeretheto otthona lehet!A különnyíló szobáinak köszönhetoen kiadásra is alkalmas! Irodának, rendelonek is megfelelo!Amennyiben a hirdetés felkeltette érdeklodését, további kérdése merült fel, keressen bizalommal, készséggel állok rendelkezésére akár hétvégén is!Nézze meg személyesen és valósítsa meg belole álmai otthonát!Hitelre van szüksége vásárláshoz, felújításhoz, de nem tud kiigazodni a bankok ajánlatai között? Amennyiben szakértore van szüksége, bank-semleges hitelszakértonk szívesen segít Önnek sokéves tapasztalatával, akkor is, ha nem nálunk vásárolja meg ingatlanát.Tisztelt Ingatlantulajdonos!Eladó ingatlana van? Forduljon hozzám bizalommal, készséggel állok rendelkezésre bármilyen ingatlanértékesítéssel kapcsolatos kérdésben!","nincs megadva","nincs megadva","nincs megadva","nincs megadva","2","nincs megadva","nincs megadva","nincs megadva","gáz (konvektor)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nyugat","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva",NA,NA
"4","VI. kerület, Hegedu utca","68,8 millió Ft","76 m²","2 + 1 fél","Az Andrássy úttól 200 méterre, a csendes Hegedu utcában  2. emeleten lévo 76 m2-s lakás eladó.Szép világos lakás, az ablakok az utcára néznek. 2 tágas hálószoba, nagy nappali, konyha, tágas  fürdoszoba, toalett és közlekedo helyiségei  vannak.  Néhány éve volt felújítva, most frissen festett és várja új tulajdonosát.Futése cirkó.Közös költség 16000 Ft/hóA lakás azonnal birtokba veheto.Várom megtisztelo hívását.187, 4 ezer Euró az irányárA lakás vásárlásához hitel is igénybe veheto.","jó állapotú","nincs megadva","összkomfortos","nincs megadva","2","3","nincs","3 m-nél magasabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","külön helyiségben","nyugat","utcai","nincs megadva","nincs megadva","nincs megadva","nincs megadva",NA,NA
"5","VIII. kerület, Nap utca 29.","49,5 millió Ft","77 m²","3","Corvin sétánytól 2 perc sétatávolságra a Nap utcában , 77 nm , elso emeleten , 2 hálószoba plusz nappali , külön van a konyha , belso udvar néz .Az épület kívül-belül jó állapotban van! Lakóközösség csendes, kulturált.A környék infrastruktúra szempontjából kiemelkedo, pár lépésre az M3-as Metro, Ferenc Krt-i megállója, a 4-6-os villamos, iskolák, óvodák, bevásárló központ.Irány ár : 49.5 MFT","jó állapotú","1950 elott","összkomfortos","nincs megadva","1","3","nincs","3 m-nél magasabb","gáz (konvektor)","nincs megadva","nincs megadva","nincs megadva","külön helyiségben","nincs megadva","udvari","nincs megadva","nincs megadva","nem tetotéri","utca, közterület",NA,NA
"6","VIII. kerület, Józsefváros - Népszínháznegyed","29,97 millió Ft","43 m²","1","Városi panorámás emeleti kis/nagy/ garzon 2 megállóra a Blaha Lujza tértol.- az átlagosnál jóval világosabb lakás- az átlagosnál jobb állapotú, két liftes ház- az átlagosnál több üzlet, szolgáltató, közlekedési és parkolási lehetoség","felújítandó","nincs megadva","nincs megadva","nincs megadva","2","nincs megadva","van","3 m-nél magasabb","gáz (konvektor)","nincs megadva","nincs megadva","nincs megadva","egy helyiségben","dél","utcai","nincs megadva","nincs megadva","nincs megadva","nincs megadva",NA,NA
"7","VII. kerület, Külso-Erzsébetváros - Ligetváros","56,9 millió Ft","64 m²","2","IGAZI RITKASÁG LIGETVÁROS BANZÁRT HELYEN, SAJÁT KOCSIBEÁLLÓ AZ ÁRBANAzonnal költözheto!A VÁROSLIGET-tol néhány perc sétára, egy más világba kerülhetünk a Városliget zöldövezeti részének köszönhetoen.Patinás bevásárló utcában ELADÓ, eredeti, de kituno állapotban lévo nagypolgári lakás,mely egy eredetileg egy liftes épületben található, de néhány éve megépítettek még egy felvonót, így  gyorsabb és egyszerubb a ház két szárnyát megközelíteni.2018-ban az egész házban villany- és gázóracsere történt. Folyamatos karbantartás alatt áll a ház, ennek köszönhetoen mind esztétikailag, mind muszakilag kiváló állapotban van.Az ingatlanba belépve az eredeti, de kitunöen kezelelt tölgyfaparkettás eloltérben találjuk magunkat, ahol egy  2 m2-es tároló van, amely falainak kibontásával mégnagyobb teret adhatunk az eloszobának.Balra tekintve a konyhát találjuk, mely gépesítve van. Szemben a fürdoszobába, amit néhány válaszfal mozgatásával szintén átalakíthatunk.Tovább haladva a tágas nappali tárul elénk, amibol balra nyílik a hálószoba. Mindkét helyiség ablakai D-Ny felé néznek.Közelben bevásárlási, kikapcsolódási lehetoség. Tömegközlekedés kiváló. Közeli utcákban a parkolás néhány helyen ingyenes ,de......Zárt belsoudvarán 1 PARKOLÓHELY biztosított, mely az ÁRBAN BENNE van.A Bp-i városrész kedveltsége és a fent említettek miatt az ingatlan komoly befektetési potenciált is kínál, ugyanis a hasonló kategóriájú ingatlanokat megköztelítoleg 150-180.000 Ft/hó + rezsiköltségért  adják bérbe.Íly módon a kiadásból származó bevétel akár elérheti a 2.160.000 Ft-ot is!AZ INGATLAN AZONNAL KÖLTÖZHETO!!!Várom szíves hívását!","jó állapotú","1950 elott","összkomfortos","nincs megadva","3","6","van","3 m-nél magasabb","gáz (cirko)","nincs megadva","nincs megadva","nem","egy helyiségben","nincs megadva","utcai","nincs megadva","nem","nem tetotéri","udvari beálló - benne van az árban",NA,NA
"8","IX. kerület, Dési Huber utca","37,5 millió Ft","55 m²","2","IX. József Attilán az Ecseri metrónál, Aranyvirág sétány elejénél (nem csak a neve szép a környék is szép zöld) eladó ez a 3.-emeleti, jó állapotú, napos, 2 szobás, erkélyes lakás.A Környék: József Attila, egy hatalmas fás liget, ahol vannak házak is (Budapest legzöldebb lakóövezete) Nagyon jó és szép környezet, 2 metrómegállóval csak 12 percre a belvárostól.A ház: szépen karbantartott tiszta, folyamatosan az elvárható részek felújítva, csendes lakóközösségek (aminek oka is van a Józsefen)A lakás: nem tegnap lett felújítva de 10 éven belül és szép megkímélt állapotban van és a vezetékek is cserélve vannak a falakban, (a fotók elég beszédesek) 3. emeleti szép napos lakás, erkélyes, közel a metróhoz, egy gyalogos 3 perc távolság. Hívjon bizalommal, 21 éve a József Attilán értékesítünk, szívesen válaszolunk a kérdésire.","jó állapotú","1950 és 1980 között","összkomfortos","nincs megadva","3","4","nincs","3 m-nél alacsonyabb","távfutés egyedi méréssel","nincs megadva","nincs megadva","nincs megadva","külön helyiségben","nincs megadva","nincs megadva","4 m²","nincs megadva","nem tetotéri","nincs megadva",NA,NA
"9","XIX. kerület, Kós Károly tér","45,9 millió Ft","66 m²","2","19. kerületben, a közkedvelt Wekerletelepen, a KÓS KÁROLY TÉREN eladó ez a 66 nm-es, 2 szobás, KÖZEPES ÁLLAPOTÚ, 1. emeleti, UTCAI KILÁTÁSÚ lakás egy 21 lakásos társasházban!!!A lakás RENDKÍVÜL JÓ ELOSZTÁSÚ, 2 szép, nagy szobával rendelkezik, amelyek EGYMÁSBÓL NYÍLNAK.  A belso szoba a nagyobb, amely közvetlenül az utcára néz és különleges hangulatot találhatunk benne. A másik, kisebbik szoba a szomszéd ház udvarára néz, ZÖLD-FÁS környezetre. A konyha tágas, étkezos-konyha és az eloszobából nyílik, a zuhanyzós fürdoszoba wc-vel együtt található!!!A lakás futése gáz cirkóval megoldott, amely a meleg vizet is biztosítja! A közös költség:22.400,- Ft, vízóra van, a gáz és a villany egyéni fogyasztás alapján fizetendo!!! A közös képviseletet egy cég látja el!A lakáshoz tartozik egy 12 nm-es saját, kulccsal zárható pincehelyiség, valamint egy az udvaron lévo közös tárolóhelység is, amely bicikli tárolására alkalmas!A lakáshoz szokásjog alapján tartozik egy kocsibeálló, amely a ház belso udvarán található!Az utca NAGYON CSENDES, nagyon barátságos, ZÖLD FÁKKAL ültetett, igazán hangulatos. A szomszédok nagyon kulturált, összetartó és segítokész emberek közössége!!!A közlekedés kiváló, a háztól 1 pár percre a 148-as busz megállója, amellyel elérheto a 42-es villamos és a HATÁR ÚTNÁL a 3-as metró és számos busz is!!!Jöjjön el és nézze meg személyesen is ezt a lakást, amelyben egy igazi OTTHONRA találhat!!!","közepes állapotú","nincs megadva","összkomfortos","nincs megadva","1","nincs megadva","nincs","3 m-nél alacsonyabb","gáz (cirko)","nincs","nincs megadva","nem","egy helyiségben","délkelet","utcai","nincs megadva","nem","nem tetotéri","utca, közterület - ingyenes",NA,NA
"10","X. kerület, Kada utca","29,99 millió Ft","53 m²","1 + 1 fél","***KIVÉTELES LAKÁS, ERKÉLLYEL, REMEK HELYEN, PANORÁMÁS KILÁTÁSSAL***10. kerületben, KOBÁNYA-ÓHEGY VÁROSRÉSZEN, családias környezetben eladó ez az 53 nm-es, 1+1 fél szobás, ERKÉLYES, 3. emeleti, NAPFÉNYES, PANORÁMÁS KILÁTÁSÚ, FELÚJÍTOTT állapotú lakás, jó lakóközösségu, lift nélküli házban!A lakás D-i fekvésu, emiatt nagyon szép NAPFÉNYES és nagyon világos!A lakás RENDKÍVÜL JÓ ADOTTSÁGÚ, mert a szobák KÜLÖN NYÍLÓAK, valamint TÁGAS, ÉLHETO TERET biztosítanak!!! A lakáshoz egy ERKÉLY is tartozik, amely a nappaliból nyílik és PANORÁMÁS kilátást nyújt!A lakás ALACSONY FENNTARTÁSÚ, a közös költség: 9.000,- Ft, vízóra van, a gáz és villany fogyasztás alapján fizetendo!!!A lakás futése gáz konvektorral megoldott, a meleg vizet villanybojler látja el!A parkolás ingyenes a ház mögött lévo parkolóban!!!A ház rendezett, jól karbantartott, a lakók összetartó emberek közössége!!!A lakás SZÉP, ZÖLD KÖRNYEZETBEN található, ezáltal nagyon kellemes és barátságos a környék!!!A közlekedés kiváló, a háztól pár percre a 85-ös busz megállója, amellyel az ÖRS VEZÉR TERE valamint KOBÁNYA KISPEST is elérheto!!!Jöjjön el és nézze meg személyesen is ezt a remek lakást!!!","felújított","nincs megadva","összkomfortos","nincs megadva","3","nincs megadva","nincs","3 m-nél alacsonyabb","gáz (konvektor)","nincs","nincs megadva","nem","külön helyiségben","dél","panorámás","3 m²","nem","nem tetotéri","utca, közterület - ingyenes",NA,NA
