"","address","price","area","noroom","description","Ingatlan állapota","Építés éve","Komfort","Energiatanúsítvány","Emelet","Épület szintjei","Lift","Belmagasság","Futés","Légkondicionáló","Rezsiköltség","Akadálymentesített","Fürdo és WC","Tájolás","Kilátás","Erkély mérete","Kertkapcsolatos","Tetotér","Parkolás","Panelprogram","Parkolóhely ára"
"1","XI. kerület, Kelenföld","26,9 millió Ft","31 m²","1","XI. kerületi 1 szobás lakás közel az Etele PlázáhozA XI. kerület kedvelt részén a Bikás Park és a nemrég épült Etele Pláza közelében, a Bartók Béla útról nyíló Ballagi Mór utcában kínáljuk eladásra ezt a kifejezetten jó házban lévo 2-dik emeleti 1 szobás lakást.A lakásba lépve egy 6 nm-es eloszoba fogad, melybol jobbra a lakószoba, szemben pedig a fürdoszoba és az ablakos wc nyílik.A konyha egyedi módon, a galérián került kialakításra.A 3,8 méteres belmagasságnak köszönhetoen a lakószoba is igény szerint galériázható.Jelenleg az eloszoba fölött van egy 6 nm-es galéria, melyen a konyha került kialakításra, ezzel együtt 37 nm a valódi élettér.A lakás mérete a tulajdoni lap alapján 31 nm.A lakás napfényes ,VILÁGOS ,száraz, délnyugati fekvésu!A víz, gáz, és a villany fogyasztást egyedi mérés alapján kell fizetni.A lakáshoz saját használatú zárható pincerekesz is tartozik.Közös költség 8500,- Ft.A kiválló állapotban lévó épület pár lépésre van a Bartók Béla úttól, ahol több villamos és busz is közlekedik. A belváros és az egyetemek (BME, Corvinus, ELTE, Szent István Egyetem, Edutus) 10 perc alatt elérhetoek.A környéket nagyon jó infrastruktúra jellemzi. Számos sportolási és bevásárlási lehetoség van a közleben.Pár lépésre található bölcsöde, óvoda, általános és középiskola, BIKÁS PARK, valamint bevásárlási és szórakozási lehetoség van az ETELE PLÁZÁBAN.Ajánlom egyedülállóknak, fiatal pároknak, elso lakást keresoknek valamint befektetoknek kiadásra.Valamint azoknak is ajánlom, akik szeretik a retró fillinget ok ugyanis azonnal költözhetnek ebbe a szuper kis lakásba!","felújítandó","1950 elott","összkomfortos","nincs megadva","2","nincs megadva","nincs","3 m-nél magasabb","gáz (konvektor)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","délnyugat","udvari","nincs megadva","nincs megadva","nem tetotéri","nincs megadva",NA,NA
"2","VI. kerület, Belso-Terézváros","43,49 millió Ft","43 m²","2 + 1 fél","ÁRCSÖKKENÉS!Kiváló befektetési lehetoség!!!Eladásra kínálok VI. kerület közkedvelt részén, a Diplomatanegyedben kulturált lakóközösségu, rendezett társasházban egy 54 nm-es, 2 + 1 fél szobás, galériázott jó állapotban lévo ingatlant.Metró pár perc sétával elérheto, kiemelkedoen jó az infrastruktúra!Amennyiben hirdetésem felkeltette érdeklodését,keressen bizalommal. A hét bármely napján elérheto vagyok! Várom hívását!V.T.PRICE REDUCTION!Excellent investment opportunity !!!I offer for sale apartment  . In a popular part of the VI district, in the Diplomatic area. Tidy condominium with a cultured residential community,  54 sqm, 2 + 1 half-room, gallery-like property in a good condition.Metro is a few minutes walking away, the infrastructure is outstanding!The apartment is currently rented out, making it an excellent investment opportunity.If you're interested in my ad, feel free to contact me. I am available any day of the week! I look forward to your call!Kind regards:V.T.Aradi Street","jó állapotú","1950 elott","összkomfortos","nincs megadva","földszint","3","van","3 m-nél magasabb","házközponti","nincs megadva","nincs megadva","nem","nincs megadva","nincs megadva","udvari","nincs megadva","nem","nem tetotéri","utca, közterület",NA,NA
"3","VI. kerület, Belso-Terézváros","117,94 ezer €","43 m²","2 + 1 fél","ÁRCSÖKKENÉS!Kiváló befektetési lehetoség!!!Eladásra kínálok VI. kerület közkedvelt részén, a Diplomatanegyedben kulturált lakóközösségu, rendezett társasházban egy 54 nm-es, 2 + 1 fél szobás, galériázott jó állapotban lévo ingatlant.Metró pár perc sétával elérheto, kiemelkedoen jó az infrastruktúra!Amennyiben hirdetésem felkeltette érdeklodését,keressen bizalommal. A hét bármely napján elérheto vagyok! Várom hívását!V.T.PRICE REDUCTION!Excellent investment opportunity !!!I offer for sale apartment  . In a popular part of the VI district, in the Diplomatic area. Tidy condominium with a cultured residential community,  54 sqm, 2 + 1 half-room, gallery-like property in a good condition.Metro is a few minutes walking away, the infrastructure is outstanding!The apartment is currently rented out, making it an excellent investment opportunity.If you're interested in my ad, feel free to contact me. I am available any day of the week! I look forward to your call!Kind regards:V.T.Aradi Street","jó állapotú","1950 elott","összkomfortos","nincs megadva","földszint","3","van","3 m-nél magasabb","házközponti","nincs megadva","nincs megadva","nem","nincs megadva","nincs megadva","udvari","nincs megadva","nem","nem tetotéri","utca, közterület",NA,NA
"4","VI. kerület, Bajza utca","117 millió Ft","154 m²","4","Diplomatanegyedben nagypolgári lakás eladó. belmagasság 4,2 m, közös költség 35800 Ft/hó, tehermentes, külön konyha, lépcsoházból nyílik, jó állapotú sarok társasházban.16 lakásos a társasház III emelet utcai, 154 nm, 4 szoba,cirkó futés, a lakás átlagos állapotu, ÉK-i tájolásu, klima,Irányára: 117 M Ft","közepes állapotú","1950 elott","összkomfortos","nincs megadva","3","4","van","3 m-nél magasabb","gáz (cirko)","nincs","36 E Ft/hó","nem","külön helyiségben","délnyugat","utcai","nincs megadva","nem","nem tetotéri","utca, közterület - fizetos övezet",NA,NA
"5","V. kerület, Szent István körút","57 millió Ft","60 m²","2","A Szent Istvan krt.-on a Bihari János utca sarkánál, átlagos állapotú sarok társasházban azonnal költözheto  galériás lakás eladó.,mellék utcára nézo ablakokkal, közös költség 20700 Ft/hó, külön bejáratú szobák, tehermentes, mindkét szobában galéria, a Nyugati tér szomszédságában IV. emelet utcai, 60 nm, 2 szoba, K-i tájolásu, cirkó futés, Irányára: 57 M Ft","közepes állapotú","1950 elott","összkomfortos","nincs megadva","4","5","van","3 m-nél magasabb","gáz (cirko)","nincs","20 E Ft/hó","nem","külön helyiségben","délnyugat","utcai","nincs megadva","nem","nem tetotéri","utca, közterület - fizetos övezet",NA,NA
"6","VII. kerület, Wesselényi utca","54 millió Ft","66 m²","2","Elado Budapesten, a  VII. kerületben,  a Wesselényi utcában egy lakás.A lakás   66 négyzetméteres, a 4. emeleten található, liftes házban.A lakáshoz tartozik  erkely is.Tájolása:   Nyugati-del.  Elosztása: 2 hálszoba,  nincs nappali, de  De van egy kis étkezo.Közlekedése kiváló, közelben buszmegállók találhatók, a Rottenbiller utca, Keleti pályaudvar is pár perc alatt elérheto.Bevásárlási lehetoségek, éttermek, is találhatók a közelben.Ára  54 millió forint.Kérdés, vagy megtekintés esetén, keressen bizalommal.","nincs megadva","nincs megadva","nincs megadva","nincs megadva","4","nincs megadva","van","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","délnyugat","nincs megadva","nincs megadva","nem","nincs megadva","nincs megadva",NA,NA
"7","VI. kerület, Paulay Ede utca","85 millió Ft","74 m²","3 + 1 fél","Megvételre kínálok a Paulay Ede utcában egy teljes köruen felújított 3 + 1 szobás világos  lakást. Az ingatlan lokációja kiváló, a közelben elérhetoek az alábbi szolgáltatások: színház, Bazilika, szórakozóhelyek, bevásárlóközpont, orvosi rendelo. Közlekedés szempontjából is kiváló választás az ingatlan mivel a közelben találhatóak az alábbi járatok, amelyek a kényelmes, és gyors utazást hivatottak szolgálni: [70, 78 trolibusz, M1 metró, 105, 178 busz, 4-6-os villamos] A megtekintéssel kapcsolatban kérem hívjon bizalommal a hét bármely napján.","felújított","nincs megadva","nincs megadva","nincs megadva","3","nincs megadva","van","3 m-nél magasabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","külön helyiségben","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nem tetotéri","nincs megadva",NA,NA
"8","XIII. kerület, Kartács utca 2.","54,03 millió Ft","60 m²","2","KÖLTÖZZÖN AZ ÚJJÁVARÁZSOLT 100 ÉVES MAGNÓLIA HÁZBA A KARTÁCS UTCÁBA60,04 m2-es lakás, csendes, fás utcában egyenesen a beruházótól.KÜLÖNLEGES BELVÁROSI STÍLUSÚ ÉPÜLET- minoségi alapanyagok, tégla épület, muanyag nyílásszárók- kényelmes, nagy lift- kis lakóközösség (67 LAKÁS)- elektromos fokapu- házközponti futés egyedi méréssel- zöld belso kert- légkondícionáló telepítési, kábeltv, internet csatlakozási lehetoség- vásárolható tárolóVÁLASSZON A MEGMARADT LAKÁSAINK KÖZÜL, MELYEKET MEGTALÁL WEBOLDALUNKON (MAGNOLIAHAZ) OLDALONKIVÁLÓ ELHELYEZKEDÉS: - 10 percre a Margit-szigettol,- kiváló közlekedés: 3-as metró, autóbusz pályaudvar, 1-es, 17-es, 41-es villamos, 115-ös busz, 950, 950A éjszakai járatok, - üzletek, bevásárlóközpont, óvoda, iskola, parkok, játszóterek, éttermek a környéken.Közvetítok kérjük, ne keressenek.","nincs megadva","2021","összkomfortos","CC","földszint","4","van","3 m-nél magasabb","házközponti egyedi méréssel","van","nincs megadva","nincs megadva","külön helyiségben","délnyugat","udvari","nincs megadva","nincs megadva","nincs megadva","utca, közterület - fizetos övezet",NA,NA
"9","XX. kerület, Erzsébetfalva","23,9 millió Ft","32 m²","1","Eladó a Tátra tér szomszédságában, a Sebestyén utcából nyíló, 40 négyzetméteres (tulajdoni lap szerint 32 négyzetméter), 1 szobás, teljesköruen felújított, cirkófutéses társasházi lakás a hozzá tartozó 6 négyzetméteres tárolóval!A 7 lakásos társasház a Kossuth Lajos utca és a Sebestyén utca között helyezkedik el, két bejárattal rendelkezik. A társasház mind jogilag, mind pénzügyileg rendezett, lakóközössége makulátlan. Az épület felújítása és korszerusítése folyamatos, jelenleg a kaputelefon kialakítása a következo cél.A hirdetésben szereplo lakás a Sebestyén utcára néz, ezáltal minden forgalmi zajtól mentes. Mind a téli, mind a nyári kellemes hoérzetet a thermoüveggel ellátott, légkamrás ablakok biztosítják, a futésrol pedig kondenzációs kazán gondoskodik, korszeru alumínium radiátorokon keresztül. A lakás a képeken látható esztétikai állapotban, igény szerint bútorozottan kerül értékesítésre.Referencia szám: LK095024","felújított","1950 és 1980 között","összkomfortos","nincs megadva","földszint","nincs megadva","nincs megadva","nincs megadva","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","északnyugat","utcai","nincs megadva","nincs megadva","nem tetotéri","nincs megadva",NA,NA
"10","XIII. kerület, Kartács utca 2.","113,72 millió Ft","108 m²","4","KÖLTÖZZÖN AZ ÚJJÁVARÁZSOLT 100 ÉVES MAGNÓLIA HÁZBA A KARTÁCS UTCÁBA108,31 m2-es teraszos lakás, csendes, fás utcában egyenesen a beruházótól.KÜLÖNLEGES BELVÁROSI STÍLUSÚ ÉPÜLET- minoségi alapanyagok, tégla épület, muanyag nyílásszárók- kényelmes, nagy lift- kis lakóközösség (67 LAKÁS)- elektromos fokapu- házközponti futés egyedi méréssel- zöld belso kert- légkondícionáló telepítési, kábeltv, internet csatlakozási lehetoség- vásárolható tárolóVÁLASSZON A MEGMARADT LAKÁSAINK KÖZÜL, MELYEKET MEGTALÁL WEBOLDALUNKON (MAGNOLIAHAZ) OLDALONKIVÁLÓ ELHELYEZKEDÉS: - 10 percre a Margit-szigettol,- kiváló közlekedés: 3-as metró, autóbusz pályaudvar, 1-es, 17-es, 41-es villamos, 115-ös busz, 950, 950A éjszakai járatok, - üzletek, bevásárlóközpont, óvoda, iskola, parkok, játszóterek, éttermek a környéken.Közvetítok kérjük, ne keressenek.","nincs megadva","2021","összkomfortos","CC","3","4","van","3 m-nél alacsonyabb","házközponti egyedi méréssel","van","nincs megadva","nincs megadva","külön helyiségben","dél","panorámás","15 m²","nincs megadva","nincs megadva","utca, közterület - fizetos övezet",NA,NA
