"","address","price","area","noroom","description","Ingatlan állapota","Építés éve","Komfort","Energiatanúsítvány","Emelet","Épület szintjei","Lift","Belmagasság","Futés","Légkondicionáló","Rezsiköltség","Akadálymentesített","Fürdo és WC","Tájolás","Kilátás","Erkély mérete","Kertkapcsolatos","Tetotér","Parkolás","Parkolóhely ára","Panelprogram"
"1","III. kerület, Pünkösdfürdo utca","60,8 millió Ft","64 m²","3","Óbuda szívében a Duna-parttól néhány percnyi sétára épül a Római-part legújabb lakóparkja a BudaBright. A Pünkösdfürdo, Septimus Severus és Ipartelep utca által határolt területen 3 épületben közel 330 lakás közül választhatja ki az ideális fekvésu és elrendezésu lakást. A választék a 26 m2-es garzontól a 100 m2-es 3 szobás, teraszos lakásig terjed. A felsobb emeleteken, akár saját teraszodról is élvezheted a Budai hegyek vagy a város panorámáját. A Duna-part közelsége számtalan lehetoséget kínál kikapcsolódásra és sportolásra egyaránt. A közelben lévo üzletek, éttermek, iskolák és óvodák biztosítják, hogy a mindennapi teendoket könnyedén intézhesd. A lakópark elhelyezkedésének köszönhetoen a közlekedés sem jelenthet gondot legyen szó autóról vagy tömegközlekedésrol. A belváros és az M0 autópálya percek alatt elérheto.","új építésu","2023","duplakomfortos","nincs megadva","1","9","van","3 m-nél alacsonyabb","házközponti egyedi méréssel","nincs megadva","nincs megadva","igen","külön helyiségben","kelet","udvari","11.62 m²","nem","nem tetotéri","teremgarázs hely - megvásárolható","4 000 000 Ft",NA
"2","III. kerület, Pünkösdfürdo utca","41,6 millió Ft","43 m²","2","Óbuda szívében a Duna-parttól néhány percnyi sétára épül a Római-part legújabb lakóparkja a BudaBright. A Pünkösdfürdo, Septimus Severus és Ipartelep utca által határolt területen 3 épületben közel 330 lakás közül választhatja ki az ideális fekvésu és elrendezésu lakást. A választék a 26 m2-es garzontól a 100 m2-es 3 szobás, teraszos lakásig terjed. A felsobb emeleteken, akár saját teraszodról is élvezheted a Budai hegyek vagy a város panorámáját. A Duna-part közelsége számtalan lehetoséget kínál kikapcsolódásra és sportolásra egyaránt. A közelben lévo üzletek, éttermek, iskolák és óvodák biztosítják, hogy a mindennapi teendoket könnyedén intézhesd. A lakópark elhelyezkedésének köszönhetoen a közlekedés sem jelenthet gondot legyen szó autóról vagy tömegközlekedésrol. A belváros és az M0 autópálya percek alatt elérheto.","új építésu","2023","duplakomfortos","nincs megadva","1","9","van","3 m-nél alacsonyabb","házközponti egyedi méréssel","nincs megadva","nincs megadva","igen","külön helyiségben","észak","utcai","6.56 m²","nem","nem tetotéri","teremgarázs hely - megvásárolható","4 000 000 Ft",NA
"3","III. kerület, Pünkösdfürdo utca","36,7 millió Ft","36 m²","1","Óbuda szívében a Duna-parttól néhány percnyi sétára épül a Római-part legújabb lakóparkja a BudaBright. A Pünkösdfürdo, Septimus Severus és Ipartelep utca által határolt területen 3 épületben közel 330 lakás közül választhatja ki az ideális fekvésu és elrendezésu lakást. A választék a 26 m2-es garzontól a 100 m2-es 3 szobás, teraszos lakásig terjed. A felsobb emeleteken, akár saját teraszodról is élvezheted a Budai hegyek vagy a város panorámáját. A Duna-part közelsége számtalan lehetoséget kínál kikapcsolódásra és sportolásra egyaránt. A közelben lévo üzletek, éttermek, iskolák és óvodák biztosítják, hogy a mindennapi teendoket könnyedén intézhesd. A lakópark elhelyezkedésének köszönhetoen a közlekedés sem jelenthet gondot legyen szó autóról vagy tömegközlekedésrol. A belváros és az M0 autópálya percek alatt elérheto.","új építésu","2023","duplakomfortos","nincs megadva","1","9","van","3 m-nél alacsonyabb","házközponti egyedi méréssel","nincs megadva","nincs megadva","igen","egy helyiségben","észak","utcai","5.27 m²","nem","nem tetotéri","teremgarázs hely - megvásárolható","4 000 000 Ft",NA
"4","XIV. kerület, Semsey Andor utca","54,99 millió Ft","70 m²","2 + 2 fél","Erkélyes, emeleti, igazi nagypolgári lakás eladó. Zugló polgári negyedében, muemlék-védett, liftes épületben keresem új tulajdonosát egy ERKÉLYES, felújított, praktikusan 4 szobássá alakított, igényes, körbejárható stílusos otthonnak. Egyéb jellemzoi: -felújított villany hálózat és vízvezetékek, -korszeru futés a két kis szobában, -új konyhabútor, -tágas terek. Infrastruktúra: -a Városliget és a Stadionok között helyezkedik el, így a sportolási és kikapcsolódási lehetoségek adottak, -Puskás Ferenc stadion és a Thököly út közöttisége végett kiváló a közösségi közlekedés.","felújított","nincs megadva","összkomfortos","nincs megadva","2","4","van","3 m-nél magasabb","egyéb","nincs megadva","nincs megadva","nincs megadva","külön helyiségben","nincs megadva","utcai","1 m²","nincs megadva","nincs megadva","nincs megadva",NA,NA
"5","VIII. kerület, Józsefváros - Corvinnegyed","67,8 millió Ft","113 m²","3 + 1 fél","A Corvin Plázától karnyújtásnyira, rendezett, liftes társasház harmadik emeletén kínálunk megvételre egy napfényes, 113 nm-es, 3,5 szobás, erkéllyel is rendelkezo, felújítandó lakást.Az ötemeletes, polgári lakóház a múlt század fordulóján épült, kívül-belül jó állapotú, karbantartott, lakóközössége kulturált.A lakás bejárata a függofolyosóról közelítheto meg. Belépve az eloszoba jobb oldalán található a konyha és az abból nyíló félszoba, bal oldalon a szeparált toalett, a kamra és a kádas fürdoszoba kapott helyet. Egyenesen haladva a nappaliba jutunk, melyhez hangulatos kis erkély is kapcsolódik. A nappali két oldalán egy-egy tágas, délnyugati fekvésu, napfényes szoba nyílik.Muszaki információAz ingatlan teljes köru felújítást igényel. A nyílászárók fából készültek, a szobák futését gáz Héra, a fürdoszobáét fali gázmelegíto, a meleg vizet gázbojler biztosítja. A belmagasság 3,4 m. A közös költség 14.500 Ft.KörnyékA Corvin negyed Budapest egyik leggyorsabban fejlodo része, új építésu társasházak, felújított régi épületek, modern bevásárlóközpont teszi vonzóvá.KözlekedésM3 metró, 4-6-os villamosAdatbázisunkban további ingatlanokból választhat, hívjon bizalommal, hogy megtaláljuk a legmegfelelobbet!Hitelre van szüksége? Teljes köru és díjmentes hitelügyintézéssel, biztosításkötéssel áll rendelkezésére szakérto kollégánk. Kérje személyre szabott ajánlatunkat!Ezúton tájékoztatjuk, hogy Ön, mint érdeklodo, a hirdetésben megjelölt telefonszám felhívásával hozzájárul személyes adatai – így különösen neve és telefonszáma -, a hirdetést feladó Szalay Referencia Kft. általi - biztonságos és körültekinto - kezeléséhez, nyilvántartásához. E körben, az alábbi linken megismerheti az adatkezelési tájékoztatót: fortiselit per adatvedelem","felújítandó","1950 elott","nincs megadva","nincs megadva","3","6","van","3 m-nél magasabb","cserépkályha","nincs","nincs megadva","nem","külön helyiségben","délnyugat","utcai","2.1 m²","nem","nem tetotéri","utca, közterület - fizetos övezet",NA,NA
"6","VII. kerület, Klauzál tér","95 millió Ft","133 m²","4","SZUPER HELYEN, a belváros közepén, századfordulós ház harmadik emeletén eladó egy hatalmas méretu, 133nm-es nagypolgári lakás, mely jelenleg egy udvarra nézo, 21nm-es garzonból és egy 3 szobás, térre nézo nagy lakásból áll. Rengeteg ablaka miatt egész nap világos.Az ingatlan jó állapotú, birtokba vételt követoen akár azonnal kiadható hosszú- és rövid távra is. Rövid távú szálláskiadás esetén kifejezetten MAGAS HOZAM realizálható. Jó szívvel ajánlom befektetésre és saját otthonnak is, ha nagypolgári lakást szeretne a belváros szívében!Azon kedves ügyfelek, akik általunk találják meg leendo otthonukat, az ügyvédünk által szerkesztett adásvételi szerzodés díjából kedvezményben részesülnek!HÍVJON!","jó állapotú","1950 elott","összkomfortos","nincs megadva","3","3","nincs","3 m-nél magasabb","nincs megadva","nincs megadva","nincs megadva","nincs megadva","külön helyiségben","nyugat","utcai","nincs megadva","nincs megadva","nem tetotéri","utca, közterület",NA,NA
"7","VIII. kerület, József körút","69,8 millió Ft","93 m²","4 + 3 fél","Eladó lakás 8.kerületben József körúton.Ára 69.8 millió forint.A 4/6-os villamos megállójánál, az M4 metróállomásnál található,  az ablak nem a 4/6-os vonala felé néz.A bérleti terület 91 négyzetméter, a tényleges terület 93 négyzetméter, és van lift. A világos lakás, a szoba pedig csendes.4 szoba, 1 nappali és 2 tárolóhelyiség, mind a 4 szoba önállóan megközelítheto, egy konyha önálló hozzáféréssel, külön fürdoszoba, mindegyik külön szoba, gázfutés, meleg víz és gáztuzhely.Kérdés, vagy megtekintés esetén, keressen bizalommal!","nincs megadva","nincs megadva","nincs megadva","nincs megadva","3","4","van","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","külön helyiségben","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva",NA,NA
"8","XVIII. kerület, Havanna-lakótelep","26,8 millió Ft","53 m²","2","ELADÓ a XVIII. kerület Havanna lakótelepen csendes környezetben, dupla panorámás, 53 nm-es 2 szobás , ERKÉLYES panellakás. A lakás az 9.emeleten helyezkedik el, felújítandó állapotú. A lakáshoz egy 3 nm-erkély is tartozik. A lépcsoház biztonsági kamerával felszerelt , rendezett és tiszta. Tömegközlekedése kituno.Megtekintésért hívjon akár hétvégén is.","felújítandó","1981 és 2000 között","összkomfortos","nincs megadva","10","több mint 10","van","3 m-nél alacsonyabb","távfutés","nincs","25 E Ft/hó","nem","külön helyiségben","nincs megadva","utcai","3 m²","nincs megadva","nincs megadva","utca, közterület",NA,"részt vett"
"9","VII. kerület, Középso-Erzsébetváros","39 millió Ft","59 m²","2","Budapest belvárosában eladásra kínálunk egy 59 m2-s 2. emeleti lakást. Az ingatlan rendkívül alacsony rezsivel rendelkezik, egyedi méroórákkal felszerelt. Tökéletes befektetés,magas belmagasságának köszönhetoen galériázható.Elhelyezkedés: 1074, Budapest, VII. Kerület (Nagykörúton kívül), Hársfa utca, 2. emeletiKörnyezet: Itt minden közel van, Blaha Lujza tér, Nyugati, Keleti pálya udvar , Zene Iskola, Madách színház, Erzsébet körút, Oktogon, a Liget, a buli negyed, a Margit sziget, posta, piac, játszótér, troli, villamos, metró..., ugyanakkor egy csendes zug a nagyvárosban.Közlekedés: 4-es 6-os villamos, M2 metróTovábbi kérdés esetén állok rendelkezésére.","jó állapotú","nincs megadva","összkomfortos","nincs megadva","2","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva",NA,NA
"10","III. kerület, Rozgonyi Piroska utca","149,9 millió Ft","134 m²","4","Rómaifürdon,alacsonyforgalmú utcában, 2020 évi átadással, 3 lakásos újépítésu társasház, felsoemeleti lakása eladó.Amerikai – konyhás nappali, plusz 3 hálós, 2 fürdos, nagyteraszos lakás.A teremgarázsból lifttel lehet feljutni a lakáshoz.2 db nagyméretu teremgarázshely tartozik hozzá, melyek ára 10 M Ft.Magas minoség, panoráma a Budai-hegyekre, csodálatos életérzés.Jöjjön, nézze meg!","nincs megadva","2020","nincs megadva","nincs megadva","2","nincs megadva","van","3 m-nél magasabb","egyéb","nincs megadva","nincs megadva","nincs megadva","nincs megadva","dél","kertre néz","18 m²","nincs megadva","tetotéri","nincs megadva",NA,NA
