"","address","price","area","noroom","description","Ingatlan állapota","Építés éve","Komfort","Energiatanúsítvány","Emelet","Épület szintjei","Lift","Belmagasság","Futés","Légkondicionáló","Rezsiköltség","Akadálymentesített","Fürdo és WC","Tájolás","Kilátás","Erkély mérete","Kertkapcsolatos","Tetotér","Parkolás","Parkolóhely ára","Panelprogram"
"1","V. kerület, Kossuth Lajos utca","48,99 millió Ft","56 m²","1 + 1 fél","Szeretne egy teljes köruen felújított, jó elrendezésu, fiatalos lakásban élni? Saját célra vagy befektetésre vásárolna? Rövid vagy hosszú távú kiadásra keres? A tágas nappali vagy az ülo/fekvo párkány tetszik jobban? A kiváló lokáció vagy a jó tömegközlekedés a fontosabb? Itt nem kell választania! Amennyiben felkeltette érdeklodését olvassa tovább!Kizárólagos hirdetés CSAK a Mi kínálatunkban!Az V. kerületben, frekventált környéken ELADÓ egy 56 nm-es, (52 nm-es lakórész és 4,6 nm-es extra ülo/fekvo párkány) másfél szobás, felújított, déli fekvésu, kellemes hangulatú lakás, egy nagyon szép, 4 emeletes társasházban!Lakás:A lakás felújítása során a legfontosabb szempontok a minoség, a fiatalos-, harmonikus kialakítás és az otthonosság érzete volt. Emellett ugyanúgy kiválóan alkalmas lehet rövid távú kiadásra, a bejárati ajtó melletti kulcsbox miatt. A 6 ponton záródó bejárati ajtón belépve az elotérbol jobbra található a zuhanyzós fürdoszoba, tovább haladva a szeparált konyha, amivel szemben a hálószoba kapott helyet. Mellette helyezkedik el a kamra, mely számos használati tárgyunk tárolására alkalmas. Tovább haladva pedig a dupla fekvo,- ülo párkánnyal ellátott, tágas, fényes nappalit találjuk. A nagy méretu párkány berendezve növeli az ingatlan egyediségét és egyszerre kellemes, otthonos hangulatot kölcsönöz. Így a hideg téli napokon, egy jó könyvvel a kezünkben, lehetoségünk nyílik a kikapcsolódásra vagy évszaktól függetlenül bensoséges beszélgetések lefolytatására.Helyiséglista:- Nappali: 29,76 nm- Szoba: 7,63 nm- Párkány: 4,60 nm- Konyha: 8,03 nm- Kamra: 1,06 nm- Eloszoba: 2,84 nm- Fürdo: 2,52 nmMuszaki állapot:Az ingatlan teljes köru felújításon esett át a vezetékektol a burkolatokig. A nappali és a hálószoba laminált padlóburkolattal, a többi helyiség pedig járólappal burkolt. A lakásban kétrétegu muanyag nyílászárók vannak. A felszerelt konyhában indukciós fozolap, szagelszívó, huto, mikró található, a fürdoszobában az alapfelszereltségen kívül egy elöltöltos mosógép kapott helyet. A berendezés megegyezés kérdése. A futés és a hutés hoszivattyús rendszerrel történik. A meleg vízrol a fürdoben és a konyhában egyaránt a magas minoségu Ariston bojler gondoskodik. A lakáshoz egy darab vízóra tartozik.A közös költség: 12.800 Ft havonta, amely tartalmazza felújítási alapot (1100 Ft), szemétszállítást, közös villanyt, biztosítást és az egyéb szokásos költségeket.Belmagasság: 3 m. Telekommunikáció: Telekom és Vodafone-UPC elérheto a házban.Környék:Az ingatlan igazán kiváló környéken, a Ferenciek tere és az Astoria között, a Váci utca szomszédságában helyezkedik el. Igen jól ellátott, minden megtalálható, ami a mindennapi élethez szükséges és azon felül is exkluzív üzletek, éttermek. Az itt lakók mindennapjait kávézók, éttermek, kisboltok, szupermarketek, orvosi rendelok, gyógyszertárak, óvodák, iskolák, közintézmények, cukrászdák, kávézók teszik még kényelmesebbé.Közlekedés:Remek tömegközlekedés jellemzi a környéket. Pár perc sétára található számos villamos (47, 48, 49), buszok (9, 100E, 5, 7, 8E, 108E, 110, 110E, 112, 133E), éjszakai járatok, valamint a M3-as, M2-es metrók érhetoek el.Parkolás:Utcán, közterületen fizetos. Közeli utcában mélygarázsokban.Ajánlom:Olyan egyedülállóknak, pároknak, továbbá befektetésnek rövid- vagy hosszútávú kiadásra, akik egy jól ellátott környék mellett, egy hangulatos, jó minoségu ingatlant szeretnének.Ha ilyen lakást keres, ne is keresse tovább, megtalálta! HÍVJON FEL, KÉRJEN EGY IDOPONTOT, JÖJJÖN ÉS NÉZZE MEG!Eladó az Ön lakása is? Szeretné magas minoségben, és a legjobb áron értékesíteni?ELADJUK AZ ÖN LAKÁSÁT is!Banki ügyintézore, ügyvédre lenne szüksége? Kérje szakembereink elérhetoségét!AZ INFORMÁCIÓK TÁJÉKOZTATÓ JELLEGUEK!Kellemes napot!","felújított","1950 elott","összkomfortos","nincs megadva","1","4","van","3 m-nél magasabb","hoszivattyú","van","nincs megadva","nincs megadva","külön helyiségben","dél","utcai","nincs megadva","nincs megadva","nincs megadva","utca, közterület - fizetos övezet",NA,NA
"2","XIV. kerület, Bíbor utca 8.","48,99 millió Ft","46 m²","2","Zöldhitelre alkalmas lakásHazánkban elsoként kezdeményeztük és kiviteleztük a társasházakon muködo mini naperomuvek telepítését és üzemeltetését.Ha Önnek fontos, hogy egészséges környezetben, energiatakarékos lakásban, környezetkímélo módon éljen.Energiatakarékos, allergiamentes, környezetbarát otthonok a belvárostól egy ugrásra, kiváló közlekedés mellett (2-es metró, több villamosvonal) a Fogarasi úrtól nyíló csendes, egyirányú utcában található. A közelben számos park, bevásárlóközpont és étterem található.- Az építkezés 2021.06. kezdodött, várható befejezése 2022.12. Azoknak az épületeknek, amelyek 2022. június 30. utáni idopontban szereznek használatbavételi engedélyt, kötelezoen teljesíteniük kell a közel nulla energiaigényu épületek » energiahatékonysági eloírásait, ez a társasház is ezen szabályoknak megfeleloen fog épülni. Saját beruházású és kivitelezésu igényes és magas minoségu anyagok beépítésével épülo társasház.- 28 lakásos,  liftes társasház,- Energiatakarékos otthonok amit a naperomu ,levegos hoszivattyú, 3 rétegu üvegek, grafitos hoszigetelés biztosítanak- ""0""Ft-os futési költség, a napelemek megtermelik a futéshez szükséges energiát,188 db német technológiájú napelem 20 év teljesköru gyártói garanciával.- ""0""Ft-os gázszámla- Pollenek és egyéb lebego anyagok szurése, Vírusok, baktériumok, Szagok , Szén-dioxid , Pára és    penész , Poratka mentes otthonok- Alacsony rezsi- A kert öntözése saját esovíztározóból fog üzemelni- 15 % foglalóval lehet elindítani, azt követoen egyéni megegyezés szerint történik az adás-vétel- Ezek a lakások 1-2-3-4 emeleteken megtalálhatok.","új építésu","2022","összkomfortos","BB","1","6","van","nincs megadva","megújuló energia, hoszivattyú","van","3 E Ft/hó","igen","nincs megadva","délnyugat","udvari","7 m²","nincs megadva","nincs megadva","teremgarázs hely - kötelezo megvenni","4 000 000 Ft",NA
"3","VI. kerület, Szondi utca 57.","48,99 millió Ft","35 m²","2","Örömmel mutatjuk be Önöknek legújabb, projektünket, mely a közkedvelt élettel teli belvárosban, a Szondi utcában található.Az Ön által kiválasztott lakás 3. emeleti, utcára nézo, az amerikai konyhás nappalin kívül,1 hálószobából, eloszobából, fürdoszobából áll, francia erkélyes, világos, északkeleti fekvésu.Az ingatlan egyedi méroórákkal rendelkezik, a padlófutést és a meleg vízellátást kondenzációs kazán biztosítja. A hutést modern, nagy hatásfokú VRV (változó hutoközeg tömegáram) klímarendszer látja el.A magas minoségu, 6 kamrás ütközotömítéses, letisztult egyenes vonalú designnal rendelkezo HOFSTADTER nyílászárói rendkívül világossá és zajmentessé teszik az ingatlant.A vevotájékoztató szerinti hideg és meleg burkolatok, belso nyílászárók, szaniterek, szerelvények választhatóak az Ön igényei szerint. Kérjük, hogy vevotájékoztatónk megküldését kérje kollégáinktól.Az épület környékén kiváló az infrastruktúra, sok szolgáltatást gyalogos távolságra megtalál beruházásunk környezetében.A Nyugati tér és a Nagy Körút, (M3, 6, 9, 91, 191, 291, 105-ös buszjáratok, a közkedvelt 4-6-os villamos, 72, 73, 76-os troli vonalak, M1-es metró, valamint számtalan éjszakai járat pár perc távolságra megtalálhatóak.A lakás szomszédságában található az Oktogon, Nyugati pályaudvar és az Andrássy út, kiváló választás lehet egyedülállóknak, pároknak, akik a belvárosban szeretnének élni, vagy akár befektetoknek is.Bevásárlóközpont, éttermek, romkocsmák, szórakozóhelyek, városi klubok és a mindennapi élethez szükséges szolgáltatások is, mint posta, bank és élelmiszer kiskereskedések kínálatából lehet válogatni.Minden kényelem megtalálható, amit egy nagyváros kínálhat. Vásárlás a Westend City Centerben, kocogás a Városliget parkjaiban (Liget Budapest Projekt), vagy a Margit szigeten, reggeli kávé a kedvenc éttermünk teraszán.A lakások garanciálisak, kialakításánál a legmagasabb igényeket vettük figyelembe.Az lakáshoz tároló, illetve teremgarázs beállóhely vásárolható.Az ingatlan pontos muszaki leírását honlapunkon csatolmányként, vagy mellékelt képként tudja megnyitni.Egyedi igényekre szabott lakáshitelekkel állunk rendelkezésére.Munkatársaink nagy szakmai tapasztalattal várják Önt az elore egyeztetett idopontban.","új építésu","2022","nincs megadva","nincs megadva","5","6","van","nincs megadva","padlófutés","van","nincs megadva","nincs megadva","egy helyiségben","délnyugat","udvari","1 m²","nem","nem tetotéri","teremgarázs hely - megvásárolható","7 000 000 Ft",NA
"4","XIII. kerület, Vizafogó","48,99 millió Ft","42 m²","2","Eladó egy modern, különleges és kizárólagos szolgáltatásokat nyújtó társasházban lévo, Margitszigeti kilátással,rendelkezo, frissen felújított, nagy erkélyes  1.5 szobás lakás. A minoségi anyagokkal elvégzett munkálatok, minden részletre kiterjedtek. (olasz csempe, tölgy parketta, design ledlámpák, üveg tolóajtó, elektromos kapcsolók stb. Tágas tükörajtós szekrények, egyedi fogyasztásmérok, kertre nézo nagy erkély, vadonatúj, még nem használt fürdoszoba, a lakás jellemzoi. A konyha végleges kialakítása, az új tulajdonos igényei alapján történhet meg. A ház lakói számára elérheto kényelmi szolgáltatások, -24h portaszolgálat, -korlátlan és kizárólagos uszoda és wellness használat, (6.30h-22h között)-ingyenes autómosás a garázsszinten, Pár lépésnyire, Dunapart,sétány, bicikli út, fútópálya, sportpályák, zárt kutyafuttató.Az elhelyezkedés és a közlekedés, is kiváló. Árpád-híd, Dagály fürdo, Duna-Aréna, Váci út közelsége, illetve a M3, 75-79 trolik, 115, 15 buszok is perceken belül elérhetoek.Ajánlom az egyedi hangulatot, a  minoségi életérzést kedveloknek, az új vagy újszeru lakásba költözés érzését kedveloknek.Egyedi igényekre szabott lakáshitelekkel állunk rendelkezésére. Bankfüggetlen hitelcentrumunk az országban elérheto összes bank és hitelintézet ajánlatát versenyezteti az Ön számára díjmentesen. Munkatársaink nagy szakmai tapasztalattal várják Önt az elore egyeztetett idopontban akár a normál munkaido után is.Bovebb információért és a megtekintéssel kapcsolatban hívjon bizalommal!","felújított","2001 és 2010 között","nincs megadva","nincs megadva","1","nincs megadva","van","3 m-nél alacsonyabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","észak","kertre néz","3 m²","nincs megadva","nem tetotéri","nincs megadva",NA,NA
"5","XIII. kerület, Vizafogó","48,99 millió Ft","42 m²","2","5 * Életérzés egy különleges lakóparkban!Eladó egy modern, különleges és kizárólagos szolgáltatásokat nyújtó társasházban lévo, Margitszigeti kilátással,rendelkezo, frissen felújított, nagy erkélyes 1.5 szobás lakás.A minoségi anyagokkal elvégzett munkálatok, minden részletre kiterjedtek. (olasz csempe, tölgy parketta, design ledlámpák, üveg tolóajtó, elektromos kapcsolók stb. Tágas tükörajtós szekrények, egyedi fogyasztásmérok, kertre nézo nagy erkély, vadonatúj, még nem használt fürdoszoba, a lakás jellemzoi. A konyha végleges kialakítása, az új tulajdonos igényei alapján történhet meg.A ház lakói számára elérheto kényelmi szolgáltatások,-24h portaszolgálat,-korlátlan és kizárólagos uszoda és wellness használat, (6.30h-22h között)-ingyenes autómosás a garázsszintenBovebb információért és a megtekintéssel kapcsolatban hívjon bizalommal!","nincs megadva",NA,"nincs megadva","nincs megadva","1","nincs megadva","nincs megadva","nincs megadva","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva",NA,NA
"6","XIII. kerület, Vizafogó","48,99 millió Ft","42 m²","2","Csodás kilátások egy különleges lakóparkbanEladó egy modern, különleges és kizárólagos szolgáltatásokat nyújtó társasházban lévo, Margitszigeti kilátással rendelkezo, frissen felújított, nagy erkélyes 1.5 szobás lakás.A minoségi anyagokkal elvégzett munkálatok, minden részletre kiterjedtek. (olasz csempe, tölgy parketta, design ledlámpák, üveg tolóajtó, elektromos kapcsolók stb. Tágas tükörajtós szekrények, egyedi fogyasztásmérok, kertre nézo nagy erkély, vadonatúj, még nem használt fürdoszoba, a lakás jellemzoi. A konyha végleges kialakítása, az új tulajdonos igényei alapján történhet meg.A ház lakói számára elérheto kényelmi szolgáltatások,-24h portaszolgálat,-korlátlan és kizárólagos uszoda és wellness használat, (6.30h-22h között)-ingyenes autómosás a garázsszinten,Pár lépésnyire, Dunapart sétány, bicikli út, futópálya, sportpályák, zárt kutyafuttató.Az elhelyezkedés és a közlekedés, is kiváló.  Ajánlom az egyedi hangulatot, aminoségi életérzést kedveloknek, az új vagy újszeru lakásba költözés érzését kedveloknek.Hívjon most!","felújított","2001 és 2010 között","összkomfortos","nincs megadva","1","7","van","3 m-nél alacsonyabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","egy helyiségben","észak","kertre néz","3 m²","nincs megadva","nincs megadva","nincs megadva",NA,NA
"7","XIII. kerület, Viza utca","48,99 millió Ft","42 m²","2","13. kerület, Vizafogón, újszeru, két szobás, erkélyes, kertre nézo lakás eladó. Kérésre további képeket és alaprajzot tudok küldeni.","újszeru","2001 és 2010 között","összkomfortos","nincs megadva","1","7","van","3 m-nél alacsonyabb","házközponti egyedi méréssel","nincs megadva","nincs megadva","nincs megadva","egy helyiségben","észak","kertre néz","3 m²","nem","nincs megadva","nincs megadva",NA,NA
"8","XIV. kerület, Törökor","48,99 millió Ft","44 m²","2","Eladó Zuglóban a XIV. kerületben egy 44,6 m2 +7 m2-es erkélyes, 1. emeleti 2 szoba étkezokonyhás lakás. Zöld-hitel és CSOK igénybe vételének lehetoségével, kiemelkedo infrastruktúra mellett, értékálló, energiatakarékos, allergén mentes, környezetbarát otthonok épülnek 28 lakásos társasházban. Az épületben változatos méretu és szoba számú lakások kerültek kialakításra, 31 m2.-tol 77 m2-ig. A legkisebb 1 szobástól a 4 szobásig többféle lakás típus elérheto. A lakások hocserés huto-futo rendszerrel lesznek felszerelve, melynek muködése zajmentes, és minden évszakban gondoskodik a kellemes hoérzetrol, miközben kiszuri a polleneket, vírusokat, allergéneket, baktériumokat a légtérbol. Az energiaellátást környezettudatos megújuló energiaforrás biztosítja, napelem formájában. Ennek köszönhetoen alacsony lesz a fenntartási költség. Az ötszintes épület csendes utcában helyezkedik el, ahonnan a belváros könnyen elérheto rövid idon belül az M2 metróvonal segítségével. Bevásárlási lehetoségek széles választéka megtalálható a közelben: Árkád, Sugár és az Aréna bevásárlóközpontokban az üzletek és szolgáltatások mellet, mozik, kávézók és éttermek is találhatók. A kerületben több sportpálya és fitness terem áll rendelkezésére a sportolni vágyóknak. A közeli Városliget szintén számos kikapcsolódási lehetoséget biztosít az itt lakók számára. A mujégpálya illetve a csónakázó tó mellett a Széchenyi Fürdo, az állatkert és a Hosök terén lévo múzeumok is várják azokat akik minoségi szabadidotöltésre vágynak. Nézze meg, szerezzen saját tapasztalatot az ingatlanról. Bovebb tájékoztatásért forduljon hozzám bizalommal a megtekintés elott. Az OTP Bankcsoport teljes köru ügyintézéssel áll az eladók és a vevok rendelkezésére! A kínálatunkból választott ingatlan finanszírozásához kedvezményes hitel- és lízingkonstrukciókat, lakástakarék-pénztári megoldásokat kínálunk. Az adásvételi szerzodés megkötéséhez igény szerint megbízható ügyvédi közremuködést biztosítunk, és segítséget nyújtunk az adásvételhez kapcsolódó ügyek intézésében. Referenciaszám: M205715Referencia szám: M205715","nincs megadva",NA,"összkomfortos","nincs megadva","1","nincs megadva","van","nincs megadva","egyéb","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","udvari","7 m²","nincs megadva","nem tetotéri","nincs megadva",NA,NA
"9","XIV. kerület, Törökor","48,99 millió Ft","44 m²","2","Eladó Zuglóban a XIV. kerületben egy 44,6 m2 +7 m2-es erkélyes, 1. emeleti 2 szoba étkezokonyhás lakás. Zöld-hitel és CSOK igénybe vételének lehetoségével, kiemelkedo infrastruktúra mellett, értékálló, energiatakarékos, allergénmentes, környezetbarát otthonok épülnek 28 lakásos társasházban. Az épületben változatos méretu és szoba számú lakások kerültek kialakításra, 31 m2.-tol 77 m2-ig. A legkisebb 1 szobástól a 4 szobásig többféle lakás típus elérheto. A lakások hocserés huto-futo rendszerrel lesznek felszerelve, melynek muködése zajmentes, és minden évszakban gondoskodik a kellemes hoérzetrol, miközben kiszuri a polleneket, vírusokat, allergéneket, baktériumokat a légtérbol. Az energiaellátást környezettudatos megújuló energiaforrás biztosítja, napelem formájában. Ennek köszönhetoen alacsony lesz a fenntartási költség. Az ötszintes épület csendes utcában helyezkedik el, ahonnan a belváros könnyen elérheto rövid idon belül az M2 metróvonal segítségével. Bevásárlási lehetoségek széles választéka megtalálható a közelben: Árkád, Sugár és az Aréna bevásárlóközpontokban az üzletek és szolgáltatások mellet, mozik, kávézók és éttermek is találhatók. A kerületben több sportpálya és fitnesss terem áll rendelkezésére a sportolni vágyóknak. A közeli Városliget szintén számos kikapcsolódási lehetoséget biztosít az itt lakók számára. A mujégpálya illetve a csónakázó tó mellett a Széchenyi Fürdo, az állatkert és a Hosök terén lévo múzeumok is várják azokat akik minoségi szabadidotöltésre vágynak. Nézze meg, szerezzen saját tapasztalatot az ingatlanról. Bovebb tájékoztatásért forduljon hozzám bizalommal a megtekintés elott. Az OTP Bankcsoport teljes köru ügyintézéssel áll az eladók és a vevok rendelkezésére! A kínálatunkból választott ingatlan finanszírozásához kedvezményes hitel- és lízingkonstrukciókat, lakástakarék-pénztári megoldásokat kínálunk. Az adásvételi szerzodés megkötéséhez igény szerint megbízható ügyvédi közremuködést biztosítunk, és segítséget nyújtunk az adásvételhez kapcsolódó ügyek intézésében. Referenciaszám: M205715 48990000 FtReferencia szám: M205715","nincs megadva",NA,"összkomfortos","nincs megadva","1","nincs megadva","van","nincs megadva","egyéb","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","udvari","7 m²","nincs megadva","nem tetotéri","nincs megadva",NA,NA
"10","XIII. kerület, Népfürdo utca","48,99 millió Ft","42 m²","2","Eladó egy modern, különleges és kizárólagos szolgáltatásokat nyújtó társasházban lévo, Margitszigeti kilátással rendelkezo, frissen felújított, nagy erkélyes 1.5 szobás lakás.A minoségi anyagokkal elvégzett felújítási munkálatok minden részletre kiterjedtek : olasz csempe, tölgy parketta, design led lámpák, üveg tolóajtó, elektromos kapcsolók stb. Tágas tükörajtós szekrények, egyedi fogyasztásmérok, kertre nézo nagy erkély, vadonatúj, még nem használt fürdoszoba a lakás jellemzoi. A konyha végleges kialakítása az új tulajdonos igényei alapján történhet meg.A ház lakói számára elérheto kényelmi szolgáltatások:-24 órás portaszolgálat,-korlátlan és kizárólagos uszoda és wellness használat-ingyenes autómosás a garázsszinten.Pár lépésnyire a Duna, parti sétánnyal, bicikli úttal, futó-és sportpályákkal, zárt kutyafuttatóval.Az elhelyezkedés és a közlekedés is kiváló. Az Árpád-híd, a Dagály fürdo, a Duna-Aréna, a Váci út közelsége, illetve a M3 metró, a 75-79 trolik, 115, 15 buszok is perceken belül elérhetoek. Ajánlom az egyedi hangulatot, a minoségi életérzést kedveloknek, az új vagy újszeru lakásba költözés érzését kedveloknek.Egyedi igényekre szabott lakáshitelekkel állunk rendelkezésére. Bankfüggetlen hitelcentrumunk az országban elérheto összes bank és hitelintézet ajánlatát versenyezteti az Ön számára díjmentesen. Munkatársaink nagy szakmai tapasztalattal várják Önt az elore egyeztetett idopontban akár a normál munkaido után is.Bovebb információért és a megtekintéssel kapcsolatban hívjon bizalommal!","felújított","nincs megadva","összkomfortos","nincs megadva","nincs megadva","7","van","3 m-nél alacsonyabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","egy helyiségben","észak","kertre néz","3 m²","nincs megadva","nincs megadva","nincs megadva",NA,NA
