"","address","price","area","noroom","description","Ingatlan állapota","Építés éve","Komfort","Energiatanúsítvány","Emelet","Épület szintjei","Lift","Belmagasság","Futés","Légkondicionáló","Rezsiköltség","Akadálymentesített","Fürdo és WC","Tájolás","Kilátás","Erkély mérete","Kertkapcsolatos","Tetotér","Parkolás","Parkolóhely ára","Panelprogram"
"1","V. kerület, Szalay utca","189 ezer €","38 m²","1","Eladásra kínálunk egy 38nm-es studio lakást a Szalay utcában, erkéllyel és panorámás kilátással a Parlamentre. A lakás egy klasszikus, liftes ház 2.emeletén található. Nagyszeru lehetoség befektetésnek.","közepes állapotú","nincs megadva","nincs megadva","nincs megadva","2","nincs megadva","van","3 m-nél magasabb","házközponti","nincs megadva","nincs megadva","nincs megadva","egy helyiségben","délnyugat","panorámás","3 m²","nincs megadva","nincs megadva","nincs megadva",NA,NA
"2","V. kerület, Régi posta utca","189 ezer €","55 m²","1","Eladásra kínálok a Belváros szívében, a Régiposta utcában, egy igazi ékszer lakást. A társasház, liftes, karbantartott, hat szintes. Az eladásra kínált ingatlan 55 nm, egy szoba, hallos, igen jó állapotú, belmagassága 3.8 m, pár éve felújították. A nappali ami több mint 30nm, utcára néz, világos, parkettás. Az ingatlan gáz-cirkó futéses, közös költség vízzel együtt 13.000.- ft. Az ingatlan azonnal birtokba veheto. Várom hívását a hét minden napján.","jó állapotú","1950 elott","összkomfortos","nincs megadva","nincs megadva","6","van","3 m-nél magasabb","gáz (cirko)","nincs","25 E Ft/hó","nem","egy helyiségben","északkelet","utcai","nincs megadva","nem","nem tetotéri","utca, közterület",NA,NA
"3","IX. kerület, Pápay István utca 5.","69,17 millió Ft","51 m²","2","(hivatkozási szám:902/A) Alacsony rezsiju lakások, hoszivattyús huto-futo rendszerrel! Egyedülálló 20-80%-os fizetési konstrukció! CSOK igénybe veheto!  Saját parkra nézo, nagyméretu teraszok és tágas, modern kialakítású napfényes lakások. A Pápay Park a természetes fényben úszó, nyitott középfolyosóktól és játékos elrendezésu homlokzati üvegfelületektol lesz egyedülálló. Felejtse el a zsúfolt bérlakások hangulatát és költözzön élheto, belvárosi otthonba.A Pápay Parkot a jövo technológiájával építjük. A hoszivattyús huto-futo rendszernek köszönhetoen a lakások magas energiahatékonyságú besorolást kaptak, mely nem csak idotálló, de értéknövelo is.A lakópark a város lükteto szívében mégis csendes utcában épül. Tucatnyi kulturális program (Nemzeti Színház, Ludwig Múzeum, Muvészetek Palotája) és aktív kikapcsolódási lehetoségek (Gizella sétány és a Dandár fürdo) várják a beköltözoket egy sétányi távolságra.A Pápay Park elhelyezkedése garancia a kiváló befektetésre. A kulturális lehetoségek mellett a környék irodaházai és egyetemei biztosítják a lakások kiadhatóságát és értékállóságát.Éljen a kedvezményes ÁFA nyújtotta lehetoséggel és használja ki, hogy egyedülálló ajánlatunkkal most akár 20-80%-os finanszírozási konstrukcióval lekötheti új otthonát. Nagyobb alapterületu 3,-4,- és 5 szobás családi otthonokra a CSOK is igénybe veheto. Az épület alatt teremgarázsok, tárolók készülnek, melyeket opcionálisan lehet a lakásokhoz megvásárolni. Tömegközlekedési lehetoségek: 2-5 perces távolságra található a 2-es villamos és a 23, 54, 55-ös buszok megállója, ahol elérhetoek a és 979A jelzésu éjszakai autóbuszjáratok is. Az M3 metróvonal állomásai (Klinikák és Nagyvárad tér) és a 4-6-os villamos megállója (Boráros tér) is 10-15 percen belül elérhetok.","új építésu","2021","összkomfortos","nincs megadva","9","9","van","3 m-nél alacsonyabb","hoszivattyú, fan-coil","nincs megadva","nincs megadva","nincs megadva","egy helyiségben","kelet","udvari","21.12 m²","nincs megadva","nem tetotéri","teremgarázs hely - megvásárolható","8 000 000 Ft",NA
"4","XIII. kerület, Újlipótváros","69,2 millió Ft","62 m²","3","Remek választás! Magas emeleti, erkélyes otthon az Újlipótvárosban!Bauhaus épületben, napfényes, jó állapotú, fiatalos, nappali és két hálós elosztású ingatlant kínálok megvételre! Szent I krt. - Margit híd - Jászai M tér - Pozsonyi - Szent I. park .....További információkért és a megtekintéssel kapcsolatosan, hívjon bizalommal!","jó állapotú","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","van","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","utcai","3 m²","nincs megadva","nincs megadva","nincs megadva",NA,NA
"5","VIII. kerület, Józsefváros - Csarnoknegyed","69,25 millió Ft","93 m²","3 + 1 fél","Eladó a 8.kerületben egy 93 m2-es felújított nagypolgári lakás.Helységek:3 nagy szoba/17,17,19.5 M2/,étkezo+konyha 20 m2,Eloszoba 10 m2,fürdo 5 m2,wc 1.5 m2,Spájz 5 m2.A lakás a Baross utcában van,pár perc séta a Corvin negyed.Óvoda,iskola,egyetem a közelben.Körút 3 perc séta.Aki egy kényelmes,élheto,világos lakást keres,jó helyen jár.Várom hívását,akár hétvégén is.","felújított","1950 és 1980 között","nincs megadva","nincs megadva","nincs megadva","földszintes","van","3 m-nél magasabb","gáz (cirko)","nincs","35 E Ft/hó","nem","külön helyiségben","délkelet","utcai","nincs megadva","nem","nem tetotéri","utca, közterület - fizetos övezet",NA,NA
"6","IX. kerület, Pápay István utca 5.","69,28 millió Ft","57 m²","3","(hivatkozási szám:901/B) Alacsony rezsiju lakások, hoszivattyús huto-futo rendszerrel! Egyedülálló 20-80%-os fizetési konstrukció! CSOK igénybe veheto!  Saját parkra nézo, nagyméretu teraszok és tágas, modern kialakítású napfényes lakások. A Pápay Park a természetes fényben úszó, nyitott középfolyosóktól és játékos elrendezésu homlokzati üvegfelületektol lesz egyedülálló. Felejtse el a zsúfolt bérlakások hangulatát és költözzön élheto, belvárosi otthonba.A Pápay Parkot a jövo technológiájával építjük. A hoszivattyús huto-futo rendszernek köszönhetoen a lakások magas energiahatékonyságú besorolást kaptak, mely nem csak idotálló, de értéknövelo is.A lakópark a város lükteto szívében mégis csendes utcában épül. Tucatnyi kulturális program (Nemzeti Színház, Ludwig Múzeum, Muvészetek Palotája) és aktív kikapcsolódási lehetoségek (Gizella sétány és a Dandár fürdo) várják a beköltözoket egy sétányi távolságra.A Pápay Park elhelyezkedése garancia a kiváló befektetésre. A kulturális lehetoségek mellett a környék irodaházai és egyetemei biztosítják a lakások kiadhatóságát és értékállóságát.Éljen a kedvezményes ÁFA nyújtotta lehetoséggel és használja ki, hogy egyedülálló ajánlatunkkal most akár 20-80%-os finanszírozási konstrukcióval lekötheti új otthonát. Nagyobb alapterületu 3,-4,- és 5 szobás családi otthonokra a CSOK is igénybe veheto. Az épület alatt teremgarázsok, tárolók készülnek, melyeket opcionálisan lehet a lakásokhoz megvásárolni. Tömegközlekedési lehetoségek: 2-5 perces távolságra található a 2-es villamos és a 23, 54, 55-ös buszok megállója, ahol elérhetoek a és 979A jelzésu éjszakai autóbuszjáratok is. Az M3 metróvonal állomásai (Klinikák és Nagyvárad tér) és a 4-6-os villamos megállója (Boráros tér) is 10-15 percen belül elérhetok.","új építésu","2021","összkomfortos","nincs megadva","9","9","van","3 m-nél alacsonyabb","fan-coil, hoszivattyú","nincs megadva","nincs megadva","nincs megadva","külön és egyben is","kelet","udvari","8.97 m²","nincs megadva","nem tetotéri","teremgarázs hely - megvásárolható","5 000 000 Ft",NA
"7","XIII. kerület, Angyalföldi út","69,3 millió Ft","67 m²","3","Magyarország legdinamikusabban fejlodo részén, a XIII. kerületi Váci úti irodafolyosó közelében épül. Ez a terület kiválóan megfelel családi otthonoknak úgy, mint befektetési célból vásárolt ingatlanoknak is. A lokációnak is köszönheto a környezetbarát orientáltság, mivel az épület jól megközelítheto a városi tömegközlekedésessel (a metrómegálló 200 méteres sétával elérheto, valamint troli villamos és éjszakai busz járatok is pár perce helyezkednek el), kerékpárral, elektromos jármuvekkel, amely szintén erosíti a fenntarthatóságát a lakóépületnek. Az ingatlan közelében színvonalas iskolák, óvodák, bevásárlási lehetoségek találhatók, a remek infrastruktúrájú környéken.","újszeru","2020","nincs megadva","nincs megadva","2","7","van","3 m-nél alacsonyabb","megújuló energia","van","nincs megadva","igen","külön és egyben is","délnyugat","kertre néz","31.23 m²","nem","nem tetotéri","teremgarázs hely - megvásárolható",NA,NA
"8","IX. kerület, Haller utca 11.","69,32 millió Ft","68 m²","3","Idén is 5% Áfás projekt! Kedvezo hitelkonstrukció!20% önerovel lekötheto! 80% átadás után.Eladó a kilencedik kerület dinamikusan fejlodo részén kiváló közlekedéssel, a Dunától 5 percre épülo társasházi lakás. Zöld energia, belso park, alacsony rezsi, parkoló és tároló opcióval. 2B11Bovebb információért keressen minket telefonon vagy mailban.","új építésu","2023","összkomfortos","nincs megadva","2","9","van","3 m-nél alacsonyabb","mennyezeti hutés-futés, hoszivattyú","nincs megadva","nincs megadva","nincs megadva","nincs megadva","észak","kertre néz","6.36 m²","nem","nem tetotéri","teremgarázs hely - megvásárolható","6 900 000 Ft",NA
"9","IX. kerület, Középso-Ferencváros","69,33 millió Ft","70 m²","2","20% ÖNERO, AZ INGATLAN HASZNÁLATBAVÉTELI ENGEDÉLYEKOR KELL A FENNMARADÓ 80%-OT FIZETNI. KITUNO BEFEKTETÉS, ZÖLD HITEL! MINIMÁLIS REZSI!A VÉTELÁR TARTALMAZZA AZ ÜGYVÉDI DÍJAT!5% Áfás projekt! CSOK, babaváró hitel, Kedvezo hitelkonstrukciók, állami támogatások! Zöld terasz a harmadik és a hetedik emeleten, közös kert!KÉRJ AJÁNLATOT! 66 különbözo lakástípus!Budapesti ingatlaniroda eladásra kínálja 2240 referenciaszámú projekt lakásait. Az építkezés a IX.-dik kerület folyamatosan megújuló kituno közlekedéssel rendelkezo Középso- Ferencváros rehabilitációs városrészén zajlik. A Duna parttól pár percre!ÁTADÁS: 2023. ELSO- MÁSODIK NEGYEDÉVB110-ES LAKÁS: Amerikai konyhás nappali- étkezos, nyugati fekvésu, elso emeleti, 15nm-es hálószobával, gardróbszobával és 10 nm-es terasszal eladó, belso kertre nézo kilátással.(Nappali: 22,46nm, Konyha-Étkezo: 12,49nm, Háló: 15,47nm, Gardrób: 5,58nm, Fürdo: 5,82nm, Eloszoba: 7,45nm, Terasz: 9,81nm).ÖSSZES NETTÓ ALAPTERÜLET: 69,27NMTOVÁBBI LAKÁSOK: 66 FÉLE LAKÁSTÍPUS ÉRHETO EL! KÉRDEZZ BÁTRAN, TALÁLUNK AZ IGÉNYEIDNEK MEGFELELO LAKÁST.Közeli zöldövezet és belso kert, tömegközlekedési csomópont, megfelelo méretu és elosztású fényes lakások, geotermikus energia és minimális rezsi,100% környezetbarát.HOSZIVATTYÚS RENDSZER SZOLGÁLTATJA A MENNYEZETI FUTÉS-HUTÉST, KLÍMA BESZERELÉSÉRE NINCS SZÜKSÉG.M3-as metró Nagyvárad téri megállójától, a Duna felol pedig HÉV-vel, illetve a Keleti-pályaudvar is egy villamosvonalon elérheto. Közelben a SOTE, az NKE, a BME és az ELTE. A közeli Népliget és a Duna-part kellemes sportolási és rekreációs lehetoséget nyújt.450 férohelyes teremgarázs! ELEKTROMOS JÁRMUVEDET GOND NÉLKÜL FELTÖLTHETED A SAJÁT PARKOLÓHELYÉN.OKOS OTTHON RENDSZER: Vezérelj mindent a telefonod segítségével!DIGITÁLIS BIZTONSÁG: 24/7 állandó megfigyelés alatt állnak. A belépést digitális azonosító segíti.KÖRNYEZETTUDATOS ENERGIA: a geotermikus energiának köszönhetoen a leheto legalacsonyabb rezsiköltséged.Az épület muszaki tartalma a személyes prezentáción","új építésu","2021","összkomfortos","nincs megadva","1","9","van","nincs megadva","megújuló energia","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nyugat","nincs megadva","10 m²","nincs megadva","nem tetotéri","teremgarázs hely - megvásárolható",NA,NA
"10","XIII. kerület, Szabolcs utca 4-6.","69,37 millió Ft","68 m²","3","""A ház a tisztán szerkesztett tömegformálásával és nagy zöld kertjeivel szerves része lesz a környék most kialakuló új városi szövetének. Ez a kialakítás lehetové teszi, hogy jó tájolású, tágas zöld terekre nyíló, világos és élheto lakásokat hozzunk létre.Az utcát a lakásokkal összekapcsoló belso közlekedorendszer formálása a kezdetektol nagy hangsúlyt kapott. Az építészeti koncepció fontos része volt, hogy ezek a közös terek ne rejtve, sötét sarkokba szorítva biztosítsák a közlekedést, hanem tágas, világos tereikkel, tisztán szerkesztett rendszerükkel megjelenve segítsék a mozgást, és ezzel egyfajta átvezetést is biztosítsanak az utca zaja és a lakások privát, intim terei között.A letisztult homlokzatokon domináló világos vakolatot a játékosan mozgó perforált fém árnyékolók oldják. Ezek egy fajta hártyát képeznek az erkélyek külso síkjai mentén, erosítve így a lakások belso tereinek intimitását.""Az Pesti Ház - Ferdinánd Garden a XIII. kerület dinamikusan fejlodo részén - a Városligettol és WestEnd-tol pár perces sétára, a Szabolcs utcában található. Ha nyugodt, harmonikus környezetben, tágas belso kerttel rendelkezo otthont szeretne a belvároshoz közel, a Pesti Ház - Ferdinánd Garden egy remek választás. Az itt lakók számára olyan élmények válhatnak a mindennapok részévé, mint egy kocogás a Városligetben, vagy egy kelleme séta a közeli Dunaparton! MIÉRT ÉRDEMES A PESTI HÁZ -FERDINÁND GARDEN-TVÁLASZTANIA?Mert közel lakhat mindenhezHa szívesen lakna a belvároshoz közel, mert részese szeretne lenni a nyüzsgo városi életnek, akkor a Pesti Ház - Ferdinánd Garden társasházunk kituno választás. Vessen egy pillantást az alábbi térképre és gyozodjön meg róla személyesen is.Néhány percre a Nyugatitól, a tervezett Central Park közvetlen szomszédságában.24 órás recepció áll rendelkezéséreIgyekszünk a házban lakók kényelmét minden szempontból biztosítani. Ezt a kényelmet szolgálja majd a házban kialakításra kerülo 24 órás portaszolgálat is.Tágas átrium teszi napfényessé a belso tereketA belso átriumot az utca felol egy üvegfal határolja, mely öt emeleten át végigfut az épület oldalán, így átengedi a természetes napfényt, mely világossá varázsolja az épület belso tereit, így a lift elotereket és a recepciót is. Ide tényleg öröm lesz hazajönni.Értékálló és biztonságos befektetésAz ingatlan biztonságos befektetés. Az ideális elhelyezkedésu ingatlanok pedig nemcsak értékállóak, de kiemelkedoen magas hozamot biztosítanak tulajdonosaik számára.Az eloértékesítési szakaszban rendkívül kedvezo áron juthat hozzá új lakásához, vásárlásával már az átadásig jelentos értéknövekedést realizálhat.","új építésu","2024","nincs megadva","nincs megadva","3","8","van","3 m-nél alacsonyabb","nincs megadva","nincs megadva","nincs megadva","igen","nincs megadva","nincs megadva","nincs megadva","15.59 m²","nincs megadva","nincs megadva","nincs megadva",NA,NA
