"","address","price","area","noroom","description","Ingatlan állapota","Építés éve","Komfort","Energiatanúsítvány","Emelet","Épület szintjei","Lift","Belmagasság","Futés","Légkondicionáló","Rezsiköltség","Akadálymentesített","Fürdo és WC","Tájolás","Kilátás","Erkély mérete","Kertkapcsolatos","Tetotér","Parkolás","Parkolóhely ára","Panelprogram"
"1","II. kerület, Törökvész","99 millió Ft","74 m²","3","A 2. kerület kiemelten szép területén eladó egy 74 nm-es ingatlan.A teljesköruen felújított lakás egy nappali + amerikai konyha , 2 háló szoba, fürdoszobából áll.A ház 3 társasházi al betéttel rendelkezik, saját kertrésszel.Ezen ingatlanhoz 1 db 10 nm-es tároló és 2 db kerti gépkocsi beálló tartozik.Erkélyérol csodaszámba meno  örök panoráma tárul elénk.Fekvése D, DNY-i.Közös költsége: 28.000 Ft/hó.","jó állapotú","1981 és 2000 között","nincs megadva","nincs megadva","földszint","nincs megadva","nincs megadva","3 m-nél alacsonyabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","dél","kertre néz","10 m²","nincs megadva","nem tetotéri","nincs megadva",NA,NA
"2","II. kerület, Szász Károly utca","99 millió Ft","116 m²","4","IGÉNYESEN FELÚJÍTOTT, CSENDES, NAPFÉNYES, IGAZI NAGYPOLGÁRI LAKÁS A MECHWART LIGETNÉL!II. kerület, Szász Károly utcában 1. emeleti, 3+1 szobás, duplakomfortos, 1 éve magas színvonalon és igényesen felújított, tágas, világos lakás, jól karban tartott liftes házban eladó.A meleget cirkó (hideg burkolatú helyiségekben padlófutés) biztosítja, klíma és riasztó is ki van építve. A lakás valamennyi szobája külön nyíló, 2 fürdoszobával, s külön mosó-szárító helyiséggel rendelkezik.Igazi kuriózum! Ha exkluzív kialakítású, de meleg hangulatú polgári lakást keres csendes utcában, remek közlekedés és infrastruktúra mellett, akkor jöjjön el és tekintse meg mielobb ezt az ingatlant!","felújított","1950 elott","duplakomfortos","nincs megadva","1","nincs megadva","van","3 m-nél magasabb","gáz (cirko)","van","nincs megadva","nincs megadva","nincs megadva","délnyugat","utcai","nincs megadva","nincs megadva","nem tetotéri","nincs megadva",NA,NA
"3","VI. kerület, Nagymezo utca","99 millió Ft","102 m²","3","Pesti Broadwayen kínálom megvételre ezt az igazán tágas,napfényes,utcai nézetu,nappali+ 2 hálós,ablakos konyhás,közepes állapotú,cirkó futéses,nagypolgári(3,9 m belmagasságú),cosmopolita lakást. A ház rendezett a belso lépcsoház homlokzata fel lett újítva.A lakás központi elhelyezkedésének köszönhetoen irodának is egyaránt alkalmas lehet. Az ingatlan azonnal birtokba veheto és tehermentes. Megtekintése rugalmas. Bármilyen kérdése van forduljon hozzám bizalommal.Az ár irányár!","jó állapotú","nincs megadva","összkomfortos","nincs megadva","3","3","nincs","3 m-nél magasabb","gáz (cirko)","nincs","nincs megadva","nincs megadva","külön helyiségben","nincs megadva","utcai","nincs megadva","nincs megadva","nincs megadva","nincs megadva",NA,NA
"4","VI. kerület, Király utca","99 millió Ft","83 m²","4","PÁRATLAN LEHETOSÉG, SAROK LAKÁS ELADÓ A KIRÁLY UTCÁBAN!VI. Kerület belvárosi részén, KÖRÚTON BELÜL, a Király utcában eladó egy 83 nm-es, ragyogó elosztású, 4 szobás, világos lakás.Néhány éve teljes köru felújításon esett át, a víz, gáz, villany, burkolatok és cirkófutés felújítása mellett az alaprajza is praktikusabb lett. A nagy konyha-étkezo közös lakótérként is használható. Mind a négy szoba utcára néz, napfényes, két külön bejáratú fürdoszoba szolgálja a lakók kényelmét. Az ingatlan kiválóan alkalmas hosszú vagy rövid távú bérbeadásra, de egy nagyobb család igényeit is kielégíti.A társasház jó állapotú, anyagilag rendezett, folyamatosan karbantartott, lakóközössége tiszta, kulturált, csendes. Forgalmas környék, igazi városi hangulat, éttermek, kávézók, színházak, valamint pár lépésre a patinás Andrássy út jellemzi.Kiváló közlekedés és infrastruktúra, iskolák, posta, üzletek, M1, trolik, buszok. Ajánlom családoknak, saját részre, de akár befektetésnek, publikálásnak is. A lakás tehermentes, azonnal költözheto.További információkért keressen bátran!","felújított","1950 elott","duplakomfortos","nincs megadva","2","5","van","3 m-nél magasabb","gáz (cirko)","nincs","28,5 E Ft/hó","nem","külön és egyben is","délkelet","utcai","nincs megadva","nem","nem tetotéri","utca, közterület - fizetos övezet",NA,NA
"5","XI. kerület, Sasad","99 millió Ft","66 m²","3","SAJÁT HASZNÁLATÚ KERTKAPCSOLATOS,ÚJSZERU LAKÁS ELADÓ SASADONA Sasadliget lakópark (II. ütemében) eladásra kínálunk egy földszinti, kertkapcsolatos ingatlant. A társasház egy teljesen zárt, grandiózus, gondozott parkban található, melynek a közepén egy játszótér került kialakításra. Kisgyerekes családoknak kiváló választás, itt soha nem fog unatkozni a gyermek, mindig van játszótárs a társasház kertjében. A kert mérete 87,5 nm, kizárólagos használattal, fákkal és sövénnyel teljesen körbetakart.A lakás minden ablakából zöld növényre, fákra lehet rálátni.A vételár három nagyméretu beépített szekrényt is tartalmaz(eloszoba, hálószoba, gardróbhelyiség). Ezen kívül még van lehetoség két szekrény beépítésére.A nyílászárók alumínium redonyökkel vannak ellátva.Az ingatlan észak-keleti fekvésu, emiatt nincs szükség klímára, illetve a teraszok nyáron is egész nap használhatóak, akár a legnagyobb melegben is.A belmagasság 2,95 méter, ami növeli a térérzetet, ahogy a két nagyméretu terasz is.A lakáshoz tartozó tároló opcionálisan megvásárolható 2,5 M forintért.Az infrastruktúra közel a legjobb.A környéken pár perces sétatávolságra található óvoda, általános iskola, posta, gyógyszertár, többféle bevásárlási lehetoség stb.Kelenföldi-pályaudvar, 4-es metró 10 perc sétával vagy 5 perces buszozással elérheto, a belváros 20 perc, mégis egy csendes, zöldövezeti lakásban élvezheti a természet közelségét családjával.További információért, valamint megtekintés esetén hívjon bizalommal!","újszeru","2011","duplakomfortos","nincs megadva","földszint","4","van","3 m-nél alacsonyabb","házközponti egyedi méréssel","nincs megadva","nincs megadva","igen","külön és egyben is","kelet","kertre néz","19 m²","igen","nincs megadva","nincs megadva",NA,NA
"6","XII. kerület, Csaba utca","99 millió Ft","125 m²","4","Eladó XII. ker. Városmajor mellett, kívül és belül nemrég felújított társasházban egy jó állapotú, 125 m2-es, 4 szobás (ebbol 3 külön bejáratú), erkélyes, francia udvarra nézo lakás. A 2. emeleti elhelyezkedésnek (lift van) és a jó tájolásnak (DK-DNY) köszönhetoen a lakás nagyon világos, körbenapozott. Tartozik hozzá egy saját pincei tároló, az udvaron pedig autóbeálló bérelheto kedvezo díjért.Referencia szám: LK071899","jó állapotú","1950 elott","nincs megadva","nincs megadva","2","nincs megadva","van","nincs megadva","házközponti egyedi méréssel","nincs megadva","nincs megadva","nincs megadva","nincs megadva","délnyugat","nincs megadva","nincs megadva","nincs megadva","nem tetotéri","nincs megadva",NA,NA
"7","II. kerület, Szász Károly utca","99 millió Ft","116 m²","4","NÍVÓSAN FELÚJÍTOTT, CSENDES, NAPFÉNYES LAKÁS A MECHWART LIGETNÉL!II. Szász Károly utcában kínáljuk megvételre ezt az 1. emeleti, 3+1 szobás, duplakomfortos, 1 éve magas színvonalon és igényesen felújított, tágas, világos lakást, jól karban tartott liftes házban.A meleget cirkó (hideg burkolatú helyiségekben padlófutés) biztosítja, klíma és riasztó is ki van építve. A lakás valamennyi szobája külön nyíló, 2 fürdoszobával, s külön mosó-szárító helyiséggel rendelkezik.Igazi kuriózum! Ha exkluzív kialakítású, de meleg hangulatú polgári lakást keres csendes utcában, remek közlekedés és infrastruktúra mellett, akkor jöjjön el és tekintse meg mielobb ezt az ingatlant!","felújított","1950 elott","nincs megadva","nincs megadva","1","nincs megadva","van","nincs megadva","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","délnyugat","nincs megadva","nincs megadva","nincs megadva","nem tetotéri","nincs megadva",NA,NA
"8","II. kerület, Törökvész","99 millió Ft","74 m²","3","A 2. kerület kiemelten szép területén eladó egy 74 nm-es ingatlan.A teljesköruen felújított lakás egy nappali + amerikai konyha , 2 háló szoba, fürdoszobából áll.A ház 3 társasházi al betéttel rendelkezik, saját kertrésszel.Ezen ingatlanhoz 1 db 10 nm-es tároló és 2 db kerti gépkocsi beálló tartozik.Erkélyérol csodaszámba meno  örök panoráma tárul elénk.Fekvése D, DNY-i.Közös költsége: 28.000 Ft/hó.","jó állapotú","1981 és 2000 között","nincs megadva","nincs megadva","földszint","nincs megadva","nincs megadva","3 m-nél alacsonyabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","dél","kertre néz","10 m²","nincs megadva","nem tetotéri","nincs megadva",NA,NA
"9","V. kerület, Lipótváros","99 millió Ft","71 m²","2","ELADÓ az V. kerület egyik legkedveltebb részén közel a Parlamenthez, Dunához, csendesebb kis utcában, régiség boltok hangulatos közegében, szép polgári épületben, ez a néhány éve teljes koruen felújított lakás.Az itt élok kellemes sétákat tehetnek a Duna-parton közel a Víg színház, ha kulturális programra vágynak.Az ingatlan áll egy tágas, teljesen felszerelt, gépesített konyhás, étkezos helységbol, 2 ízlésesen berendezett háló szobából, modern stílusos fürdoszobából és külön mosdó plusz mellékhelyiségbol.Teljes felszereléssel bútorzattal együtt kínáljuk eladásra ezt a minden igényt kielégíto csodás otthont.Ide csak beköltözni kell..Közös költség 17000 ft vízzel.Belmagasság [m]: 3.60 mInfrastruktúra nagyon jó, villamos, busz 2 perc, boltok,gyógyszertár, cukrászda, élelmiszerüzlet, posta, Westend bevásárló központ karnyújtásnyira..Kiváló befektetésnek is, az elmúlt idoben is ki volt adva a lakás havi 800 euróért.Hívjon, nézze meg!A DUNA HOUSE teljes kínálatával kapcsolatban forduljon hozzám bizalommal.ELADÁS és VÉTEL teljes köru ügyintézése, INGYENES tanácsadás, értékbecslés, megbízható ügyvédi háttér biztosítása.HITEL és CSOK ügyintézés garantáltan a leggyorsabban, a legjobb feltételekkel.Személyre szabott INGYENES pénzügyi tanácsadás biztosításokkal és befektetésekkel kapcsolatban.","felújított","1950 elott","összkomfortos","nincs megadva","1","5","van","3 m-nél magasabb","gáz (cirko)","nincs","nincs megadva","nincs megadva","külön helyiségben","kelet","kertre néz","nincs megadva","nem","nem tetotéri","utca, közterület - fizetos övezet",NA,NA
"10","V. kerület, Belváros","99 millió Ft","84 m²","3","#részleges DUNAi PANORÁMA#belváros#Március 15. térELADÓ az V. kerületben, a Belvárosban, részleges dunai panorámával rendelkezo, nappali + 2 szobás lakás!84 nm-es, nyugati tájolású, utcai nézetu, pár éve felújított nagypolgári lakás azonnal birtokba veheto.Az impozáns társasház legfelso, 4. emeletén található lakásba lépve, egy nagy nappaliba lépünk egyik irányban találjuk a konyhát az étkezovel, másik irányban egy folyosóról nyílik a két külön bejáratú, de egybe is nyitható hálószoba, a fürdoszoba és a WC.Belmagasság [m]: 3.80 mPici ráfordítással  amerikai konyha + nappali és 3 hálószobás lakássá alakítható. A szobákban parketta van, a nyílászárók eredetiek, szépen karbantartva.A futést gáz cirkó biztosítja, a közös költség 14.000.-/hó, amely természetesen felújítási alapot is tartalmazza.Tároló: 17.00 m2Hívjon, nézze meg!A DUNA HOUSE teljes kínálatával kapcsolatban forduljon hozzám bizalommal.ELADÁS és VÉTEL teljes köru ügyintézése, INGYENES tanácsadás, értékbecslés, megbízható ügyvédi háttér biztosítása.HITEL és CSOK ügyintézés garantáltan a leggyorsabban, a legjobb feltételekkel.Személyre szabott INGYENES pénzügyi tanácsadás biztosításokkal és befektetésekkel kapcsolatban.","jó állapotú","1950 elott","összkomfortos","nincs megadva","4","4","van","3 m-nél magasabb","gáz (cirko)","nincs","nincs megadva","nincs megadva","egy helyiségben","dél","utcai","nincs megadva","nem","legfelso emelet, nem tetotéri","utca, közterület - fizetos övezet",NA,NA
