"","address","price","area","noroom","description","Ingatlan állapota","Építés éve","Komfort","Energiatanúsítvány","Emelet","Épület szintjei","Lift","Belmagasság","Futés","Légkondicionáló","Rezsiköltség","Akadálymentesített","Fürdo és WC","Tájolás","Kilátás","Erkély mérete","Kertkapcsolatos","Tetotér","Parkolás","Parkolóhely ára","Panelprogram"
"1","II. kerület, Országút","79,9 millió Ft","95 m²","2 + 1 fél","Eladó II. ker. szívében, mégis csendes, zöld környezetben, Mechwart ligetre nézo, 95 m2-es, 2 + fél szoba hallos, nagy méretu loggiával rendelkezo, felso emeleti (hívóliftes), tágas, ny-i tájolású, egyedi gáz futésu (cirkó + héra), közepes állapotú lakás. Könnyen elérheto minden, amire a hétköznapi életben szükség lehet: önkormányzat, orvosi rendelok, iskolák, bevásárlási, szórakozási lehetoségek.Irányár: 79900000 FtReferencia szám: LK506308","közepes állapotú","1950 elott","összkomfortos","nincs megadva","4","nincs megadva","van","nincs megadva","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nyugat","nincs megadva","nincs megadva","nincs megadva","nem tetotéri","nincs megadva",NA,NA
"2","VI. kerület, Csengery utca","79,9 millió Ft","116 m²","3","116 m2-es, 3 szobás, tágas terekkel rendelkezo nagy teraszos lakás eladó a  Csengery utcában.Utcai nézetu, nyugati tájolású. Szobái 27,8 m2; 27,7 m2, 16,9 m2 -esek. Konyha-étkezoje is kifejezetten tágas: 26m2, a beépített gépesített konyha a vételár részét képezi. A 21 négyzetméteres teraszra a víz, elektromos áram ki van vezetve. Extrák: riasztó, szauna, 3 egységes klíma. A lakás teljes generál felújításon átesett már, tégláig bontva, aljzat, kéménybélelés, cirkó, víz-villanyvezetékek cseréjét beleértve, esetleges festést igényel.Tehermentes.  Azonnal birtokba veheto! Kiváló lehetoség akár cégeknek is, irodának is adottságai, elhelyezkedése révén. Andrássy út, Oktogon, Nyugati pályaudvar 5 percen belül elérheto!Referencia szám: LK068119","jó állapotú","1950 elott","összkomfortos","nincs megadva","félemelet","3","van","3 m-nél magasabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","egy helyiségben","délnyugat","utcai","20.8 m²","nincs megadva","nem tetotéri","nincs megadva",NA,NA
"3","XI. kerület, Bogyó utca","79,9 millió Ft","88 m²","3","Eladásra kínálok a XI. kerület, frekventált, csendes zsákutcájában egy világos, tágas terekkel rendelkezo, 88 nm-es POLGÁRI lakást!Az ingatlan egy pénzügyileg rendezett, 4 emeletes társasház harmadik emeletén található. A ház és a lépcsoház tiszta és folyamatosan karbantartott.Lakás leírása:A lakásba beérve egy tágas elotérbe érkezünk, melynek bal oldalán egy külön mosdó, illetve egy kamra található. A legkisebb szoba, valamint a konyha szemben helyezkedik el a bejárati ajtóval. Az elotér bal oldalán impozáns hallba érkezünk, mely akár családi összejövetelek színtere is lehet. A hallból egy gyönyöru kétszárnyas üvegajtón áthaladva tárul elénk a tágas, világos nappali. A hall bal oldalán található a fürdoszoba. A hatalmas nappaliból, és a fürdoszobából is átjuthatunk a lakás középso méretu szobája.A nappaliból nyíló erkély a budai hegyekre néz.Az eloszobában és a többi szobában minoségi hagyományos faparketta van, a többi helyiségben hidegburkolat. A lakásban a villanyvezeték és víz-, gázcso hálózata korábban korszerusítésre került. Konvektoros futése gazdaságos, a muanyag ablakok muanyag redonnyel ellátottak.Környék:Közlekedés szempontjából kiváló. Újbuda kiemelten kedvelt, központi részei: Kosztolányi Dezso tér, Feneketlen-tó, Móricz Zsigmond körtér, Allee, újonnan nyílt Etele Pláza tömegközlekedéssel 5-10 perc alatt elérheto.A Bikás park pár perc sétára található, mely remek lehetoség a kikapcsolódásra, legyen szó, sportolásról, kutyasétáltatásról, vagy ha valaki csak egy pihenteto sétára vágyik a dolgos munkanap után.Kiváló infrastruktúra: iskola, óvoda, bölcsode, posta, üzletek, éttermek, cukrászdák, bank Ajánlom:Mindenkinek, aki szereti az igazi budai hangulatot, akik szeretnének csendes lakást remek közlekedéssel, és akik kedvelik a tágas tereket.Ideális választás pároknak, kisgyermekes családoknak, összeköltözoknek, vagy befektetoknek egyaránt.Keressen bizalommal a hét bármelyik napján, készséggel állok rendelkezésére!Referencia szám: LK098056","jó állapotú","1950 és 1980 között","nincs megadva","nincs megadva","3","nincs megadva","nincs megadva","nincs megadva","gáz (konvektor)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","délnyugat","nincs megadva","nincs megadva","nincs megadva","nem tetotéri","nincs megadva",NA,NA
"4","VII. kerület, Király utca","79,9 millió Ft","77 m²","3","A belváros VII. kerületében a legfrekventáltabb helyén a Király utcában, muemlék házban eladó lakás.Utcai nézetu ablakokkal melyek a Holló utcára nyílnak. Az elso emeleti közelmúltban teljes köruen felújított nappali +2 hálós, 2 fürdoszobás lakást kínálunk megvételre. A kiváló lokációja, és az elosztása miatt is befektetoi szempontból is nagyon vonzó az ingatlan!Kiváló elhelyezkedése jól megközelíthetoséget és nagyon jó közlekedést biztosít.Várom hívását a hét bármely napján !","felújított","1950 elott","duplakomfortos","nincs megadva","1","nincs megadva","nincs megadva","3 m-nél magasabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","egy helyiségben","nincs megadva","utcai","nincs megadva","nincs megadva","nincs megadva","udvari beálló",NA,NA
"5","VIII. kerület, Bródy Sándor utca","79,9 millió Ft","119 m²","3","Kedves Érdeklodo!Figyelmébe ajánlom ezt a Palotanegyed egyik legkedveltebb utcájában, a Bródy Sándor utcában, gyönyöru ház 2. emeletén lévo körbe napozott, felújított 119 nm-es lakást.Az ingatlan jelenleg 3 élheto méretu és napfényes szobával rendelkezik.Kiváló ajánlat, gyönyöru épületben a környék egyik legjobb utcájában, pár lépésre a Nemzeti Múzeumtól. Jó szívvel ajánlom családoknak, a Palotanegyed és a belváros kedveloinek, nagypolgári hangulatot keresoknek.Hívjon bizalommal, akár hétvégén is, ha ajánlatom felkeltette az érdeklodését!","felújítandó","nincs megadva","nincs megadva","nincs megadva","2","3","nincs megadva","nincs megadva","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","panorámás","nincs megadva","nincs megadva","nincs megadva","nincs megadva",NA,NA
"6","XIII. kerület, Újlipótváros - Cézárház","79,9 millió Ft","76 m²","3","RÓMAI KERT LAKÓPARKBAN NAPPALI+2 HÁLÓS NAGY ERKÉLYES LAKÁS ELADÓ! A lakóház együttes a XIII. kerületben, a Cézár Ház szomszédságában, a 3-as metró vonalára esik. A lakóparkot alkotó nyolc ház és az azokat körülölelo hatalmas kertek 8000 négyzetméternyi területen fekszenek. A 380 lakás 50.000 négyzetmétert tesz ki. A komplexumban a legkülönfélébb méretu és típusú lakások állnak rendelkezésre: kezdve az egyszeru stúdióktól, a kertkapcsolattal rendelkezo apartmanokon át a penthouse luxuslakásokig. A lakók kényelmét szolgálja a több szintes, 400 férohelyes garázs, valamint az éjjel-nappali biztonsági- és portaszolgálat is. A hatalmas kertben a gyermekek számára több játszótér is épült, melyek nagy zöldterületet és megannyi szórakozási lehetoséget kínálnak az itt lakó családoknak. Az utcaszint fölé nyúló, lépcsozetesen kialakított kert, gyönyöru, zölden leomló zuhatag benyomását kelti. A kikövezett ösvények, a padok és a kertben csörgedezo patak barátságos, kellemes hangulatot teremtenek.Ebben az idilli környezetben eladó 75 m, 3 szobás, utcai nézetu lakás nagyméretu erkéllyel!Ajánlanám befektetoknek hosszútávra, hiszen az épületben nagyon magas áron lehet albérleteket kiadni. Családok részére is tökéletes választás, központi lokációja és a már fentebb említett elonyös környezet miatt!Irányára: 79 900 000 Ft.Referencia szám: LK039651","felújított","2001 és 2010 között","nincs megadva","nincs megadva","2","nincs megadva","van","nincs megadva","házközponti","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nyugat","nincs megadva","nincs megadva","nincs megadva","nem tetotéri","nincs megadva",NA,NA
"7","VII. kerület, Középso-Erzsébetváros","79,9 millió Ft","124 m²","4","Belvárosi, felújított lakás kituno lokációval, nagy terekkel!Eladó a VI. kerület frekventált részén, az Oktogon magasságában egy patinás, nagyon szép állapotban lévo liftes társasház 3. emeltén egy 124 nm-es lakás, mely 4 db. tágas szobával és egy rendkívül tágas eloszobával rendelkezik.A társasházról:   - Lift van   - 4 emeletes   - Téglából épült   - Minden lakás egyedi futésu   - Rendezett, megtakarítással rendelkezo társasház   - A lakóközösség jól szituált csendes.   - AIRBNB nem engedélyezett, de albérletre hasznosíthatóA lakásról:   - Kimondottan nagy életterek: Nappali 30 nm, hálószoba: 20 nm, vendégszoba: 19 nm, dolgozószoba: 11 nm.   - Belmagasság 440(!) cm   - A hálószoba fürdoszobával kapcsolódik   - Vezetékek cseréje megtörtént   - A nyílászárók az eredetiek, melyek felújítva, gyönyöru állapotban várják az új tulajdonosát   - Korszeru, kéménybe kötött cirkó gázkazán   - A lakás hangulatához illo fa parketták    - vendég mosdó kézmosóval   - tágas pakolós tároló/ kamraEz az otthon olyan személyeknek való, akik szeretik a belváros hangulatát, fontos számukra a könnyu megközelíthetoség, de miután bezárják maguk mögött az ajtót, egy csendes, meghitt lakásban szeretnének feltöltodni, kikapcsolódni, élvezni az otthon nyugalmát.Befektetésre is alkalmas, ugyanis az adottságai megengedik két kis lakás kialakítását, mely utána bérbeadásból kiválóan hasznosítható.Vállalkozásnak, ügyvédi irodának vagy egészségügyi rendelonek is kiváló, az óriási helyek miatt tökéletesen kihasználható, illetve a lokáció tekintetében tökéletes.Ne maradjon le errol a kituno lehetoségekkel teli ingatlanról, mely most kiváló áron szerezheto meg!Várom hívását!","felújított","1950 elott","összkomfortos","nincs megadva","3","nincs megadva","van","3 m-nél magasabb","gáz (cirko)","nincs","nincs megadva","nem","külön helyiségben","kelet","utcai","nincs megadva","nincs megadva","nincs megadva","utca, közterület - fizetos övezet",NA,NA
"8","V. kerület, Bajcsy-Zsilinszky út","79,9 millió Ft","87 m²","2","Lipótváros egyik legfrekventáltabb részén, közvetlen az Arany János utcai metrómegállónál eladó ez a második emeleti, utcára nézo hatalmas ablakokkal ellátott , rendkívül napfényes, keleti fekvésu lakás. Jól szeparált helységekkel rendelkezik, mégis az otthonos érzés alapjait biztosítja. A lakóközösség révén csendes, nyugodt légkör adott.Webes bejárás megoldott, kérésre küldök videókat! 79900000 FtReferencia szám: LK503750","jó állapotú","1950 elott","nincs megadva","nincs megadva","2","nincs megadva","nincs megadva","nincs megadva","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","délkelet","nincs megadva","nincs megadva","nincs megadva","nem tetotéri","nincs megadva",NA,NA
"9","VII. kerület, Rumbach Sebestyén utca","79,9 millió Ft","119 m²","2 + 1 fél","***VII.Kerület Belso Erzsébetvárosban, a ZSINAGÓGÁTÓL 2 percre eladásra kínálok egy 2.emeleti lakást!***Kiváló befektetési lehetoség, ez a   2 vagy akár 3 kisebb lakássá alakítható 115nm alapterületu, sok lehetoséget magába rejto ingatlan.Duplakomfortos, 2+fél szobás, napfényes, jó elosztású, Délkeleti-fekvésu.A lakás részben, illetve igény szerint felújítandó.Airbnb engedélyezett.  Így a hosszú, de akár a rövidtávú kiadásban gondolkodóknak is tökéletes. A ház rendezett, felújítási alapja van. Közös ktg 30.000,-Ft.A ház belso udvarában parkolásra van lehetoség. LIFT nincs.Központi elhelyezkedését tekintve, az Astoria és a Deák Ferenc tér is 5 perc séta, ahonnan  a Váci utca, Fashion street, számos bevásárlási lehetoséget kínál.Befektetoknek, nagy családosoknak, a belvárosi életérzést imádóknak, de mégis nyugalomra vágyóknak tökéletes otthona lehet ez a csendes, de mégis központi lakás.További kérdések esetén keressen bizalommal!","közepes állapotú","1950 elott","duplakomfortos","nincs megadva","2","2","nincs","3 m-nél magasabb","gáz (konvektor)","nincs","nincs megadva","nem","külön és egyben is","délkelet","utcai","nincs megadva","nem","nem tetotéri","utca, közterület",NA,NA
"10","VI. kerület, Csengery utca","79,9 millió Ft","124 m²","4","Eladó a VI. kerület frekventált részén a Csengery utcában, az Oktogon magasságában egy patinás nagyon szép állapotban lévo LIFTES társasház 3. emeltén, egy 124 nm.-es lakás, mely 4 db. tágas szobával és egy rendkívül tágas, 17, 5 nm.-es eloszobával rendelkezik.A TÁRSASHÁZRÓL…- Lift van- 4 emeletes- Téglából épült- Minden lakás egyedi futésu- Rendezett, megtakarítással rendelkezo társasház- A lakóközösség jól szituált csendes.- AIRBNB nem engedélyezett, de albérletre hasznosíthatóA LAKÁSRÓL…- Kifejezetten hatalmas életterek: Nappali 30 nm. Fohálószoba: 20 nm Vendégszoba: 19 nm. Dolgozószoba: 11 nm.- Belmagasság 440. cm.!!!- A fohálószoba fürdoszobával kapcsolódó- Vezetékek cseréje megtörtént- A nyílászárók az eredetiek, melyek felújítva, gyönyöru állapotban várják az új tulajdonost- Korszeru, kéménybe kötött cirkó gázkazán- A lakás hangulatához illo fa parketták ( az eloszobában is!!)- vendég toalett kézmosóval- tágas pakolós tároló/ kamraBefektetésre is alkalmas, ugyanis az adottságai megengedik, két kis lakás kialakítását, mely utána bérbeadásból kiválóan hasznosítható.Amennyiben felkeltette  érdeklodését kérem keressen bizalommal!","felújított","1950 elott","nincs megadva","nincs megadva","3","nincs megadva","van","3 m-nél magasabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","kelet","utcai","nincs megadva","nincs megadva","nem tetotéri","nincs megadva",NA,NA
