"","address","price","area","noroom","description","Ingatlan állapota","Építés éve","Komfort","Energiatanúsítvány","Emelet","Épület szintjei","Lift","Belmagasság","Futés","Légkondicionáló","Rezsiköltség","Akadálymentesített","Fürdo és WC","Tájolás","Kilátás","Erkély mérete","Kertkapcsolatos","Tetotér","Parkolás","Panelprogram","Parkolóhely ára"
"1","IX. kerület, Ipar utca","26 millió Ft","37 m²","1 + 1 fél","5 percre a Boráros tértol eladó másfél szobás 37 nm-es kislakás. Közlekedés szempontjából kíváló helyen van, a belváros a 4-6 villamossal könnyen megközelítheto, illetve számos buszjárat elérheto 5 perc sétatávolságra. Közelben bevásárlási lehetoségek, iskola, sztk.A lakás a 4. emeleten található, lift van.Ár: 26 millió forintIngatlanosok kérem ne keressenek!","jó állapotú","nincs megadva","összkomfortos","nincs megadva","4","5","van","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nem","egy helyiségben","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nem tetotéri","nincs megadva",NA,NA
"2","XVIII. kerület, Szent Lorinc-lakótelep","26 millió Ft","46 m²","1 + 1 fél","Szent Lorinc lakótelep csendes részén, panelprogramban felújított tízemeletes ház elso emeletén eladó egy 51 nm-es panel lakás. Fiatal párok, kisgyermekes családok számára ideális elso otthon. Ha távol szeretne lenni a belváros zajától, nyugodt, zöld környezetben, de kedvezo árú lakást keres, ez lehet az Ön álomotthona!A lakást a lépcsoházból egy kulccsal zárható folyosóról közelíthetjük meg.Belépve, a kis elotérbol nyílik a déli fekvésu, ablakos konyha, melyben jelenleg egy alap konyhabútor és egy gáztuzhely is található, melyek a vételár részét képezik.Az elotérbol nyílik a tágas nappali, melynek három nagyméretu ablaka redonnyel és részben szúnyoghálóval ellátott. A nappaliból nyílik a hálószoba, mindkét helyiség a ház melletti parkra néz. A szobák laminált parkettával, a többi helyiség padlólappal burkolt.A hálóból és a fürdobol egyaránt megközelítheto a gardrób szoba, ahol egy beépített szekrényt is találunk. A gardrób egy kisebb átalakítással teljes értéku szobává alakítható. A kádas fürdoszoba a gardrób szobából és az eloszobából is megközelítheto.A lakáshoz egy néhány lakással közös, zárható tároló is tartozik.A közös költség kb. 8000 Ft/hó. A futés házközponti, a villany és a víz egyedi méroórák alapján fizetendo.A lakás azonnal költözheto. Az infrastruktúra kiváló, a ház közvetlen közelében egy park, egy játszótér, és egy Spar található, de könnyen elérhetok a legismertebb üzletláncok, óvodák, iskolák, gyógyszertár. Több BKV busz is megáll a közelben, a Kobánya-Kispest metróállomás könnyen és gyorsan megközelítheto.Referencia szám: LK524319","jó állapotú","1950 és 1980 között","nincs megadva","nincs megadva","1","nincs megadva","van","nincs megadva","házközponti","nincs megadva","nincs megadva","nincs megadva","nincs megadva","kelet","nincs megadva","nincs megadva","nincs megadva","nem tetotéri","nincs megadva","nincs megadva",NA
"3","XI. kerület, Rétköz utca","26 millió Ft","29 m²","1","Tehermentes Felújitott,alacsony rezsiju, rendezett földszinti garzon kislakás eladó.Sajnos kicsi már nekem.A képeket majd utolag teszem fel. Köszönettel,Gróf Adrienn Nóra","nincs megadva",NA,"nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","15 E Ft/hó","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva",NA
"4","XIX. kerület, Dobó Katica utca","26 millió Ft","50 m²","2","Eladó Budapesten a XIX. kerületben, a Kispesti lakótelepen, a Dobó Katica utcában, ez az 50 nm alapterületu, IV. emeleti, 2 szobás, erkélyes társasházi lakás.Az épület: 1950-es években épült csúszózsalus technikával, jó állapotú, zárt lépcsoházas, lift nélküli.Jó lakóközösséggel és anyagi háttérrel rendelkezo, folyamatosan karbantartott épület.Korábbi felújítások: A tetot pár éve újították fel, szigetelték. A központi kazánt évente ellenorzik, karbantartják.Tervek: A függofolyosók esztétikai felújítása (járólapok kicserélése), babakocsi- és biciklitároló felújítása, bovítése.A lakás: Az épület IV. emeletén található. Két különnyíló szobával, külön konyhával, kamrával, kádas fürdoszobával, külön WC-vel rendelkezik. A nappali ablakai és az erkély egy csendes, zöld parkra néznek, a lakás napos, világos.Muszaki állapot: 2009-ben a konyha és a hálószoba ablakait, valamint a bejárati ajtót lecserélték. 2011-ben felújították a konyhát, 2016-ban a fürdoszobát. Ebben az évben a társasház lecseréltette a lakásokban található radiátorokat, amelyeket homenyiségmérovel is elláttak. A vezetékek rendeltetésszeru használatra alkalmasak.A közös költség 25 000 Ft egy hónapban, ez magában foglalja a futés és a melegvíz átalányt.A gázátalány (tuzhely) 3 000 Ft/hó, a villany és a hidegvíz fogyasztás szerint fizetendo.A helyiségek méreteiSzoba 1: 24 nmSzoba 2: 8 nmKonyha: 7 nmKamra: 2 nmFürdoszoba: 5 nmWC: 1,5 nmErkély: 8 nmA klímaberendezés és a beépített bútorok a vételár részét képezik. Környék és közlekedés: A  3-as metró Határ úti megállója 10 perc gyalog (2 megálló villamossal), így a belváros 30 percen belül elérheto. A KÖKI Terminál és Shopmark üzletlistája minden igényt kielégít. De a környék kisebb és nagyobb élelmiszerboltjai, bölcsöde, óvoda, iskola, orvosi rendelo és gyógyszertár is pár perc alatt elérheto.A parkolás az utcán ingyenes.A lakás tehermentes, az adásvételi szerzodéstol számított 90 napon belül birtokba veheto.Az alaprajz tájékoztató jellegu","jó állapotú","1950 és 1980 között","nincs megadva","nincs megadva","4","4","nincs","3 m-nél alacsonyabb","házközponti egyedi méréssel","van","20 E Ft/hó","nem","külön helyiségben","délkelet","kertre néz","8 m²","nem",NA,"utca, közterület - ingyenes",NA,NA
"5","XV. kerület, Újpalota","26 millió Ft","35 m²","1 + 1 fél","Eladóvá vált egy kellemes lakás Újpalota közkedvelt, központi részén. A lakás felújítandó, de van benne boven potenciál. Üresen eladó. Kis családosoknak,pároknak, egyedülállóknak tökéletes választás. Sétatávolságra mindent megtalálunk, boltokat, gyógyszertárt, bevásárló központot, vasút állomást, tömegközlekedést, postát és minden egyebet. Egy teljes és egy félszobával rendelkezik. Az OTP Ingatlanpont teljes köru ügyintézéssel áll az eladók és a vevok rendelkezésére! A kínálatunkból választott ingatlan finanszírozásához kedvezményes hitel- és megoldásokat kínálunk. Az adásvételi szerzodés megkötéséhez igény szerint megbízható ügyvédi közremuködést biztosítunk, és segítséget nyújtunk az adásvételhez kapcsolódó ügyek intézéséhez. Ha felkeltette ez a lakás az érdeklodését hívjon bizalommal akár hétvégén is. 26000000 Ft","közepes állapotú","1950 és 1980 között","összkomfortos","nincs megadva","7","nincs megadva","van","nincs megadva","távfutés","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","utcai","3 m²","nincs megadva","nem tetotéri","nincs megadva","nincs megadva",NA
"6","XV. kerület, Nyírpalota út","26 millió Ft","35 m²","1 + 1 fél","Eladóvá vált egy kellemes lakás Újpalota közkedvelt, központi részén. A lakás felújítandó, de van benne boven potenciál. Üresen eladó. Kis családosoknak,pároknak, egyedülállóknak tökéletes választás. Sétatávolságra mindent megtalálunk, boltokat, gyógyszertárt, bevásárló központot, vasút állomást, tömegközlekedést, postát és minden egyebet. Egy teljes és egy félszobával rendelkezik. Az OTP Ingatlanpont teljes köru ügyintézéssel áll az eladók és a vevok rendelkezésére! A kínálatunkból választott ingatlan finanszírozásához kedvezményes hitel- és megoldásokat kínálunk. Az adásvételi szerzodés megkötéséhez igény szerint megbízható ügyvédi közremuködést biztosítunk, és segítséget nyújtunk az adásvételhez kapcsolódó ügyek intézéséhez. Ha felkeltette ez a lakás az érdeklodését hívjon bizalommal akár hétvégén is.","nincs megadva",NA,"összkomfortos","nincs megadva","7","10","van","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva",NA
"7","III. kerület, Bécsi út","26 millió Ft","90 m²","1 + 4 fél","Cserére kínáljuk a 3. kerületben frekventált helyen található örökbérletu határozatlan ideju önkormányzati ingatlanunkat!Nagy családosok számára tökéletes választás.Ingatlan szoba elosztás szempontjából: eloszoba, konyha, fürdo, nappali, szoba.Emeleten: 3 fél szoba plusz egy fürdo.Ami minket érdekel az 2 kisebb ingatlan, balatoni ingatlan BELTERÜLETEN, de bármilyen ajánlatot meghallgatunk!Közelekedés: 19,41,17 villamos, 9,109 autóbuszok.Szentendrei hév 5-10 percre.","felújított","nincs megadva","összkomfortos","nincs megadva","1","2","nincs megadva","nincs megadva","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva",NA,NA
"8","XIV. kerület, Benko utca","26 millió Ft","34 m²","1","A 14. Kerületben, 34nm-es, jó állapotú társasház elso emeletén található, kimondottan csendes és világos lakás magánszemélytol eladó. A teljes felújítás elkezdodött, aminek befejezése az új tulajdonos igénye szerint kerül kialakításra. A villany, a vízvezetékek és a nyílászárok cseréje már megtörtént és kialakításra került az új fürdo és a mellékhelység is.Befektetés és kiadás szempontjából is remek lehetoség a frekventált elhelyezkedés miatt.","befejezetlen",NA,"összkomfortos","nincs megadva","1","2","nincs","3 m-nél alacsonyabb","elektromos, padlófutés","nincs megadva","nincs megadva","nem","külön helyiségben","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nem tetotéri","utca, közterület",NA,NA
"9","IX. kerület, Epreserdo utca 34.","26 millió Ft","39 m²","1 + 1 fél","A IX. kerület (József Attila lakótelep) Epreserdo utca 34. alatt eladó, a reális piaci ár alatt egy 1, 5 szobás, világos, erkélyes, I. emeleti, tehermentes lakás, tulajdonostól.A Lakás Jellemzoi:- I. emeleti,- Lift nincs,- A külso nyílászárók egy része 2 éve lett lecserélve fehér muanyagra,- A fürdoszoba kádas,- A lakás felújítandó,- Természetre nézo, 4 m2-es erkély,- Ingyenes parkolás a ház elott,- Jó infrastruktúra, kiváló tömegközlekedés, a 3-as villamos megállója kb. 150 m-re található. A 3-as metró Ecseri úti és Pöttyös utcai megállója a közelben, a számos busz és a villamos végállomásán elhelyezkedo Határ út is a közelben található.- Bevásárlási lehetoség (Lidl, Spar, DM), orvosi rendelok, iskola, óvoda, pláza, posta, stb. a közelben található,- Zöld övezet, friss levego, a lakás ablakai a természetre néznek.Nagyobb XV. kerületi lakás csere is érdekelne értékegyeztetéssel.Kérem, hogy ingatlanosok NE Keressenek! Köszönöm!","nincs megadva",NA,"nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","8,58 E Ft/hó","nincs megadva","nincs megadva","nincs megadva","nincs megadva","4 m²","nincs megadva",NA,"nincs megadva",NA,NA
"10","XX. kerület, Baross utca","26 millió Ft","56 m²","2 + 1 fél","Kituno lehetoség megvalósítani álmai lakását, akár az állami támogatás igénybevételével! Jó szívvel ajánlom eladó sorba került, szerzodés kötést és a vételár kiegyenlítését követoen azonnal birtokba veheto felújítandó állapotú lakásomat Pesterzsébet központjában.A lakás az alaprajz szerinti elosztású, két és fél szobás, 56 m2 alapterületu és földszinti közös tároló rész tartozik hozzá. Jelenleg gázkonvektor futéses, a melegvízrol átfolyós vízmelegíto gondoskodik. A közös költség 10-12 ezer forint között van, függoen attól, hogy hány fo lakik az ingatlanban. Önálló víz, gáz és villanyórák tartoznak a lakáshoz. Ideális választás fiatal párnak, kis családnak. Közlekedés és infrastruktúra szempontból tökéletes elhelyezkedés jellemzi, bármilyen közlekedési módot preferálunk. A Csili Muvelodési központ szomszédságában, négy emeletes csúsztatott zsalus ház második emeletén található. Több buszjárattal a KÖKI, a Határ út, az M3-as metró, a Boráros-tér és a belváros gyorsan elérheto, a H6-os HÉV és a vonatmegálló rövid sétával elérheto.A közelben minden sétatávolságra megtalálható: posta, bankok, orvosi rendelo, óvoda, iskola, boltok.A ház mellett játszótér, és számtalan parkolóhely van kialakítva. A lakóközösség kedves, kulturált és problémáktól mentes.Amennyiben hirdetésem felkeltette figyelmét, keressen bizalommal!Ingatlanosok kérem NE keressenek!!","felújítandó","nincs megadva","nincs megadva","nincs megadva","2","4","nincs","nincs megadva","gáz (konvektor)","nincs megadva","nincs megadva","nincs megadva","egy helyiségben","nincs megadva","nincs megadva","nincs megadva","nincs megadva",NA,"utca, közterület - ingyenes",NA,NA
