"","address","price","area","noroom","description","Ingatlan állapota","Építés éve","Komfort","Energiatanúsítvány","Emelet","Épület szintjei","Lift","Belmagasság","Futés","Légkondicionáló","Rezsiköltség","Akadálymentesített","Fürdo és WC","Tájolás","Kilátás","Erkély mérete","Kertkapcsolatos","Tetotér","Parkolás","Panelprogram","Parkolóhely ára"
"1","VIII. kerület, Józsefváros - Magdolnanegyed","41 millió Ft","60 m²","4","Megvételre kínálok egy kiváló elhelyezkedésu, konyhabútorral felszerelt, felújított lakást.Közlekedésileg kifogástalan: 4-es metró, busz, villamos, troli a közelben. A közelében egy park helyezkedik el.Az épület a századforduló elején épült, de jól karbantartott, folyamatosan felújításokat végeznek a házban.","jó állapotú","1950 elott","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs","3 m-nél magasabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","délnyugat","panorámás","nincs megadva","nincs megadva","nincs megadva","nincs megadva",NA,NA
"2","VII. kerület, Vörösmarty utca","41 millió Ft","61 m²","2 + 1 fél","Felújítandó lakás az Almássy térnél eladóVII. ker., Vörösmarty utca elején, az Almássy térnél eladó egy teljesen FELÚJÍTANDÓ, 3. emeleti lakás.A ház külso homlokzatát nemrég felújították. A lakás nagyon jó helyen, kb 200 méterre van a körúttól.Jelenleg 2+1 félszoba van kialakítva, de a 61 m2-en bátran elengedheti a fantáziáját!Kreatív, lakásfelújítást kedvelo embereknek, befektetoknek ideális választás lehet!Jöjjön nézze meg, és ha érdekes lehet, tegyen ajánlatot! A hirdetésben szereplo ár irányár! Várom hívását!#Budapest#eladó#ingatlan#7. kerület#Felújítandó#lakás#Vörösmarty utca#Almássy tér#","felújítandó","1950 elott","nincs megadva","nincs megadva","3","3","nincs","3 m-nél magasabb","cserépkályha","nincs megadva","nincs megadva","nincs megadva","egy helyiségben","délnyugat","udvari","nincs megadva","nincs megadva","nincs megadva","nincs megadva",NA,NA
"3","XIII. kerület, Lehel utca","41 millió Ft","47 m²","1 + 1 fél","Eladó a 13. Kerület közepén egy tégla építésu lakás. Alapterület 47 M2, múlt évben teljes felújitáson esett át, új ablakok, festés stb, cirkó futés. Irányár 41 000 000 FtBovebb információ telefonon!","nincs megadva",NA,"nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva",NA,NA
"4","VII. kerület, Külso-Erzsébetváros","41 millió Ft","63 m²","3","Budapest VII. kerüléteben, a városliget szomszédságában, irány áron eladóvá vált, egy tágas, 63 négyzetméteres 3 szobás, jó beosztású, teljesen felújított lakás.felújítás során kicserélték az összes villanyvezetéket, hidegburkolatokat, szanitereket, új kondenzációs gázgazán került beépítésre, ezen kívül beszerelésre került, egy magas minoségu konyhabútor, gépesítve. A társasház tiszta, rendezett, jó lakóközösségu. Megtekinteni elore egyeztetett idopontban lehetséges, az ár, irányár.","felújított","1950 elott","összkomfortos","nincs megadva","nincs megadva","3","nincs","nincs megadva","gáz (cirko)","nincs","30 E Ft/hó","nem","külön helyiségben","nincs megadva","utcai","nincs megadva","nem","legfelso emelet, nem tetotéri","utca, közterület",NA,NA
"5","XIV. kerület, Örs vezér tere","41 millió Ft","68 m²","3","Kedvelt helyen egy nagyszeru lehetoség! A XIV. kerületben az IKEA szomszédságában panorámás adottságokkal rendelkezo 3 szobás lakás eladó. A 9. emelettol ne riadjon meg hiszen van lift. Remek elosztású lakás új tulajdonosa lehet ráadásul saját ízlése szerint szépítheti, csinosíthatja. A téli idojárás hidegét , az egyedi mérovel ellátott távhovel oldhatja meg. Nyílászárók részben cserélve vannak. Kis loggiával is rendelkezik.","nincs megadva",NA,"nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","3 m²","nincs megadva","nincs megadva","nincs megadva","nincs megadva",NA
"6","VIII. kerület, Fecske utca","41 millió Ft","40 m²","2","VIII. kerület, Fecske utcában, 2020-ban épült házban, 4. emeleti, 40+3 nm erkélyes kétszobás lakás eladó.Beosztása: Nappali (franciaerkélyes) + amerikai konyha, hálószoba (3 nm-es erkéllyel), eloszoba, fürdoszoba (zuhanyzóval, mosdóval és WC-vel), a teremgarázsban nagyméretu garázzsal.A konyha gépesített: (tuzhely, fozolap, mikró, mosogatógép, hutoszekrény)Közös költség: 15000 Ft/hóKözmueloleg: 7900 Ft /hóEladási ár: 40+4 mill","újszeru","2020","összkomfortos","nincs megadva","4","6","van","3 m-nél alacsonyabb","házközponti egyedi méréssel","van","nincs megadva","igen","egy helyiségben","nincs megadva","utcai","3 m²","nem","nem tetotéri","teremgarázs hely - kötelezo megvenni",NA,"4 000 000 Ft"
"7","VIII. kerület, Tisztviselotelep","41 millió Ft","52 m²","1","Eladó a Tisztviselotelepen, egy 52 m²-es kiváló állapotú lakás. A ház, amelyben a lakás található,  kertvárosi hangulatban, szépen karbantartott házak között helyezkedik el. Az utca csendes és zöld.A patinás épület az 1910-es években épült. A földszinten elhelyezkedo lakáshoz tartozik pince, padlásrész, illetve az épület mögött, egy nyitott kocsibeálló és egy hangulatos közös kert. A teljes felújításon átesett lakás, déli fekvésének köszönhetoen egész nap világos.   A futést a legmodernebb norvég Adax futotestek biztosítják, melyek okostelefonról is irányíthatók. A szobák 15 és 15 m2 méretuek.  A lakás 380 cm belmagassággal rendelkezik,ezért galéria kialakítására is alkalmas. A konyhában Gorenje sütot, illetve fozolapot építettek be. A szinteltolásos kialakítás különlegessé teszi a fürdoszobát.  A lakásban található még egy kis tároló .Ez a lakás minden korosztály számára tökéletes. A villamos és buszmegálló 2-3,   az általános iskola 4 perc sétával elérheto. A közeli Népligetben a szabadtéri sportoknak mindenki hódolhat. A legközelebbi bevásárlóközpont tömegközlekedéssel 20 percen belül elérheto,  a kis boltok közelsége lehetové teszik a napi fogyasztási cikkek beszerzését.Egyedi igényekre szabott lakáshitelekkel állunk rendelkezésére. Bank független hitelcentrumunk az országban elérheto összes bank és hitelintézet ajánlatát versenyezteti az Ön számára díjmentesen. Munkatársaink nagy szakmai tapasztalattal várják Önt az elore egyeztetett idopontban akár a normál munkaido után is. 41000000 FtReferencia szám: H424852","felújított","1950 elott","nincs megadva","nincs megadva","földszint","nincs megadva","nincs megadva","3 m-nél magasabb","elektromos","nincs megadva","nincs megadva","nincs megadva","nincs megadva","dél","utcai","nincs megadva","nincs megadva","nem tetotéri","nincs megadva",NA,NA
"8","VI. kerület, Vörösmarty utca 42.","41 millió Ft","52 m²","2","A lakás külön elonyei a szimmetrikusan elhelyezkedo vizesblokkok a két szobához önállóan rendelve, ami magában hordozza a lakás 2 részre osztásat. INGATLANOSOK KÉREM VÉLETLENÜL SE HÍVJANAK FEL !!!","közepes állapotú","1950 elott","összkomfortos","nincs megadva","1","3","nincs megadva","3 m-nél magasabb","gáz (konvektor)","nincs megadva","nincs megadva","nincs megadva","egy helyiségben","nincs megadva","udvari","nincs megadva","nincs megadva","nem tetotéri","nincs megadva",NA,NA
"9","XIII. kerület, Fiastyúk utca","41 millió Ft","57 m²","2","Akciós ajánlat! Budapest legnépszerubb kerületében megvételre kínálok a XIII. kerületben, a Fiastyúk utcában, egy jó állapotú, I. emeleti, 2 szoba hallos, erkélyes lakást.A karbantartott épület a 60-as években épült, lifttel felszerelt.A lakás jó állapotú. Jelenlegi elosztás: konyha, közlekedo, külön fürdoszoba és wc és egy kamra, 2 szoba+ hall.Az infrastruktúra kiváló. A tömegközlekedés 1 percre, ill. számos vásárlási lehetosség a közelben.Ajánlom mindazoknak, akik szeretik a kertvárosias hangulatot, mégis jól ellátott környéken laknának, de befektetésnek is jó választás.Amennyiben felkeltette érdeklodését, hívjon bizalommal!Irányár: 41 mill.-Ft.Ingatlanosoknak ez a nettó ár!","jó állapotú","1950 és 1980 között","összkomfortos","nincs megadva","1","3","van","3 m-nél magasabb","távfutés","nincs megadva","nincs megadva","nincs megadva","külön helyiségben","nincs megadva","utcai","3 m²","nincs megadva","nem tetotéri","utca, közterület",NA,NA
"10","XIII. kerület, Szent István körút","41 millió Ft","43 m²","2","Eladó 13.kerületben a  Szent István körúton egy második emeleti galériás tégla lakás, ami 43 négyzet méteres, 2 hálószobás, plusz egy nappali, külön konyha, WC, és fürdoszobaA lakás ezelott rövid távra volt kiadva, teljesen bútorozott és gépesített.A környéken elérhetoségek: Margít Híd, Westend bevásárló központ, Spar, 4-6-os villamos, stb...Egyéb kérdés lenne, vagy megtekíntésre hívjon bizalommal!","nincs megadva",NA,"nincs megadva","nincs megadva","2","nincs megadva","nincs","3 m-nél magasabb","nincs megadva","nincs megadva","16 E Ft/hó","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva",NA,NA
